V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.031	-0.052	-0.089	-0.064	0.09	-0.025	0.084	-0.075	0.043	-0.037	-0.052	-0.005	-0.11	0.017	-0.044	0.018	-0.097	0.091	-0.069	0.025	0.041	0.112	-0.054	0.052	-0.034	0.046	0.054	-0.031	-0.063	0.061	0.045
2	-0.052	0.087	0.148	0.106	-0.148	0.043	-0.143	0.125	-0.072	0.061	0.086	0.008	0.186	-0.029	0.073	-0.031	0.155	-0.153	0.115	-0.041	-0.069	-0.189	0.092	-0.088	0.057	-0.077	-0.09	0.054	0.106	-0.1	-0.074
3	-0.089	0.148	0.258	0.184	-0.26	0.072	-0.245	0.216	-0.123	0.105	0.148	0.019	0.313	-0.049	0.126	-0.045	0.287	-0.261	0.198	-0.072	-0.113	-0.32	0.157	-0.148	0.097	-0.127	-0.157	0.079	0.183	-0.177	-0.132
4	-0.064	0.106	0.184	0.132	-0.185	0.052	-0.175	0.155	-0.088	0.075	0.106	0.012	0.225	-0.035	0.09	-0.034	0.202	-0.187	0.141	-0.051	-0.082	-0.23	0.112	-0.107	0.069	-0.092	-0.112	0.059	0.131	-0.126	-0.094
5	0.09	-0.148	-0.26	-0.185	0.265	-0.07	0.244	-0.218	0.123	-0.105	-0.147	-0.023	-0.308	0.048	-0.127	0.04	-0.305	0.258	-0.199	0.072	0.11	0.316	-0.156	0.144	-0.096	0.123	0.159	-0.067	-0.184	0.182	0.136
6	-0.025	0.043	0.072	0.052	-0.07	0.022	-0.071	0.061	-0.036	0.03	0.043	0.001	0.094	-0.015	0.035	-0.019	0.064	-0.077	0.056	-0.02	-0.036	-0.096	0.046	-0.046	0.028	-0.041	-0.043	0.035	0.052	-0.046	-0.034
7	0.084	-0.143	-0.245	-0.175	0.244	-0.071	0.245	-0.206	0.118	-0.101	-0.142	-0.015	-0.304	0.046	-0.12	0.046	-0.251	0.252	-0.19	0.068	0.111	0.311	-0.16	0.144	-0.093	0.125	0.151	-0.086	-0.178	0.164	0.122
8	-0.075	0.125	0.216	0.155	-0.218	0.061	-0.206	0.182	-0.104	0.089	0.124	0.015	0.265	-0.041	0.106	-0.04	0.238	-0.22	0.166	-0.06	-0.096	-0.27	0.132	-0.125	0.081	-0.108	-0.132	0.069	0.154	-0.148	-0.11
9	0.043	-0.072	-0.123	-0.088	0.123	-0.036	0.118	-0.104	0.06	-0.051	-0.072	-0.006	-0.155	0.024	-0.061	0.027	-0.129	0.128	-0.095	0.034	0.058	0.157	-0.075	0.074	-0.047	0.065	0.075	-0.046	-0.087	0.083	0.061
10	-0.037	0.061	0.105	0.075	-0.105	0.03	-0.101	0.089	-0.051	0.044	0.061	0.005	0.132	-0.021	0.052	-0.022	0.109	-0.109	0.081	-0.029	-0.049	-0.134	0.065	-0.063	0.04	-0.055	-0.064	0.039	0.075	-0.07	-0.052
11	-0.052	0.086	0.148	0.106	-0.147	0.043	-0.142	0.124	-0.072	0.061	0.086	0.007	0.186	-0.029	0.073	-0.032	0.152	-0.153	0.114	-0.041	-0.069	-0.189	0.091	-0.089	0.056	-0.078	-0.089	0.056	0.105	-0.099	-0.073
12	-0.005	0.008	0.019	0.012	-0.023	0.001	-0.015	0.015	-0.006	0.005	0.007	0.011	0.007	-0.001	0.008	0.011	0.05	-0.01	0.013	-0.005	0.002	-0.01	0.01	-0.001	0.004	0.002	-0.013	-0.021	0.013	-0.02	-0.016
13	-0.11	0.186	0.313	0.225	-0.308	0.094	-0.304	0.265	-0.155	0.132	0.186	0.007	0.405	-0.063	0.155	-0.077	0.301	-0.332	0.243	-0.088	-0.154	-0.411	0.195	-0.196	0.122	-0.173	-0.189	0.138	0.223	-0.204	-0.151
14	0.017	-0.029	-0.049	-0.035	0.048	-0.015	0.046	-0.041	0.024	-0.021	-0.029	-0.001	-0.063	0.01	-0.024	0.013	-0.048	0.052	-0.038	0.014	0.024	0.064	-0.029	0.03	-0.019	0.027	0.029	-0.022	-0.034	0.032	0.024
15	-0.044	0.073	0.126	0.09	-0.127	0.035	-0.12	0.106	-0.061	0.052	0.073	0.008	0.155	-0.024	0.062	-0.024	0.138	-0.129	0.097	-0.035	-0.057	-0.158	0.077	-0.073	0.048	-0.064	-0.077	0.041	0.09	-0.086	-0.064
16	0.018	-0.031	-0.045	-0.034	0.04	-0.019	0.046	-0.04	0.027	-0.022	-0.032	0.011	-0.077	0.013	-0.024	0.029	-0.012	0.059	-0.037	0.014	0.034	0.076	-0.028	0.04	-0.021	0.039	0.025	-0.052	-0.032	0.022	0.015
17	-0.097	0.155	0.287	0.202	-0.305	0.064	-0.251	0.238	-0.129	0.109	0.152	0.05	0.301	-0.048	0.138	-0.012	0.418	-0.26	0.213	-0.078	-0.097	-0.313	0.158	-0.134	0.099	-0.108	-0.177	0.007	0.198	-0.219	-0.166
18	0.091	-0.153	-0.261	-0.187	0.258	-0.077	0.252	-0.22	0.128	-0.109	-0.153	-0.01	-0.332	0.052	-0.129	0.059	-0.26	0.273	-0.202	0.073	0.124	0.337	-0.162	0.159	-0.1	0.14	0.158	-0.106	-0.186	0.172	0.128
19	-0.069	0.115	0.198	0.141	-0.199	0.056	-0.19	0.166	-0.095	0.081	0.114	0.013	0.243	-0.038	0.097	-0.037	0.213	-0.202	0.152	-0.055	-0.089	-0.248	0.122	-0.115	0.075	-0.1	-0.121	0.066	0.141	-0.134	-0.1
20	0.025	-0.041	-0.072	-0.051	0.072	-0.02	0.068	-0.06	0.034	-0.029	-0.041	-0.005	-0.088	0.014	-0.035	0.014	-0.078	0.073	-0.055	0.02	0.032	0.09	-0.044	0.042	-0.027	0.036	0.044	-0.024	-0.051	0.049	0.036
21	0.041	-0.069	-0.113	-0.082	0.11	-0.036	0.111	-0.096	0.058	-0.049	-0.069	0.002	-0.154	0.024	-0.057	0.034	-0.097	0.124	-0.089	0.032	0.06	0.155	-0.071	0.075	-0.045	0.068	0.068	-0.062	-0.081	0.071	0.052
22	0.112	-0.189	-0.32	-0.23	0.316	-0.096	0.311	-0.27	0.157	-0.134	-0.189	-0.01	-0.411	0.064	-0.158	0.076	-0.313	0.337	-0.248	0.09	0.155	0.417	-0.2	0.198	-0.124	0.174	0.194	-0.136	-0.228	0.21	0.156
23	-0.054	0.092	0.157	0.112	-0.156	0.046	-0.16	0.132	-0.075	0.065	0.091	0.01	0.195	-0.029	0.077	-0.028	0.158	-0.162	0.122	-0.044	-0.071	-0.2	0.106	-0.093	0.06	-0.08	-0.097	0.055	0.116	-0.105	-0.078
24	0.052	-0.088	-0.148	-0.107	0.144	-0.046	0.144	-0.125	0.074	-0.063	-0.089	-0.001	-0.196	0.03	-0.073	0.04	-0.134	0.159	-0.115	0.042	0.075	0.198	-0.093	0.095	-0.058	0.085	0.089	-0.073	-0.105	0.094	0.07
25	-0.034	0.057	0.097	0.069	-0.096	0.028	-0.093	0.081	-0.047	0.04	0.056	0.004	0.122	-0.019	0.048	-0.021	0.099	-0.1	0.075	-0.027	-0.045	-0.124	0.06	-0.058	0.037	-0.051	-0.059	0.037	0.069	-0.064	-0.048
