feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t71	-0.702	1.674	1.634	-0.096	0.355	-0.757	0.296	0.411	-1.291	-1.141	-0.423	-0.337	0.281	0.346	0.963	0.404	0.683	0.364	-0.446	-0.127	-0.847	0.187	-1.119	-0.74	-0.506	-0.138	0.482	0.219	-0.807	1.16
t180	-0.809	1.952	1.928	0.155	0.236	-0.524	-0.025	0.697	-1.492	-0.93	-0.121	-0.585	1.103	0.243	1.152	-0.032	0.126	-0.17	-0.159	-0.199	-1.237	-0.534	-0.864	-1.174	-0.301	-0.583	0.382	1.119	-0.575	1.2
t6	-0.635	1.742	1.538	-0.123	0.697	-0.597	0.266	0.373	-1.266	-1.077	-0.336	-0.596	0.637	0.356	0.969	0.084	-0.442	0.253	-0.441	-0.061	-1.032	-0.021	-0.987	-0.925	-0.429	-0.363	0.637	1.04	-0.806	1.525
t13	-0.675	1.768	1.634	-0.07	0.546	-0.608	0.113	0.442	-1.307	-1.067	-0.32	-0.528	0.644	0.345	0.998	0.165	-0.165	0.19	-0.379	-0.102	-1.02	-0.081	-0.903	-0.931	-0.422	-0.35	0.535	0.864	-0.728	1.391
t177	-0.88	2.114	2.155	0.313	0.075	-0.396	-0.508	0.895	-1.612	-0.823	0.032	-0.638	1.509	0.208	1.263	-0.121	-0.077	-0.5	0.052	-0.268	-1.401	-0.955	-0.497	-1.393	-0.192	-0.783	0.21	1.406	-0.33	1.124
t11	-0.235	1.216	0.593	-0.789	1.754	-0.826	1.223	-0.416	-0.733	-1.437	-0.865	-0.603	-0.54	0.601	0.528	0.339	-1.497	1.319	-1.153	0.266	-0.527	1.275	-1.509	-0.292	-0.755	0.194	1.285	0.747	-1.447	2.257
t3	-0.696	1.847	1.721	-0.006	0.52	-0.534	-0.126	0.524	-1.355	-1.015	-0.246	-0.578	0.861	0.335	1.046	0.102	-0.42	0.033	-0.283	-0.125	-1.108	-0.291	-0.696	-1.048	-0.365	-0.461	0.471	1.078	-0.607	1.401
t153	-1.03	2.17	2.438	0.485	-0.451	-0.49	-0.584	1.097	-1.754	-0.796	0.079	-0.427	1.465	0.133	1.357	0.058	1.189	-0.627	0.191	-0.391	-1.364	-1.047	-0.595	-1.373	-0.186	-0.719	-0.036	0.791	-0.232	0.653
t2	-0.625	1.654	1.488	-0.179	0.637	-0.7	0.37	0.311	-1.221	-1.147	-0.436	-0.463	0.334	0.38	0.92	0.281	-0.005	0.42	-0.515	-0.059	-0.883	0.221	-1.09	-0.765	-0.502	-0.188	0.624	0.593	-0.866	1.419
t184	-0.488	1.465	1.167	-0.411	0.981	-0.787	0.647	0.039	-1.035	-1.281	-0.63	-0.442	-0.107	0.472	0.764	0.412	-0.329	0.794	-0.759	0.048	-0.688	0.684	-1.234	-0.532	-0.622	0.025	0.824	0.424	-1.072	1.646
t195	-0.523	1.6	1.292	-0.304	0.974	-0.659	0.414	0.166	-1.117	-1.181	-0.488	-0.574	0.303	0.437	0.848	0.211	-0.785	0.534	-0.619	0.021	-0.875	0.325	-1.019	-0.748	-0.52	-0.196	0.777	0.909	-0.931	1.708
t60	-0.457	1.448	1.121	-0.449	1.063	-0.779	0.565	0.004	-1.001	-1.298	-0.655	-0.446	-0.14	0.499	0.741	0.448	-0.556	0.827	-0.777	0.065	-0.663	0.717	-1.13	-0.515	-0.631	0.044	0.835	0.444	-1.052	1.708
