V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t71	0.013	0.059	0.047	0.01	0.05	0.006	0.092	0.015	0.009	0.004	0.007	0.019	0.006	0.034	0.035	0.052	0.072	0.094	0.006	0.022	0.017	0.111	0.003	0.022	0.008	0.039	0.053	0.007	0.004	0.081
t180	0.006	0.159	0.17	0.027	0.015	0.012	0.013	0.048	0.003	0.008	0.021	0.007	0.125	0.017	0.066	0.009	0.017	0.007	0.02	0.012	0.003	0.004	0.007	0.003	0.015	0.005	0.021	0.119	0.011	0.048
t6	0.013	0.111	0.074	0.016	0.068	0.012	0.045	0.025	0.007	0.007	0.014	0.01	0.037	0.032	0.051	0.019	0.007	0.035	0.011	0.023	0.008	0.027	0.006	0.009	0.013	0.015	0.056	0.094	0.007	0.146
t13	0.013	0.136	0.119	0.022	0.042	0.013	0.027	0.036	0.007	0.008	0.017	0.015	0.04	0.035	0.064	0.031	0.022	0.032	0.016	0.022	0.009	0.025	0.01	0.01	0.015	0.018	0.041	0.049	0.012	0.096
t177	0.001	0.114	0.218	0.021	0.001	0.006	0	0.049	0	0.004	0.014	0.002	0.359	0.003	0.037	0.001	0.006	0	0.019	0.002	0	0	0.01	0	0.008	0	0.002	0.105	0.012	0.005
t11	0.008	0.006	0.001	0.001	0.227	0.001	0.107	0.001	0.006	0.001	0.001	0.002	0	0.013	0.003	0.008	0	0.121	0	0.012	0.006	0.169	0	0.01	0.001	0.014	0.063	0.009	0	0.208
t3	0.006	0.166	0.19	0.027	0.014	0.013	0.004	0.052	0.003	0.008	0.02	0.008	0.123	0.019	0.066	0.014	0.011	0.006	0.023	0.011	0.003	0.004	0.018	0.003	0.015	0.006	0.015	0.09	0.017	0.044
t153	0	0.084	0.34	0.023	0	0.003	0	0.058	0	0.003	0.01	0.001	0.257	0.001	0.029	0.001	0.137	0	0.019	0.001	0	0	0.005	0	0.005	0	0	0.012	0.01	0.001
t2	0.008	0.155	0.188	0.029	0.016	0.011	0.018	0.051	0.004	0.008	0.019	0.014	0.063	0.024	0.072	0.023	0.071	0.015	0.02	0.015	0.006	0.01	0.008	0.006	0.015	0.012	0.024	0.038	0.013	0.044
t184	0.011	0.015	0.006	0.002	0.131	0.003	0.123	0.002	0.008	0.001	0.002	0.006	0.001	0.022	0.009	0.023	0.002	0.141	0.001	0.016	0.012	0.202	0.001	0.018	0.003	0.027	0.064	0.006	0.001	0.143
t195	0.015	0.089	0.052	0.012	0.101	0.011	0.032	0.018	0.009	0.006	0.011	0.011	0.022	0.037	0.041	0.027	0.003	0.049	0.009	0.025	0.01	0.041	0.009	0.011	0.012	0.019	0.059	0.067	0.007	0.185
t60	0.016	0.045	0.024	0.006	0.114	0.006	0.057	0.009	0.01	0.003	0.005	0.013	0.005	0.037	0.025	0.043	0.005	0.106	0.004	0.024	0.016	0.122	0.004	0.02	0.007	0.034	0.063	0.014	0.004	0.159
t62	0.002	0.152	0.28	0.03	0.002	0.008	0.001	0.064	0.001	0.006	0.018	0.005	0.183	0.009	0.057	0.007	0.031	0.001	0.026	0.005	0.001	0.001	0.015	0.001	0.012	0.002	0.004	0.046	0.018	0.011
t175	0.007	0.16	0.205	0.029	0.014	0.012	0.011	0.054	0.004	0.008	0.019	0.014	0.068	0.024	0.072	0.025	0.056	0.012	0.022	0.014	0.006	0.009	0.012	0.006	0.016	0.011	0.019	0.035	0.016	0.039
t84	0.011	0.15	0.152	0.025	0.028	0.013	0.02	0.044	0.006	0.008	0.018	0.015	0.051	0.031	0.069	0.03	0.034	0.023	0.019	0.019	0.008	0.017	0.011	0.008	0.016	0.016	0.032	0.044	0.013	0.07
t20	0.013	0.115	0.075	0.016	0.07	0.013	0.03	0.025	0.007	0.007	0.014	0.009	0.043	0.032	0.051	0.018	0.004	0.03	0.012	0.022	0.007	0.021	0.008	0.008	0.014	0.013	0.05	0.113	0.008	0.153
