V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.069	-0.014	-0.01	-0.02	0.001	-0.003	-0.033	0.131	0.024	0.025	-0.017	-0.011	-0.001	0.027	0.015	-0.115	-0.058	-0.009	0.027	-0.018	-0.063	-0.164	0.016	0.009	0.064	-0.044	-0.007	-0.036	-0.028	0.041	-0.057
2	-0.014	0.147	0.051	-0.142	0.006	-0.053	0.132	-0.046	-0.038	0.033	-0.169	0.044	0.132	0.008	0.184	-0.006	-0.012	0.032	0.079	0.027	0.021	0.102	-0.062	-0.065	-0.108	0.074	-0.13	0.114	0.114	-0.145	0.145
3	-0.01	0.051	0.018	-0.047	0.002	-0.018	0.048	-0.026	-0.015	0.009	-0.057	0.016	0.045	0	0.062	0.007	0.001	0.012	0.025	0.011	0.012	0.048	-0.022	-0.023	-0.042	0.029	-0.044	0.042	0.041	-0.053	0.054
4	-0.02	-0.142	-0.047	0.153	-0.007	0.055	-0.118	-0.018	0.027	-0.045	0.179	-0.039	-0.133	-0.021	-0.194	0.063	0.041	-0.028	-0.093	-0.018	0.01	-0.022	0.054	0.062	0.077	-0.053	0.135	-0.097	-0.101	0.126	-0.119
5	0.001	0.006	0.002	-0.007	0	-0.003	0.005	0.002	-0.001	0.002	-0.008	0.002	0.006	0.001	0.009	-0.004	-0.002	0.001	0.005	0.001	-0.001	0	-0.002	-0.003	-0.003	0.002	-0.006	0.004	0.004	-0.006	0.005
6	-0.003	-0.053	-0.018	0.055	-0.003	0.02	-0.046	0.002	0.012	-0.015	0.065	-0.015	-0.049	-0.006	-0.071	0.016	0.011	-0.011	-0.033	-0.008	0	-0.019	0.021	0.024	0.033	-0.023	0.05	-0.038	-0.039	0.05	-0.048
7	-0.033	0.132	0.048	-0.118	0.005	-0.046	0.125	-0.079	-0.04	0.021	-0.143	0.041	0.115	-0.002	0.156	0.029	0.007	0.031	0.061	0.029	0.037	0.139	-0.059	-0.06	-0.113	0.078	-0.111	0.11	0.108	-0.139	0.144
8	0.131	-0.046	-0.026	-0.018	0.002	0.002	-0.079	0.251	0.05	0.042	-0.009	-0.026	-0.019	0.05	0.004	-0.215	-0.108	-0.02	0.04	-0.038	-0.122	-0.322	0.039	0.025	0.135	-0.093	0.003	-0.083	-0.068	0.097	-0.126
9	0.024	-0.038	-0.015	0.027	-0.001	0.012	-0.04	0.05	0.016	0	0.034	-0.013	-0.031	0.006	-0.038	-0.033	-0.015	-0.01	-0.01	-0.012	-0.024	-0.073	0.019	0.018	0.044	-0.03	0.028	-0.037	-0.035	0.046	-0.051
10	0.025	0.033	0.009	-0.045	0.002	-0.015	0.021	0.042	0	0.019	-0.052	0.007	0.034	0.013	0.055	-0.049	-0.027	0.005	0.032	0	-0.021	-0.041	-0.009	-0.014	-0.002	0.001	-0.037	0.015	0.018	-0.021	0.015
11	-0.017	-0.169	-0.057	0.179	-0.008	0.065	-0.143	-0.009	0.034	-0.052	0.212	-0.047	-0.157	-0.022	-0.228	0.063	0.043	-0.034	-0.108	-0.024	0.006	-0.043	0.066	0.074	0.098	-0.067	0.16	-0.119	-0.123	0.154	-0.146
