V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t146	0.084	0.006	0.005	0.014	0.033	0.033	0.015	0.025	0.015	0.005	0.004	0.004	0.047	0.009	0.001	0.003	0.002	0.003	0.032	0.003	0	0.084	0.004	0.281	0.006	0.005	0.049	0.014	0.206	0.008
t139	0.033	0.013	0.002	0.032	0.021	0.084	0.109	0.012	0.01	0.028	0.004	0.009	0.06	0.031	0.007	0.002	0.135	0.012	0.04	0.002	0	0.059	0.006	0.114	0.015	0.024	0.029	0.028	0.048	0.031
t65	0.045	0.02	0.001	0.045	0.019	0.07	0.093	0.014	0.011	0.035	0.008	0.009	0.06	0.038	0.035	0.001	0.009	0.017	0.04	0.003	0.001	0.073	0.007	0.154	0.021	0.011	0.042	0.041	0.063	0.014
t54	0.018	0.003	0.001	0.006	0.011	0.016	0.012	0.009	0.004	0.003	0.001	0.002	0.025	0.005	0.001	0.001	0.004	0.002	0.01	0.001	0	0.028	0.001	0.779	0.002	0.003	0.012	0.006	0.032	0.004
t106	0.011	0.021	0	0.042	0.005	0.079	0.301	0.002	0.002	0.088	0.048	0.007	0.006	0.054	0.057	0.001	0.014	0.036	0.03	0.001	0.002	0.015	0.006	0.004	0.024	0.014	0.01	0.031	0.005	0.083
t198	0.001	0.009	0	0.016	0.001	0.133	0.361	0	0	0.074	0.003	0.004	0	0.021	0.056	0	0.106	0.021	0.009	0	0	0.002	0.002	0	0.008	0.026	0.001	0.011	0	0.135
t7	0.061	0.018	0.003	0.04	0.03	0.097	0.105	0.018	0.012	0.035	0.035	0.009	0.049	0.038	0.007	0.003	0.006	0.018	0.06	0.003	0.001	0.068	0.009	0.037	0.02	0.015	0.047	0.035	0.07	0.052
t104	0.013	0.002	0.001	0.005	0.017	0.014	0.01	0.01	0.004	0.003	0.002	0.002	0.014	0.004	0.001	0.001	0.001	0.001	0.012	0.001	0	0.032	0.001	0.791	0.002	0.003	0.012	0.006	0.033	0.002
t3	0.162	0.002	0.004	0.005	0.055	0.005	0.003	0.028	0.009	0.001	0.028	0.001	0.027	0.002	0	0.026	0	0.001	0.023	0.002	0	0.094	0.002	0.003	0.002	0.001	0.059	0.006	0.445	0.004
t38	0.05	0.021	0.002	0.045	0.019	0.093	0.147	0.011	0.01	0.045	0.033	0.009	0.05	0.042	0.016	0.002	0.013	0.023	0.055	0.003	0.001	0.065	0.009	0.011	0.023	0.015	0.038	0.038	0.046	0.065
t63	0.067	0.011	0.004	0.024	0.045	0.077	0.048	0.032	0.013	0.015	0.008	0.008	0.068	0.016	0.002	0.006	0.007	0.008	0.052	0.004	0	0.125	0.006	0.108	0.01	0.009	0.046	0.024	0.117	0.041
t164	0.006	0.001	0	0.003	0.003	0.004	0.006	0.002	0.001	0.002	0	0.001	0.007	0.002	0.001	0	0.005	0.001	0.003	0	0	0.007	0.001	0.926	0.001	0.001	0.004	0.003	0.009	0.001
t114	0.106	0.001	0.003	0.002	0.037	0.001	0.001	0.03	0.007	0	0.018	0	0.063	0.001	0	0.002	0	0	0.01	0.001	0	0.058	0.001	0.129	0.001	0	0.039	0.002	0.484	0.001
t89	0.02	0.006	0.001	0.017	0.015	0.056	0.065	0.012	0.005	0.016	0.078	0.004	0.024	0.021	0.004	0.001	0.002	0.008	0.027	0.001	0.001	0.048	0.004	0.466	0.009	0.007	0.019	0.015	0.025	0.023
t31	0.065	0.018	0.002	0.037	0.031	0.075	0.1	0.015	0.011	0.033	0.145	0.008	0.017	0.032	0.007	0.004	0.002	0.019	0.06	0.003	0.001	0.055	0.009	0.014	0.02	0.016	0.047	0.033	0.064	0.057
t95	0.068	0.013	0.003	0.03	0.031	0.064	0.065	0.018	0.013	0.02	0.005	0.008	0.083	0.021	0.002	0.006	0.095	0.01	0.053	0.003	0	0.118	0.007	0.01	0.014	0.008	0.049	0.029	0.119	0.035
t168	0.004	0.014	0	0.027	0.008	0.205	0.277	0.003	0.004	0.048	0.002	0.009	0.003	0.031	0.027	0.001	0.07	0.018	0.032	0.001	0	0.018	0.004	0.007	0.012	0.051	0.007	0.024	0.004	0.09
t100	0.034	0.014	0.002	0.035	0.034	0.098	0.087	0.013	0.007	0.035	0.01	0.009	0.013	0.03	0.005	0.018	0.018	0.016	0.056	0.003	0.001	0.09	0.006	0.136	0.012	0.042	0.025	0.031	0.04	0.078
t162	0.014	0.021	0.001	0.048	0.008	0.1	0.238	0.003	0.003	0.077	0.003	0.009	0.016	0.047	0.057	0.002	0.053	0.03	0.036	0.001	0.002	0.033	0.006	0.017	0.021	0.042	0.013	0.037	0.01	0.053
t122	0.06	0.024	0.002	0.046	0.017	0.07	0.128	0.013	0.01	0.041	0.086	0.009	0.046	0.046	0.036	0.001	0.001	0.024	0.046	0.003	0.001	0.063	0.009	0.006	0.028	0.004	0.052	0.042	0.054	0.031
t103	0.005	0.016	0	0.03	0.006	0.131	0.204	0.003	0.003	0.054	0.003	0.009	0.002	0.027	0.057	0.001	0.023	0.02	0.024	0.001	0	0.015	0.004	0.151	0.011	0.1	0.006	0.025	0.003	0.067
t161	0.049	0.018	0.001	0.043	0.012	0.039	0.141	0.009	0.007	0.042	0.099	0.006	0.102	0.049	0.063	0	0.003	0.022	0.041	0.002	0.004	0.051	0.008	0.033	0.027	0.004	0.038	0.034	0.041	0.012
t8	0.003	0.012	0	0.027	0.002	0.081	0.299	0.001	0.001	0.062	0.001	0.006	0.007	0.037	0.07	0	0.237	0.022	0.017	0	0.001	0.008	0.003	0.001	0.014	0.019	0.004	0.021	0.002	0.039
t22	0.066	0.021	0.002	0.046	0.021	0.081	0.13	0.011	0.007	0.049	0.059	0.009	0.03	0.036	0.006	0.005	0.008	0.024	0.063	0.003	0.001	0.061	0.01	0.009	0.023	0.017	0.04	0.038	0.052	0.072
t169	0.061	0.019	0.003	0.042	0.032	0.097	0.101	0.019	0.012	0.034	0.018	0.01	0.033	0.03	0.007	0.004	0.009	0.016	0.064	0.003	0.001	0.083	0.008	0.051	0.019	0.017	0.047	0.039	0.082	0.041
t91	0.052	0.018	0.002	0.037	0.023	0.08	0.115	0.012	0.008	0.038	0.146	0.008	0.023	0.033	0.006	0.004	0.004	0.018	0.058	0.003	0.002	0.082	0.009	0.007	0.02	0.006	0.041	0.033	0.052	0.06
