V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t146	-2.477	-5.19	-5.27	-4.25	-3.41	-3.41	-4.223	-3.675	-4.169	-5.204	-5.42	-5.617	-3.058	-4.709	-7.375	-5.886	-6.02	-5.702	-3.451	-5.822	-8.978	-2.482	-5.562	-1.268	-5.16	-5.386	-3.013	-4.235	-1.582	-4.886
t139	-3.409	-4.337	-6.358	-3.445	-3.878	-2.483	-2.218	-4.393	-4.598	-3.559	-5.578	-4.742	-2.815	-3.489	-4.926	-6.487	-2.005	-4.382	-3.207	-6.322	-8.331	-2.836	-5.061	-2.17	-4.199	-3.73	-3.531	-3.558	-3.035	-3.482
t65	-3.097	-3.889	-6.529	-3.108	-3.969	-2.666	-2.378	-4.285	-4.5	-3.339	-4.861	-4.696	-2.815	-3.264	-3.349	-7.477	-4.723	-4.101	-3.209	-5.95	-7.06	-2.612	-4.946	-1.872	-3.86	-4.552	-3.164	-3.187	-2.763	-4.262
t54	-4.026	-5.99	-6.826	-5.083	-4.546	-4.112	-4.445	-4.741	-5.639	-5.733	-7.279	-6.259	-3.676	-5.264	-7.268	-7.34	-5.603	-6.288	-4.577	-7.022	-9.763	-3.587	-6.664	-0.25	-6.051	-5.969	-4.449	-5.087	-3.441	-5.52
t106	-4.47	-3.857	-8.258	-3.176	-5.361	-2.534	-1.201	-6.104	-6.06	-2.434	-3.027	-4.965	-5.119	-2.912	-2.866	-7.439	-4.24	-3.316	-3.522	-7.187	-6.09	-4.229	-5.092	-5.605	-3.723	-4.27	-4.568	-3.469	-5.31	-2.492
t198	-7.372	-4.661	-10.343	-4.135	-7.524	-2.02	-1.02	-8.659	-7.974	-2.61	-5.949	-5.482	-7.919	-3.88	-2.888	-8.22	-2.24	-3.859	-4.72	-9.029	-8.146	-6.289	-6.43	-8.843	-4.795	-3.651	-6.996	-4.497	-8.662	-1.999
t7	-2.8	-4.018	-5.827	-3.212	-3.501	-2.332	-2.251	-4.043	-4.423	-3.364	-3.367	-4.685	-3.019	-3.272	-4.899	-5.783	-5.073	-4	-2.818	-5.804	-7.224	-2.689	-4.757	-3.297	-3.932	-4.186	-3.067	-3.339	-2.666	-2.952
t104	-4.361	-6.133	-7.047	-5.218	-4.054	-4.296	-4.599	-4.601	-5.528	-5.84	-6.087	-6.406	-4.281	-5.504	-7.221	-7.249	-6.909	-6.593	-4.439	-7.121	-9.093	-3.453	-6.68	-0.235	-6.139	-5.779	-4.413	-5.146	-3.403	-6.068
t3	-1.82	-6.113	-5.454	-5.227	-2.905	-5.354	-5.94	-3.57	-4.744	-6.563	-3.577	-6.81	-3.63	-6.081	-9.908	-3.658	-9.126	-6.752	-3.787	-6.002	-9.232	-2.367	-6.066	-5.716	-6.051	-7.235	-2.837	-5.196	-0.811	-5.431
t38	-3.003	-3.882	-6.249	-3.101	-3.95	-2.375	-1.921	-4.492	-4.626	-3.11	-3.406	-4.659	-3.001	-3.166	-4.124	-6.24	-4.321	-3.752	-2.893	-5.981	-7.238	-2.732	-4.678	-4.49	-3.752	-4.186	-3.276	-3.281	-3.076	-2.741
t63	-2.702	-4.483	-5.448	-3.71	-3.096	-2.567	-3.046	-3.429	-4.349	-4.227	-4.88	-4.871	-2.687	-4.147	-6.429	-5.168	-4.944	-4.817	-2.964	-5.592	-8.512	-2.075	-5.159	-2.223	-4.621	-4.754	-3.087	-3.709	-2.146	-3.194
t164	-5.158	-6.616	-8.808	-5.845	-5.952	-5.559	-5.171	-6.236	-6.6	-6.312	-7.914	-7.271	-5.015	-6.017	-6.624	-9.395	-5.219	-7.032	-5.818	-8.237	-10.395	-4.986	-7.594	-0.077	-6.753	-6.799	-5.595	-5.883	-4.767	-7.111
