V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.128	-0.048	0.129	-0.041	0.11	-0.079	-0.133	0.125	0.081	-0.116	0.007	-0.038	0.128	-0.077	-0.214	0.117	-0.083	-0.097	0.016	0.067	-0.081	0.102	-0.005	0.083	-0.048	-0.112	0.095	-0.03	0.199	-0.094	0.083
2	-0.048	0.02	-0.052	0.016	-0.044	0.028	0.051	-0.05	-0.032	0.045	-0.004	0.014	-0.05	0.029	0.084	-0.043	0.034	0.038	-0.007	-0.026	0.031	-0.04	0.002	-0.04	0.019	0.041	-0.037	0.012	-0.077	0.037	-0.032
3	0.129	-0.052	0.144	-0.044	0.124	-0.07	-0.138	0.137	0.094	-0.125	-0.019	-0.033	0.134	-0.085	-0.23	0.131	-0.068	-0.106	0.02	0.073	-0.107	0.113	-0.005	0.102	-0.053	-0.098	0.1	-0.03	0.211	-0.096	0.08
4	-0.041	0.016	-0.044	0.014	-0.038	0.024	0.044	-0.043	-0.028	0.039	-0.002	0.012	-0.042	0.026	0.072	-0.039	0.027	0.033	-0.006	-0.023	0.029	-0.035	0.002	-0.03	0.016	0.036	-0.032	0.01	-0.067	0.031	-0.027
5	0.11	-0.044	0.124	-0.038	0.112	-0.058	-0.119	0.121	0.082	-0.107	-0.023	-0.027	0.107	-0.075	-0.2	0.127	-0.059	-0.091	0.02	0.065	-0.094	0.098	-0.005	0.095	-0.048	-0.074	0.085	-0.025	0.181	-0.078	0.066
6	-0.079	0.028	-0.07	0.024	-0.058	0.059	0.079	-0.069	-0.041	0.067	-0.023	0.028	-0.085	0.041	0.118	-0.052	0.062	0.055	-0.005	-0.034	0.027	-0.056	0.003	-0.036	0.025	0.086	-0.056	0.018	-0.116	0.065	-0.057
7	-0.133	0.051	-0.138	0.044	-0.119	0.079	0.142	-0.135	-0.089	0.124	0.003	0.038	-0.132	0.082	0.228	-0.126	0.086	0.104	-0.017	-0.072	0.093	-0.11	0.005	-0.096	0.052	0.11	-0.1	0.031	-0.211	0.099	-0.085
8	0.125	-0.05	0.137	-0.043	0.121	-0.069	-0.135	0.136	0.089	-0.121	-0.014	-0.032	0.128	-0.08	-0.222	0.125	-0.075	-0.102	0.019	0.072	-0.097	0.109	-0.006	0.115	-0.052	-0.098	0.096	-0.029	0.204	-0.093	0.078
9	0.081	-0.032	0.094	-0.028	0.082	-0.041	-0.089	0.089	0.066	-0.082	-0.037	-0.018	0.087	-0.057	-0.143	0.086	-0.022	-0.07	0.013	0.048	-0.085	0.074	-0.004	0.073	-0.036	-0.053	0.064	-0.018	0.137	-0.064	0.045
10	-0.116	0.045	-0.125	0.039	-0.107	0.067	0.124	-0.121	-0.082	0.111	0.014	0.031	-0.121	0.074	0.2	-0.111	0.064	0.093	-0.016	-0.064	0.091	-0.099	0.005	-0.088	0.046	0.094	-0.089	0.027	-0.188	0.089	-0.073
