feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t14	-3.712	-5.812	-3.303	-4.154	-4.569	-5.141	-4.12	-4.803	-3.154	-4.436	-4.69	-4.407	-4.112	-4.18	-4.145	-2.265	-3.771	-4.793	-4.482	-4.378	-4.308	-3.468	-5.538	-4.434	-5.108	-7.505	-0.696	-4.41	-4.841	-4.454
t7	-3.376	-3.93	-4.214	-3.653	-2.48	-3.379	-3.601	-3.597	-3.133	-4.994	-1.086	-3.704	-3.698	-9.338	-4.001	-4.168	-3.825	-4.005	-3.326	-3.547	-3.919	-3.579	-3.707	-3.819	-4.045	-4.508	-5.272	-5.156	-4.526	-4.399
t33	-3.071	-4.239	-3.674	-2.487	-4.165	-3.997	-3.709	-4.462	-3.624	-5.343	-3.347	-4.038	-4.379	-1.186	-3.504	-4.332	-4.33	-3.876	-3.623	-3.832	-3.922	-2.642	-6.105	-4.001	-5.464	-3.081	-3.731	-4.298	-4.422	-3.824
t24	-4.05	-3.972	-4.473	-4.943	-5.135	-3.497	-3.679	-4.221	-3.445	-5.368	-3.934	-5.031	-4.401	-3.325	-3.487	-3.776	-4.022	-2.589	-3.931	-3.928	-4.152	-3.348	-0.804	-4.877	-5.498	-6.854	-4.82	-4.036	-3.719	-4.49
t19	-4.377	-4.712	-3.441	-3.381	-3.056	-4.443	-3.891	-3.967	-4.417	-4.356	-4.826	-4.928	-3.71	-3.923	-4.07	-4.116	-3.979	-4.14	-3.889	-5.018	-4.106	-2.257	-1.118	-5.506	-5.068	-3.54	-2.151	-4.522	-5.328	-4.18
t15	-3.686	-3.395	-4.79	-4.26	-3.604	-3.497	-3.684	-4.076	-3.975	-3.567	-2.141	-2.505	-3.999	-2.29	-4.735	-3.934	-3.196	-3.877	-4.014	-4.16	-3.929	-3.907	-3.554	-3.393	-4.883	-1.776	-6.418	-5.63	-4.094	-3.535
t34	-4.343	-4.492	-4.436	-2.943	-3.683	-4.139	-3.061	-3.943	-2.772	-4.922	-3.537	-3.753	-4.063	-0.901	-4.238	-4.138	-3.59	-5.416	-4.034	-3.108	-4.214	-4.899	-10.412	-4.373	-4.107	-3.806	-4.848	-4.378	-4.351	-3.628
t37	-3.309	-2.356	-4.149	-3.018	-4.297	-3.847	-3.868	-4.277	-4.321	-3.891	-5.104	-3.53	-3.728	-5.526	-3.357	-3.057	-4.068	-3.49	-4.27	-2.678	-3.805	-3.764	-3.192	-3.565	-5.201	-3.345	-2.221	-4.898	-1.993	-4.064
t42	-4.395	-5.275	-3.378	-3.182	-4.905	-4.606	-5.615	-4.366	-4.959	-5.63	-3.796	-4.894	-4.626	-1.092	-4.435	-5.327	-4.227	-3.804	-5.538	-3.951	-4.718	-5.369	-8.477	-5.307	-4.847	-3.571	-1.128	-5.714	-4.026	-4.513
t29	-4.142	-3.918	-2.287	-2.271	-4.767	-4.549	-3.173	-4.749	-4.373	-6.297	-2.706	-2.948	-4.043	-4.067	-4.192	-3.344	-3.786	-4.108	-4.692	-4.102	-3.889	-5.074	-1.603	-4.028	-3.841	-2.714	-6.261	-3.868	-3.806	-3.594
t36	-3.344	-2.657	-2.941	-2.125	-4.373	-3.2	-5.238	-3.104	-4.067	-5.605	-3.984	-2.568	-3.699	-3.534	-4.207	-3.439	-3.265	-4.235	-3.497	-3.136	-3.593	-4.245	-3.391	-3.56	-4.105	-2.845	-4.051	-3.157	-4.569	-3.635
t21	-3.896	-4.105	-3.994	-4.436	-1.523	-4.044	-3.024	-4.085	-3.939	-5.526	-2.364	-4.907	-2.706	-3.307	-3.581	-3.688	-3.27	-3.3	-3.743	-4.194	-3.781	-3.504	-3.836	-3.88	-3.572	-2.956	-4.028	-4.321	-4.31	-4.058
t12	-3.335	-2.812	-3.318	-3.273	-3.134	-3.615	-3.675	-4.117	-3.936	-4.255	-2.299	-3.951	-4.267	-1.844	-2.869	-3.754	-3.074	-3.919	-3.565	-4.136	-3.627	-2.863	-7.902	-4.072	-4.664	-3.328	-7.262	-4.139	-4.513	-3.578
t2	-3.233	-3.241	-3.126	-3.347	-3.936	-4.558	-4.018	-2.777	-3.602	-2.499	-3.117	-3.974	-3.702	-2.772	-3.364	-3.746	-3.416	-3.555	-4.187	-2.481	-3.623	-3.136	-6.813	-4.251	-3.992	-2.428	-5.922	-4.117	-3.845	-3.845
t25	-3.018	-2.062	-3.679	-2.412	-2.573	-3.737	-4.085	-3.89	-4.444	-4.132	-4.578	-3.113	-3.471	-2.607	-3.099	-3.944	-3.54	-2.879	-4.124	-3.632	-3.516	-3.193	-3.35	-3.862	-4.334	-5.288	-6.427	-3.885	-4.697	-4.161
