feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t14	0.024	0.003	0.037	0.016	0.01	0.006	0.016	0.008	0.043	0.012	0.009	0.012	0.016	0.015	0.016	0.104	0.023	0.008	0.011	0.013	0.013	0.031	0.004	0.012	0.006	0.001	0.498	0.012	0.008	0.012
t7	0.034	0.02	0.015	0.026	0.084	0.034	0.027	0.027	0.044	0.007	0.338	0.025	0.025	0	0.018	0.015	0.022	0.018	0.036	0.029	0.02	0.028	0.025	0.022	0.018	0.011	0.005	0.006	0.011	0.012
t33	0.046	0.014	0.025	0.083	0.016	0.018	0.025	0.012	0.027	0.005	0.035	0.018	0.013	0.305	0.03	0.013	0.013	0.021	0.027	0.022	0.02	0.071	0.002	0.018	0.004	0.046	0.024	0.014	0.012	0.022
t24	0.017	0.019	0.011	0.007	0.006	0.03	0.025	0.015	0.032	0.005	0.02	0.007	0.012	0.036	0.031	0.023	0.018	0.075	0.02	0.02	0.016	0.035	0.447	0.008	0.004	0.001	0.008	0.018	0.024	0.011
t19	0.013	0.009	0.032	0.034	0.047	0.012	0.02	0.019	0.012	0.013	0.008	0.007	0.024	0.02	0.017	0.016	0.019	0.016	0.02	0.007	0.016	0.105	0.327	0.004	0.006	0.029	0.116	0.011	0.005	0.015
t15	0.025	0.034	0.008	0.014	0.027	0.03	0.025	0.017	0.019	0.028	0.117	0.082	0.018	0.101	0.009	0.02	0.041	0.021	0.018	0.016	0.02	0.02	0.029	0.034	0.008	0.169	0.002	0.004	0.017	0.029
t34	0.013	0.011	0.012	0.053	0.025	0.016	0.047	0.019	0.063	0.007	0.029	0.023	0.017	0.406	0.014	0.016	0.028	0.004	0.018	0.045	0.015	0.007	0	0.013	0.016	0.022	0.008	0.013	0.013	0.027
t37	0.037	0.095	0.016	0.049	0.014	0.021	0.021	0.014	0.013	0.02	0.006	0.029	0.024	0.004	0.035	0.047	0.017	0.03	0.014	0.069	0.022	0.023	0.041	0.028	0.006	0.035	0.108	0.007	0.136	0.017
t42	0.012	0.005	0.034	0.042	0.007	0.01	0.004	0.013	0.007	0.004	0.022	0.007	0.01	0.336	0.012	0.005	0.015	0.022	0.004	0.019	0.009	0.005	0	0.005	0.008	0.028	0.324	0.003	0.018	0.011
t29	0.016	0.02	0.102	0.103	0.009	0.011	0.042	0.009	0.013	0.002	0.067	0.052	0.018	0.017	0.015	0.035	0.023	0.016	0.009	0.017	0.02	0.006	0.201	0.018	0.021	0.066	0.002	0.021	0.022	0.027
t36	0.035	0.07	0.053	0.119	0.013	0.041	0.005	0.045	0.017	0.004	0.019	0.077	0.025	0.029	0.015	0.032	0.038	0.014	0.03	0.043	0.028	0.014	0.034	0.028	0.016	0.058	0.017	0.043	0.01	0.026
t21	0.02	0.016	0.018	0.012	0.218	0.018	0.049	0.017	0.019	0.004	0.094	0.007	0.067	0.037	0.028	0.025	0.038	0.037	0.024	0.015	0.023	0.03	0.022	0.021	0.028	0.052	0.018	0.013	0.013	0.017
t12	0.036	0.06	0.036	0.038	0.044	0.027	0.025	0.016	0.02	0.014	0.1	0.019	0.014	0.158	0.057	0.023	0.046	0.02	0.028	0.016	0.027	0.057	0	0.017	0.009	0.036	0.001	0.016	0.011	0.028
t2	0.039	0.039	0.044	0.035	0.02	0.01	0.018	0.062	0.027	0.082	0.044	0.019	0.025	0.063	0.035	0.024	0.033	0.029	0.015	0.084	0.027	0.043	0.001	0.014	0.018	0.088	0.003	0.016	0.021	0.021
t25	0.049	0.127	0.025	0.09	0.076	0.024	0.017	0.02	0.012	0.016	0.01	0.044	0.031	0.074	0.045	0.019	0.029	0.056	0.016	0.026	0.03	0.041	0.035	0.021	0.013	0.005	0.002	0.021	0.009	0.016
t35	0.039	0.014	0.024	0.045	0.015	0.036	0.039	0.018	0.019	0.004	0.007	0.096	0.015	0.001	0.05	0.018	0.03	0.017	0.015	0.065	0.026	0.047	0.028	0.048	0.01	0.006	0.184	0.03	0.032	0.021
t28	0.038	0.017	0.031	0.056	0.013	0.02	0.026	0.016	0.048	0.004	0.045	0.022	0.011	0.012	0.038	0.029	0.007	0.023	0.03	0.071	0.023	0.062	0.223	0.01	0.019	0.003	0.007	0.053	0.029	0.016
t32	0.014	0.028	0.008	0.007	0.012	0.013	0.02	0.15	0.032	0.042	0.033	0.011	0.008	0.004	0.053	0.008	0.007	0.004	0.008	0.049	0.02	0.017	0.042	0.012	0.034	0.002	0.26	0.008	0.078	0.016
t1	0.019	0.031	0.066	0.027	0.009	0.011	0.091	0.053	0.223	0.01	0.033	0.01	0.013	0.003	0.031	0.026	0.024	0.004	0.019	0.056	0.026	0.043	0.003	0.021	0.044	0.008	0.055	0.009	0.015	0.016
