feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
feature_1	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_2	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_3	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_4	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_5	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_6	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_7	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_8	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_9	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_10	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_11	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_12	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_13	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0
feature_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0
feature_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0
feature_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
feature_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0
feature_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189	0	0	0	0	0	0	0
feature_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0
feature_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0
feature_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0
feature_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087	0	0	0
feature_28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0
feature_29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0
feature_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004
