V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t183	0.077	0.003	0.007	0.018	0.007	0.005	0.038	0.013	0.042	0.071	0.019	0.005	0.009	0.07	0.066	0.026	0.012	0.078	0.001	0.044	0.006	0.008	0.001	0.024	0.003	0.152	0.02	0.155	0.015	0.004
t53	0.016	0.034	0.006	0.012	0.009	0.001	0.004	0.018	0.017	0.012	0.012	0.03	0.006	0.018	0.136	0.003	0.09	0.054	0.001	0.029	0.002	0.007	0.117	0.033	0.044	0.006	0.064	0.207	0.008	0.001
t130	0.023	0.043	0.008	0.023	0.009	0.015	0.006	0.017	0.048	0.009	0.013	0.075	0.01	0.033	0.172	0.003	0.038	0.058	0.001	0.033	0.002	0.009	0.025	0.058	0.019	0.018	0.036	0.186	0.011	0.002
t117	0.039	0.022	0.006	0.023	0.008	0.039	0.025	0.008	0.032	0.025	0.01	0.067	0.019	0.056	0.125	0.002	0.008	0.016	0	0.037	0.004	0.012	0.011	0.124	0.044	0.019	0.021	0.185	0.01	0.005
t151	0.009	0.018	0.003	0.011	0.02	0.025	0.011	0.003	0.015	0.003	0.006	0.168	0.022	0.03	0.086	0	0.011	0.014	0	0.045	0.005	0.012	0.126	0.18	0.064	0.002	0.056	0.042	0.008	0.006
t28	0.025	0.06	0.007	0.017	0.003	0.002	0.006	0.02	0.023	0.02	0.013	0.043	0.005	0.013	0.207	0.004	0.024	0.017	0	0.016	0.001	0.006	0.032	0.05	0.044	0.004	0.033	0.297	0.005	0.001
t144	0.024	0.047	0.005	0.025	0.003	0.033	0.008	0.009	0.034	0.005	0.01	0.176	0.009	0.019	0.159	0.002	0.006	0.013	0	0.017	0.001	0.008	0.013	0.112	0.031	0.004	0.021	0.2	0.006	0.002
t111	0.023	0.003	0.004	0.01	0.05	0.008	0.018	0.007	0.013	0.041	0.008	0.016	0.029	0.069	0.052	0.005	0.068	0.042	0.004	0.09	0.019	0.014	0.064	0.158	0.04	0.031	0.046	0.039	0.018	0.012
t161	0.018	0.039	0.006	0.017	0.01	0.007	0.007	0.015	0.021	0.011	0.011	0.08	0.01	0.029	0.16	0.003	0.042	0.046	0.001	0.033	0.003	0.009	0.065	0.058	0.052	0.009	0.047	0.18	0.01	0.002
t73	0.033	0.011	0.006	0.016	0.015	0.035	0.014	0.012	0.034	0.018	0.012	0.015	0.011	0.082	0.071	0.006	0.018	0.119	0.001	0.049	0.007	0.008	0.003	0.015	0.003	0.125	0.028	0.211	0.017	0.004
t26	0.027	0.012	0.006	0.017	0.029	0.022	0.01	0.012	0.02	0.019	0.01	0.054	0.02	0.078	0.089	0.003	0.063	0.082	0.001	0.065	0.011	0.011	0.031	0.072	0.029	0.049	0.038	0.097	0.019	0.006
t77	0.007	0.008	0.002	0.006	0.052	0.033	0.005	0.003	0.005	0.004	0.003	0.061	0.031	0.066	0.035	0	0.04	0.021	0.001	0.07	0.01	0.01	0.2	0.152	0.081	0.009	0.037	0.022	0.012	0.015
t108	0.006	0.009	0.002	0.009	0.022	0.06	0.004	0.003	0.01	0.003	0.003	0.103	0.026	0.035	0.049	0.001	0.032	0.02	0.001	0.044	0.005	0.009	0.136	0.248	0.085	0.006	0.023	0.029	0.009	0.006
