V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t129	0.006	0.053	0.034	0.006	0.004	0.186	0.01	0.009	0.019	0.004	0.007	0.005	0.104	0.017	0.009	0.026	0.015	0.167	0.056	0.016	0.049	0.006	0.017	0.006	0.052	0.012	0.012	0.016	0.021	0.056
t104	0.003	0.015	0.083	0.004	0.002	0.189	0.009	0.018	0.031	0.01	0.006	0.011	0.035	0.033	0.011	0.015	0.015	0.204	0.071	0.015	0.034	0.004	0.012	0.006	0.057	0.007	0.007	0.007	0.07	0.015
t158	0.006	0.337	0.006	0.007	0.007	0.109	0.005	0.001	0.041	0	0.007	0.001	0.133	0.003	0.004	0.032	0.003	0.107	0.024	0.015	0.031	0.007	0.013	0.004	0.035	0.005	0.007	0.008	0.003	0.035
t70	0.005	0.044	0.022	0.021	0.005	0.168	0.013	0.005	0.008	0.01	0.011	0.005	0.015	0.013	0.007	0.01	0.012	0.142	0.047	0.025	0.092	0.006	0.028	0.007	0.092	0.011	0.018	0.018	0.013	0.128
t92	0.007	0.09	0.005	0.008	0.02	0.137	0.008	0.002	0.057	0	0.01	0.001	0.238	0.003	0.006	0.081	0.005	0.125	0.027	0.006	0.053	0.015	0.01	0.004	0.029	0.016	0.016	0.002	0.003	0.015
t79	0.012	0.283	0.001	0.008	0.014	0.08	0.004	0	0.035	0	0.007	0	0.254	0.001	0.003	0.077	0.002	0.07	0.012	0.007	0.037	0.011	0.008	0.003	0.023	0.008	0.012	0.004	0.001	0.023
t121	0.003	0.112	0.017	0.003	0.005	0.133	0.006	0.002	0.125	0.001	0.005	0.005	0.25	0.007	0.006	0.015	0.008	0.153	0.033	0.011	0.017	0.005	0.01	0.004	0.018	0.005	0.005	0.005	0.012	0.02
t154	0.003	0.047	0.004	0.016	0.015	0.115	0.016	0.003	0.022	0.001	0.01	0.002	0.081	0.002	0.005	0.279	0.008	0.095	0.029	0.008	0.092	0.011	0.011	0.004	0.057	0.012	0.018	0.002	0.003	0.031
t163	0	0.004	0.297	0	0	0.029	0.001	0.036	0.009	0.014	0	0.12	0.006	0.018	0.003	0.002	0.013	0.034	0.029	0.009	0.001	0	0.001	0.001	0.004	0	0	0	0.37	0.001
t91	0	0.004	0.188	0.001	0	0.09	0.007	0.037	0.006	0.096	0.002	0.033	0.005	0.051	0.006	0.001	0.019	0.092	0.058	0.019	0.009	0	0.009	0.003	0.023	0.002	0.002	0.007	0.21	0.022
t164	0.003	0.007	0.082	0.003	0.001	0.175	0.008	0.024	0.019	0.019	0.004	0.014	0.028	0.027	0.01	0.026	0.019	0.18	0.075	0.02	0.029	0.003	0.011	0.006	0.062	0.008	0.008	0.009	0.096	0.022
t197	0.005	0.03	0.037	0.004	0.002	0.181	0.009	0.01	0.032	0.004	0.006	0.008	0.095	0.011	0.01	0.072	0.015	0.178	0.064	0.02	0.035	0.005	0.012	0.006	0.054	0.01	0.009	0.007	0.036	0.031
t23	0.008	0.062	0.018	0.008	0.006	0.18	0.008	0.003	0.036	0.002	0.009	0.005	0.109	0.009	0.008	0.036	0.012	0.177	0.043	0.016	0.049	0.007	0.018	0.007	0.051	0.013	0.014	0.012	0.013	0.063
t128	0.023	0.057	0.001	0.036	0.031	0.098	0.004	0	0.027	0	0.016	0	0.173	0.003	0.003	0.007	0.002	0.104	0.011	0.004	0.057	0.012	0.027	0.005	0.025	0.016	0.035	0.088	0.001	0.132
t143	0.004	0.064	0.025	0.005	0.005	0.18	0.007	0.006	0.071	0.001	0.008	0.003	0.135	0.015	0.009	0.013	0.008	0.196	0.054	0.014	0.026	0.007	0.023	0.006	0.038	0.01	0.009	0.009	0.026	0.024
