V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.074	-0.083	0.029	0.054	-0.059	-0.069	0.062	-0.125	0.1	0.008	-0.064	-0.095	-0.044	-0.014	0.069	-0.026	0.065	-0.049	0.095	0.032	-0.093	0.091	-0.048	0.155	0.082	0.05	-0.038	0.004	0.132	-0.044	-0.041
2	-0.083	0.106	-0.037	-0.05	0.079	0.088	-0.092	0.14	-0.12	-0.002	0.09	0.11	0.054	0.014	-0.083	0.032	-0.083	0.039	-0.126	-0.04	0.086	-0.097	0.059	-0.199	-0.101	-0.06	0.047	-0.024	-0.14	0.053	0.063
3	0.029	-0.037	0.015	0.021	-0.028	-0.032	0.036	-0.049	0.048	-0.002	-0.042	-0.055	-0.02	-0.003	0.03	-0.012	0.03	-0.012	0.044	0.014	-0.037	0.031	-0.025	0.07	0.035	0.021	-0.019	0.018	0.057	-0.033	-0.021
4	0.054	-0.05	0.021	0.122	-0.015	-0.026	0.077	-0.112	0.034	0.018	0.023	-0.061	-0.025	-0.031	0.012	-0.012	0.033	-0.042	0.011	0.02	-0.039	0.101	-0.031	0.073	0.018	0.034	-0.021	-0.064	0.12	-0.094	0.008
5	-0.059	0.079	-0.028	-0.015	0.066	0.071	-0.061	0.095	-0.098	0.003	0.088	0.084	0.042	0.004	-0.069	0.025	-0.064	0.024	-0.106	-0.03	0.074	-0.059	0.045	-0.155	-0.083	-0.044	0.036	-0.043	-0.098	0.031	0.056
6	-0.069	0.088	-0.032	-0.026	0.071	0.079	-0.066	0.112	-0.113	0.002	0.097	0.104	0.047	0.005	-0.079	0.029	-0.072	0.034	-0.115	-0.034	0.091	-0.071	0.052	-0.172	-0.093	-0.05	0.042	-0.041	-0.12	0.04	0.058
7	0.062	-0.092	0.036	0.077	-0.061	-0.066	0.13	-0.116	0.083	-0.003	-0.06	-0.099	-0.045	-0.02	0.046	-0.027	0.067	-0.008	0.088	0.034	-0.033	0.088	-0.052	0.163	0.063	0.051	-0.041	0.015	0.117	-0.098	-0.047
8	-0.125	0.14	-0.049	-0.112	0.095	0.112	-0.116	0.22	-0.157	-0.017	0.087	0.149	0.073	0.03	-0.107	0.042	-0.108	0.083	-0.148	-0.054	0.141	-0.165	0.08	-0.257	-0.128	-0.085	0.062	0.013	-0.226	0.087	0.063
9	0.1	-0.12	0.048	0.034	-0.098	-0.113	0.083	-0.157	0.177	-0.007	-0.162	-0.184	-0.068	-0.001	0.118	-0.042	0.101	-0.055	0.162	0.047	-0.156	0.092	-0.082	0.238	0.135	0.069	-0.062	0.077	0.186	-0.069	-0.078
10	0.008	-0.002	-0.002	0.018	0.003	0.002	-0.003	-0.017	-0.007	0.01	0.027	0.019	0	-0.008	-0.002	0.001	0	-0.014	-0.006	0.001	-0.003	0.022	0.004	0	-0.001	0.004	0.002	-0.031	0.01	0.008	0.006
11	-0.064	0.09	-0.042	0.023	0.088	0.097	-0.06	0.087	-0.162	0.027	0.196	0.184	0.054	-0.019	-0.105	0.035	-0.083	0.016	-0.148	-0.035	0.127	-0.022	0.074	-0.192	-0.117	-0.047	0.055	-0.138	-0.126	0.062	0.08
12	-0.095	0.11	-0.055	-0.061	0.084	0.104	-0.099	0.149	-0.184	0.019	0.184	0.253	0.066	-0.003	-0.108	0.041	-0.095	0.047	-0.138	-0.043	0.158	-0.077	0.095	-0.214	-0.12	-0.062	0.067	-0.095	-0.206	0.131	0.06
13	-0.044	0.054	-0.02	-0.025	0.042	0.047	-0.045	0.073	-0.068	0	0.054	0.066	0.029	0.006	-0.046	0.017	-0.044	0.022	-0.067	-0.021	0.055	-0.049	0.033	-0.104	-0.054	-0.031	0.026	-0.019	-0.078	0.031	0.033
14	-0.014	0.014	-0.003	-0.031	0.004	0.005	-0.02	0.03	-0.001	-0.008	-0.019	-0.003	0.006	0.011	0	0.002	-0.008	0.011	-0.003	-0.005	0.002	-0.032	0.003	-0.02	-0.003	-0.009	0.003	0.028	-0.024	0.013	-0.001
15	0.069	-0.083	0.03	0.012	-0.069	-0.079	0.046	-0.107	0.118	-0.002	-0.105	-0.108	-0.046	0	0.085	-0.028	0.07	-0.04	0.117	0.032	-0.102	0.063	-0.052	0.166	0.097	0.047	-0.041	0.047	0.118	-0.025	-0.058
16	-0.026	0.032	-0.012	-0.012	0.025	0.029	-0.027	0.042	-0.042	0.001	0.035	0.041	0.017	0.002	-0.028	0.011	-0.026	0.012	-0.041	-0.012	0.033	-0.027	0.02	-0.063	-0.033	-0.018	0.016	-0.015	-0.046	0.019	0.02
17	0.065	-0.083	0.03	0.033	-0.064	-0.072	0.067	-0.108	0.101	0	-0.083	-0.095	-0.044	-0.008	0.07	-0.026	0.067	-0.031	0.104	0.032	-0.079	0.071	-0.049	0.159	0.083	0.047	-0.039	0.031	0.114	-0.043	-0.052
18	-0.049	0.039	-0.012	-0.042	0.024	0.034	-0.008	0.083	-0.055	-0.014	0.016	0.047	0.022	0.011	-0.04	0.012	-0.031	0.054	-0.04	-0.016	0.082	-0.066	0.023	-0.072	-0.044	-0.027	0.017	0.025	-0.092	0.013	0.008
19	0.095	-0.126	0.044	0.011	-0.106	-0.115	0.088	-0.148	0.162	-0.006	-0.148	-0.138	-0.067	-0.003	0.117	-0.041	0.104	-0.04	0.177	0.048	-0.121	0.09	-0.072	0.25	0.139	0.07	-0.059	0.071	0.152	-0.033	-0.093
20	0.032	-0.04	0.014	0.02	-0.03	-0.034	0.034	-0.054	0.047	0.001	-0.035	-0.043	-0.021	-0.005	0.032	-0.012	0.032	-0.016	0.048	0.015	-0.038	0.038	-0.023	0.076	0.038	0.023	-0.018	0.01	0.056	-0.022	-0.023
21	-0.093	0.086	-0.037	-0.039	0.074	0.091	-0.033	0.141	-0.156	-0.003	0.127	0.158	0.055	0.002	-0.102	0.033	-0.079	0.082	-0.121	-0.038	0.201	-0.09	0.067	-0.18	-0.112	-0.056	0.049	-0.051	-0.189	0.057	0.046
22	0.091	-0.097	0.031	0.101	-0.059	-0.071	0.088	-0.165	0.092	0.022	-0.022	-0.077	-0.049	-0.032	0.063	-0.027	0.071	-0.066	0.09	0.038	-0.09	0.138	-0.048	0.172	0.08	0.061	-0.039	-0.048	0.161	-0.058	-0.034
23	-0.048	0.059	-0.025	-0.031	0.045	0.052	-0.052	0.08	-0.082	0.004	0.074	0.095	0.033	0.003	-0.052	0.02	-0.049	0.023	-0.072	-0.023	0.067	-0.048	0.042	-0.113	-0.06	-0.034	0.031	-0.033	-0.095	0.051	0.034
24	0.155	-0.199	0.07	0.073	-0.155	-0.172	0.163	-0.257	0.238	0	-0.192	-0.214	-0.104	-0.02	0.166	-0.063	0.159	-0.072	0.25	0.076	-0.18	0.172	-0.113	0.384	0.2	0.113	-0.091	0.069	0.264	-0.092	-0.127
25	0.082	-0.101	0.035	0.018	-0.083	-0.093	0.063	-0.128	0.135	-0.001	-0.117	-0.12	-0.054	-0.003	0.097	-0.033	0.083	-0.044	0.139	0.038	-0.112	0.08	-0.06	0.2	0.113	0.057	-0.048	0.049	0.136	-0.029	-0.07
26	0.05	-0.06	0.021	0.034	-0.044	-0.05	0.051	-0.085	0.069	0.004	-0.047	-0.062	-0.031	-0.009	0.047	-0.018	0.047	-0.027	0.07	0.023	-0.056	0.061	-0.034	0.113	0.057	0.035	-0.027	0.008	0.086	-0.032	-0.033
