V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t21	0	0	0.008	0.004	0.027	0.007	0.005	0.037	0.006	0.027	0.063	0.01	0.032	0.015	0.045	0.007	0.007	0.004	0.003	0.076	0.014	0.024	0.058	0.003	0.022	0.018	0.003	0.003	0.457	0.016
t4	0.002	0.003	0.024	0.005	0.026	0.013	0.012	0.096	0.008	0.049	0.067	0.03	0.055	0.021	0.026	0.015	0.015	0.008	0.013	0.04	0.042	0.019	0.146	0.006	0.059	0.037	0.007	0.006	0.114	0.035
t53	0	0.001	0.052	0.005	0.02	0.006	0.007	0.082	0.01	0.045	0.118	0.02	0.021	0.017	0.056	0.012	0.008	0.009	0.005	0.09	0.019	0.034	0.163	0.005	0.035	0.047	0.003	0.01	0.083	0.017
t130	0.002	0.003	0.019	0.005	0.027	0.013	0.015	0.092	0.009	0.05	0.072	0.031	0.059	0.021	0.024	0.015	0.016	0.009	0.014	0.032	0.044	0.021	0.15	0.006	0.061	0.04	0.007	0.005	0.103	0.038
t65	0.003	0.004	0.039	0.005	0.02	0.016	0.011	0.117	0.007	0.05	0.05	0.036	0.055	0.02	0.019	0.018	0.015	0.008	0.019	0.034	0.052	0.014	0.156	0.007	0.069	0.035	0.008	0.005	0.072	0.038
t72	0	0	0.003	0.003	0.019	0.002	0.001	0.012	0.004	0.013	0.06	0.002	0.01	0.007	0.068	0.002	0.002	0.002	0	0.111	0.003	0.028	0.025	0.001	0.006	0.009	0.001	0.002	0.598	0.005
t44	0.021	0.023	0.135	0.002	0.004	0.014	0.009	0.166	0.003	0.034	0.013	0.056	0.029	0.01	0.003	0.022	0.01	0.006	0.047	0.007	0.075	0.002	0.156	0.006	0.079	0.025	0.008	0.003	0.004	0.031
t101	0	0	0.048	0.006	0.018	0.007	0.005	0.073	0.007	0.036	0.071	0.015	0.023	0.018	0.053	0.011	0.006	0.005	0.004	0.13	0.019	0.022	0.095	0.005	0.027	0.026	0.003	0.006	0.246	0.015
t74	0.005	0.008	0.021	0.003	0.02	0.012	0.019	0.105	0.008	0.05	0.059	0.041	0.056	0.017	0.013	0.016	0.019	0.011	0.024	0.014	0.054	0.015	0.195	0.006	0.078	0.049	0.008	0.006	0.025	0.042
t83	0	0	0.005	0.003	0.019	0.006	0.003	0.026	0.004	0.018	0.031	0.006	0.029	0.011	0.029	0.005	0.004	0.002	0.002	0.063	0.011	0.012	0.031	0.002	0.015	0.009	0.002	0.002	0.637	0.012
t198	0.011	0.011	0.014	0.003	0.023	0.018	0.017	0.099	0.007	0.047	0.041	0.041	0.083	0.018	0.011	0.016	0.022	0.009	0.029	0.013	0.065	0.011	0.152	0.006	0.085	0.036	0.011	0.004	0.044	0.052
t167	0	0	0.011	0.004	0.024	0.007	0.005	0.043	0.006	0.028	0.057	0.011	0.032	0.016	0.042	0.008	0.006	0.004	0.003	0.082	0.016	0.021	0.061	0.003	0.023	0.018	0.003	0.003	0.444	0.017
t165	0	0	0.02	0.004	0.021	0.003	0.005	0.037	0.008	0.028	0.133	0.008	0.012	0.014	0.087	0.006	0.004	0.005	0.001	0.142	0.008	0.044	0.078	0.003	0.014	0.028	0.001	0.007	0.273	0.008
t78	0.013	0.013	0.062	0.003	0.01	0.019	0.011	0.147	0.005	0.043	0.023	0.049	0.054	0.015	0.007	0.022	0.014	0.007	0.037	0.015	0.075	0.005	0.153	0.007	0.085	0.028	0.01	0.004	0.021	0.042
t82	0.004	0.005	0.058	0.004	0.015	0.016	0.01	0.133	0.007	0.049	0.041	0.04	0.049	0.018	0.016	0.02	0.014	0.008	0.022	0.032	0.054	0.011	0.164	0.007	0.072	0.035	0.008	0.005	0.049	0.036
t161	0.002	0.003	0.038	0.005	0.02	0.011	0.015	0.113	0.008	0.05	0.068	0.035	0.045	0.02	0.022	0.017	0.013	0.009	0.015	0.034	0.046	0.017	0.17	0.006	0.061	0.043	0.007	0.006	0.067	0.034
