V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t151	0.033	0.114	0.005	0.013	0.034	0.023	0.03	0.014	0.007	0.055	0.024	0.039	0.068	0.018	0.031	0.009	0.129	0.006	0.059	0.039	0.036	0.011	0.034	0.011	0.003	0.002	0.076	0.017	0.038	0.021
t114	0.012	0.013	0.002	0.002	0.007	0.023	0.009	0.051	0.005	0.014	0.001	0.017	0.008	0.019	0.042	0.013	0.005	0	0.005	0.012	0.601	0.014	0.009	0.063	0.001	0.002	0.007	0.012	0.01	0.02
t116	0.017	0.005	0.022	0.002	0.024	0.015	0.01	0.04	0.016	0.23	0.003	0.031	0.044	0.004	0.005	0.001	0.082	0.038	0.021	0.004	0.001	0.006	0.047	0.146	0.002	0.001	0.126	0.005	0.023	0.027
t160	0.047	0.096	0.011	0.004	0.014	0.147	0.022	0.036	0.006	0.096	0.003	0.047	0.027	0.015	0.005	0.002	0.061	0.006	0.017	0.041	0.003	0.008	0.046	0.042	0.003	0.001	0.099	0.023	0.054	0.021
t55	0	0	0	0	0.001	0	0.002	0.003	0.001	0.001	0.001	0.007	0.001	0.005	0.027	0.009	0.002	0	0.001	0	0.911	0.004	0.001	0.01	0	0.001	0.001	0.002	0.003	0.003
t23	0.008	0.049	0.002	0.046	0.022	0.008	0.014	0.011	0.003	0.018	0.132	0.101	0.013	0.027	0.09	0.042	0.036	0.001	0.037	0.002	0.214	0.015	0.021	0.007	0.002	0.003	0.039	0.012	0.009	0.013
t66	0	0	0	0	0	0	0.001	0.009	0	0.001	0	0.003	0	0.001	0.022	0.009	0.001	0	0	0	0.893	0.003	0	0.049	0	0	0	0.001	0.002	0.002
t92	0.026	0.054	0.01	0.031	0.049	0.195	0.01	0.067	0.023	0.089	0.004	0.034	0.029	0.007	0.014	0.004	0.049	0.005	0.02	0.007	0.008	0.007	0.05	0.083	0.002	0.001	0.085	0.008	0.013	0.018
t70	0.015	0.016	0.015	0.065	0.024	0.045	0.018	0.044	0.013	0.027	0.005	0.044	0.014	0.02	0.061	0.033	0.037	0.002	0.01	0.016	0.22	0.017	0.023	0.133	0.001	0.002	0.014	0.007	0.039	0.02
t138	0.034	0.067	0.006	0.024	0.018	0.026	0.031	0.015	0.007	0.018	0.012	0.03	0.024	0.033	0.044	0.023	0.046	0.002	0.018	0.049	0.304	0.016	0.024	0.026	0.002	0.002	0.019	0.017	0.041	0.023
t103	0.004	0.011	0.001	0	0.001	0	0.004	0.013	0.001	0.003	0.003	0.002	0.002	0.002	0.023	0.007	0.001	0	0.002	0.001	0.886	0.004	0.003	0.011	0.001	0.001	0.003	0.003	0.003	0.003
t106	0.004	0.004	0.002	0.001	0.005	0.001	0.004	0.071	0.003	0.025	0.002	0.021	0.005	0.006	0.082	0.01	0.003	0	0.008	0.001	0.623	0.013	0.005	0.06	0.001	0.002	0.014	0.006	0.004	0.013
t13	0.012	0.1	0.006	0.037	0.026	0.142	0.005	0.094	0.071	0.054	0.004	0.048	0.029	0.006	0.056	0.016	0.008	0.001	0.03	0.003	0.116	0.011	0.017	0.045	0.002	0.003	0.038	0.008	0.002	0.012
t98	0.022	0.012	0.005	0	0.003	0	0.029	0.026	0.012	0.013	0.004	0.01	0.008	0.01	0.019	0.016	0.02	0	0.006	0.014	0.555	0.015	0.009	0.093	0.001	0.003	0.008	0.026	0.042	0.016
t87	0.016	0.05	0.009	0.019	0.06	0.086	0.009	0.132	0.012	0.092	0.001	0.053	0.03	0.014	0.084	0.01	0.024	0.003	0.024	0.007	0.063	0.015	0.029	0.058	0.002	0.002	0.048	0.007	0.016	0.027
t19	0.035	0.071	0.006	0.008	0.044	0.044	0.018	0.054	0.025	0.105	0.004	0.033	0.06	0.014	0.031	0.004	0.058	0.006	0.036	0.022	0.048	0.014	0.041	0.048	0.003	0.003	0.087	0.022	0.022	0.034
t141	0.018	0.045	0.007	0.006	0.029	0.04	0.012	0.131	0.026	0.093	0.003	0.047	0.036	0.012	0.051	0.01	0.036	0.003	0.03	0.005	0.084	0.017	0.025	0.101	0.003	0.003	0.062	0.02	0.01	0.034
t149	0.067	0.147	0.021	0.005	0.014	0.21	0.019	0.009	0.101	0.04	0.018	0.015	0.037	0.006	0.002	0.003	0.034	0.005	0.015	0.042	0.003	0.004	0.063	0.029	0.003	0.001	0.058	0.008	0.011	0.011
t91	0.023	0.029	0.005	0.021	0.059	0.097	0.016	0.047	0.048	0.067	0.005	0.062	0.042	0.026	0.029	0.008	0.08	0.003	0.028	0.017	0.037	0.014	0.044	0.068	0.003	0.003	0.045	0.015	0.02	0.039
t31	0.004	0.006	0.003	0.021	0.031	0.018	0.005	0.079	0.009	0.038	0.004	0.098	0.011	0.025	0.128	0.018	0.012	0.001	0.015	0.001	0.316	0.016	0.015	0.064	0.001	0.003	0.019	0.008	0.005	0.027
t179	0.032	0.131	0.004	0.034	0.042	0.066	0.009	0.074	0.01	0.102	0.003	0.032	0.039	0.007	0.037	0.003	0.022	0.005	0.032	0.009	0.033	0.01	0.042	0.04	0.003	0.002	0.127	0.012	0.017	0.019
