V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t151	-3.408	-2.168	-5.382	-4.345	-3.368	-3.757	-3.508	-4.263	-4.931	-2.905	-3.716	-3.252	-2.681	-4.025	-3.474	-4.675	-2.048	-5.107	-2.835	-3.25	-3.336	-4.469	-3.368	-4.547	-5.834	-6.122	-2.573	-4.055	-3.282	-3.887
t114	-4.441	-4.337	-6.386	-6.02	-4.984	-3.757	-4.676	-2.969	-5.23	-4.296	-7.221	-4.084	-4.833	-3.945	-3.17	-4.338	-5.373	-8.477	-5.203	-4.417	-0.51	-4.258	-4.74	-2.767	-6.614	-6.242	-4.959	-4.396	-4.568	-3.933
t116	-4.067	-5.378	-3.819	-6.364	-3.728	-4.168	-4.601	-3.213	-4.165	-1.468	-5.752	-3.467	-3.123	-5.407	-5.289	-6.909	-2.496	-3.277	-3.863	-5.479	-6.782	-5.126	-3.062	-1.923	-6.194	-6.792	-2.071	-5.207	-3.772	-3.614
t160	-3.06	-2.345	-4.541	-5.511	-4.287	-1.916	-3.795	-3.328	-5.186	-2.344	-5.89	-3.066	-3.615	-4.231	-5.233	-6.205	-2.789	-5.149	-4.05	-3.191	-5.778	-4.889	-3.089	-3.182	-5.983	-6.907	-2.316	-3.772	-2.924	-3.854
t55	-7.661	-8.597	-8.231	-8.209	-6.556	-9.98	-6.258	-5.706	-7.009	-6.585	-6.537	-4.961	-7.407	-5.393	-3.594	-4.692	-6.099	-10.147	-6.868	-8.333	-0.093	-5.406	-6.817	-4.601	-8.837	-7.183	-7.175	-6.471	-5.98	-5.752
t23	-4.84	-3.007	-6.021	-3.089	-3.806	-4.837	-4.238	-4.524	-5.768	-4.002	-2.027	-2.291	-4.331	-3.607	-2.404	-3.17	-3.321	-6.897	-3.295	-6.018	-1.54	-4.206	-3.86	-4.906	-6.231	-5.762	-3.241	-4.435	-4.674	-4.377
t66	-8.513	-10.207	-8.04	-8.951	-7.996	-10.825	-6.933	-4.715	-7.809	-7.08	-8.818	-5.877	-8.399	-6.511	-3.832	-4.727	-6.939	-10.955	-8.19	-9.004	-0.114	-5.678	-8.341	-3.006	-9.779	-7.858	-8.496	-7.19	-6.225	-6.129
t92	-3.633	-2.911	-4.647	-3.464	-3.02	-1.635	-4.645	-2.705	-3.78	-2.424	-5.63	-3.395	-3.53	-5.031	-4.295	-5.639	-3.011	-5.241	-3.928	-5.033	-4.775	-4.913	-3.004	-2.493	-6.122	-6.691	-2.47	-4.775	-4.32	-4.027
t70	-4.176	-4.156	-4.208	-2.726	-3.738	-3.1	-4.034	-3.122	-4.326	-3.625	-5.231	-3.118	-4.245	-3.928	-2.796	-3.426	-3.304	-6.372	-4.626	-4.132	-1.515	-4.053	-3.782	-2.014	-6.571	-6.383	-4.265	-5.031	-3.237	-3.89
t138	-3.393	-2.702	-5.157	-3.734	-3.995	-3.646	-3.473	-4.222	-4.913	-3.99	-4.415	-3.509	-3.713	-3.425	-3.124	-3.769	-3.089	-6.393	-4.037	-3.021	-1.192	-4.126	-3.712	-3.659	-6.12	-6.116	-3.989	-4.07	-3.203	-3.759
