V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.101	-0.17	0.028	-0.054	-0.015	0.103	-0.059	0.042	-0.08	-0.064	-0.101	0.044	0.05	-0.075	-0.149	-0.065	0.011	0.103	0.055	0.1	0.085	0.095	0.099	0.05	-0.011	-0.028	0.074	-0.025	0.053	-0.091	-0.116
2	-0.17	0.413	-0.068	0.123	-0.035	-0.207	0.108	0.003	0.119	0.086	0.193	-0.082	-0.091	0.123	0.191	0.098	-0.013	-0.218	-0.093	-0.187	-0.14	-0.155	-0.199	-0.105	0.02	0.052	-0.131	0.045	-0.06	0.161	0.208
3	0.028	-0.068	0.019	-0.054	0.006	0.012	0.009	0.012	-0.038	-0.032	-0.007	0.015	0.021	-0.027	-0.019	-0.015	0.004	0.023	0.019	0.042	0.039	0.007	0.029	0.015	-0.013	-0.008	0.032	-0.009	0.016	-0.005	-0.035
4	-0.054	0.123	-0.054	0.233	-0.019	0.073	-0.122	-0.078	0.146	0.128	-0.084	-0.036	-0.067	0.077	-0.017	0.021	-0.016	0.008	-0.051	-0.128	-0.138	0.049	-0.038	-0.022	0.062	0.013	-0.101	0.024	-0.055	-0.073	0.075
5	-0.015	-0.035	0.006	-0.019	0.035	-0.008	0.014	-0.036	0.013	0.013	0.012	-0.002	-0.002	0.01	0.057	0.016	-0.003	0.001	-0.007	0	-0.008	-0.02	-0.001	0.002	-0.003	0.002	-0.005	0.001	-0.019	0.019	0.011
6	0.103	-0.207	0.012	0.073	-0.008	0.212	-0.172	-0.028	-0.003	0.01	-0.21	0.04	0.026	-0.05	-0.195	-0.071	0.002	0.168	0.041	0.057	0.021	0.163	0.126	0.063	0.028	-0.032	0.035	-0.02	0.023	-0.182	-0.114
7	-0.059	0.108	0.009	-0.122	0.014	-0.172	0.16	0.039	-0.04	-0.043	0.175	-0.018	0.001	0.014	0.149	0.046	0.003	-0.122	-0.015	-0.004	0.025	-0.133	-0.078	-0.039	-0.038	0.019	0.004	0.007	-0.002	0.153	0.061
8	0.042	0.003	0.012	-0.078	-0.036	-0.028	0.039	0.092	-0.082	-0.077	0.025	0.017	0.031	-0.048	-0.069	-0.03	0.012	-0.013	0.03	0.056	0.074	0.003	0.014	0.004	-0.024	-0.007	0.05	-0.012	0.051	0.014	-0.043
9	-0.08	0.119	-0.038	0.146	0.013	-0.003	-0.04	-0.082	0.123	0.107	-0.001	-0.039	-0.06	0.08	0.08	0.047	-0.015	-0.035	-0.055	-0.114	-0.119	-0.02	-0.062	-0.031	0.039	0.019	-0.09	0.024	-0.063	0.004	0.095
10	-0.064	0.086	-0.032	0.128	0.013	0.01	-0.043	-0.077	0.107	0.094	-0.013	-0.031	-0.05	0.067	0.063	0.037	-0.013	-0.019	-0.045	-0.095	-0.102	-0.01	-0.045	-0.023	0.035	0.015	-0.076	0.02	-0.055	-0.007	0.075
