V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t39	0.013	0.049	0.005	0.089	0.003	0.025	0.008	0.003	0.076	0.027	0.024	0.008	0.008	0.271	0.037	0.003	0.033	0.013	0.014	0.007	0.011	0.004	0.017	0.02	0.023	0.015	0.014	0.137	0.024	0.018
t185	0.002	0.013	0.003	0.001	0.006	0.001	0.066	0.002	0.01	0.003	0.174	0.003	0.005	0.089	0.33	0.003	0.013	0.001	0.005	0.006	0.013	0	0.003	0.005	0.003	0.007	0.01	0.052	0.008	0.16
t193	0.027	0.005	0.01	0.003	0.01	0.009	0.046	0.011	0.013	0.005	0.076	0.014	0.023	0.098	0.062	0.003	0.04	0.011	0.027	0.048	0.082	0.003	0.036	0.027	0.009	0.013	0.055	0.105	0.044	0.083
t73	0.001	0.01	0.001	0	0.002	0	0.109	0.001	0.002	0.001	0.293	0.001	0.002	0.03	0.331	0.001	0.005	0	0.002	0.003	0.007	0	0.001	0.001	0.001	0.003	0.004	0.018	0.003	0.169
t124	0.02	0.003	0.011	0.005	0.012	0.014	0.033	0.003	0.027	0.011	0.052	0.013	0.019	0.15	0.145	0.003	0.036	0.019	0.022	0.031	0.04	0.003	0.035	0.031	0.012	0.013	0.041	0.114	0.027	0.054
t121	0.045	0.002	0.011	0.016	0.012	0.069	0.009	0.005	0.035	0.012	0.013	0.017	0.025	0.117	0.021	0.002	0.04	0.047	0.032	0.04	0.046	0.012	0.072	0.043	0.018	0.012	0.049	0.119	0.042	0.018
t135	0.026	0.003	0.013	0.005	0.011	0.018	0.031	0.005	0.021	0.009	0.048	0.015	0.022	0.132	0.092	0.003	0.041	0.021	0.027	0.039	0.056	0.003	0.045	0.035	0.013	0.014	0.05	0.116	0.036	0.047
t142	0.005	0.137	0.002	0.15	0.002	0.013	0.005	0.002	0.093	0.027	0.02	0.004	0.004	0.273	0.029	0.002	0.021	0.005	0.007	0.002	0.004	0.003	0.006	0.01	0.019	0.011	0.006	0.11	0.013	0.015
t169	0.032	0.01	0.011	0.004	0.006	0.011	0.041	0.017	0.012	0.005	0.071	0.015	0.025	0.094	0.035	0.002	0.044	0.011	0.031	0.048	0.088	0.003	0.033	0.028	0.011	0.013	0.061	0.111	0.059	0.066
t153	0.053	0.006	0.007	0.012	0.007	0.026	0.017	0.012	0.019	0.008	0.022	0.017	0.027	0.099	0.021	0.002	0.046	0.03	0.034	0.058	0.077	0.011	0.059	0.041	0.014	0.014	0.064	0.116	0.058	0.024
