V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t84	-4.555	-2.694	-3.679	-3.074	-2.545	-3.695	-5.968	-5.354	-4.935	-4.77	-3.222	-5.236	-3.553	-4.38	-3.355	-4.132	-6.488	-3.379	-5.056	-4.454	-1.997	-3.72	-2.214	-5.904	-2.379	-2.676	-3.329	-3.766	-5.151	-3.351
t163	-5.701	-2.256	-2.888	-2.65	-4.546	-4.375	-3.6	-3.64	-3.611	-6.679	-3.279	-5.743	-3.806	-5.166	-3.412	-4.764	-4.138	-3.797	-5.641	-3.318	-3.118	-4.6	-3.214	-1.789	-3.821	-2.33	-3.633	-4.335	-4.867	-3.124
t125	-4.06	-2.125	-2.323	-3.003	-3.563	-4.194	-5.303	-8.663	-3.077	-5.999	-3.392	-7.717	-4.099	-5.893	-3.089	-5.386	-4.569	-2.97	-4.371	-3.777	-1.801	-4.205	-3.485	-6.051	-3.354	-2.564	-3.435	-4.325	-5.529	-3.136
t134	-3.745	-3.005	-3.438	-2.475	-3.15	-3.902	-4.98	-7.219	-4.177	-6.718	-3.248	-5.416	-3.919	-4.812	-3.162	-5.07	-5.172	-2.68	-5.278	-3.668	-2.356	-4.336	-2.677	-3.31	-3.082	-2.207	-2.958	-4.172	-4.412	-2.996
t97	-3.736	-2.872	-3.724	-3.032	-3.586	-4.283	-4.873	-7.904	-4.129	-7.334	-3.314	-5.891	-6.174	-4.596	-3.392	-3.73	-6.27	-2.525	-7.064	-3.783	-2.695	-5.087	-1.856	-2.424	-4.459	-2.42	-2.395	-4.583	-5.852	-3.142
t118	-4.14	-3.476	-4.825	-3.011	-2.753	-4.732	-4.985	-5.474	-5.45	-6.611	-3.665	-5.003	-5.19	-2.872	-3.878	-5.018	-6.251	-3.225	-6.329	-3.379	-3.541	-4.849	-2.51	-1.178	-2.797	-2.886	-3.576	-4.538	-6.066	-3.748
t178	-3.461	-2.331	-4.001	-3.263	-3.206	-4.532	-5.731	-4.316	-4.168	-6.778	-3.34	-4.753	-3.026	-3.34	-3.607	-4.722	-3.936	-2.666	-4.755	-2.786	-2.55	-4.244	-3.558	-3.705	-2.282	-2.557	-3.787	-4.069	-5.401	-3.279
t13	-3.378	-3.264	-3.272	-3.161	-1.696	-3.694	-6.621	-4.086	-5.039	-5.308	-3.143	-4.353	-5.814	-5.438	-2.582	-4.982	-5.882	-3.525	-5.234	-3.354	-3.966	-4.136	-2.2	-4.848	-3.724	-2.267	-3.408	-4.208	-4.469	-2.986
t176	-3.548	-2.938	-3.032	-3.175	-2.495	-4.466	-6.452	-4.02	-4.734	-5.967	-3.328	-4.688	-3.686	-4.019	-3.061	-5.104	-3.785	-3.858	-4.051	-2.137	-4.116	-4.072	-3.881	-4.922	-1.929	-2.373	-4.58	-4.114	-4.608	-3.061
t133	-1.648	-3.773	-4.182	-3.541	-1.33	-4.365	-7.481	-7.381	-5.302	-5.985	-3.525	-4.809	-6.857	-4.639	-2.834	-6.524	-5.598	-3.099	-4.961	-3.062	-4.34	-4.559	-2.998	-5.414	-4.038	-2.619	-3.676	-4.758	-5.41	-3.308
t75	-4.328	-2.354	-4.076	-3.257	-3.649	-4.633	-5.343	-3.314	-4.315	-6.421	-3.322	-4.463	-2.616	-2.811	-3.67	-4.638	-3.556	-3.211	-4.634	-2.448	-3.091	-4.183	-3.819	-3.392	-2.366	-2.52	-4.336	-4.053	-5.143	-3.309
t185	-6.4	-2.682	-3.7	-3.036	-3.389	-4.402	-5.45	-2.101	-5.11	-6.098	-3.754	-5.673	-1.812	-4.113	-4.025	-4.619	-5.235	-4.481	-4.925	-3.874	-3.265	-4.197	-3.519	-4.041	-1.682	-2.989	-4.39	-4.127	-4.74	-3.76
t87	-6.181	-3.706	-1.992	-2.32	-3.049	-3.566	-4.868	-4.537	-5.085	-6.07	-3.517	-6.404	-5.543	-7.637	-2.956	-4.691	-6.792	-4.485	-6.25	-3.975	-3.686	-4.61	-1.844	-3.002	-3.45	-2.399	-2.788	-4.431	-3.747	-3.131
t74	-4.08	-3.295	-3.394	-2.672	-1.715	-3.898	-6.551	-5.024	-5.495	-5.568	-3.421	-5.951	-4.858	-4.452	-3.242	-4.377	-6.768	-3.608	-5.951	-3.476	-3.463	-4.29	-1.946	-4.437	-2.619	-2.616	-2.882	-4.132	-5.126	-3.344
t96	-2.298	-3.052	-3.008	-3.655	-1.822	-3.794	-7.943	-6.793	-4.46	-5.82	-3.241	-4.657	-6.098	-7.375	-2.391	-5.138	-5.752	-3.021	-5.087	-3.996	-3.335	-4.21	-2.575	-6.1	-3.933	-2.3	-3.507	-4.456	-4.808	-2.94
t131	-3.634	-3.713	-3.717	-3.711	-1.905	-4.361	-7.269	-1.135	-6.008	-5.873	-3.642	-4.2	-5.053	-4.469	-3.382	-4.932	-5.453	-4.47	-5.109	-2.981	-4.705	-4.448	-3.488	-6.668	-2.807	-2.827	-4.507	-4.2	-4.627	-3.483
t169	-4.315	-3.142	-2.65	-2.536	-3.243	-3.64	-6.286	-8.114	-4.254	-6.852	-3.325	-6.207	-4.858	-7.319	-2.976	-5.169	-6.129	-2.967	-5.873	-4.725	-2.053	-4.487	-2.36	-5.695	-4.139	-2.228	-2.291	-4.407	-4.221	-2.931
t186	-3.877	-2.57	-3.115	-2.897	-3.565	-3.897	-6.391	-7.712	-3.832	-6.785	-3.28	-5.772	-4.001	-6.551	-3.071	-4.825	-5.087	-2.588	-5.359	-3.785	-1.786	-4.308	-2.821	-4.921	-3.822	-2.223	-2.944	-4.308	-4.513	-2.977
