feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t32	0.01	0.007	0.022	0.246	0.004	0.028	0.021	0.012	0.009	0.01	0.043	0.016	0.036	0.024	0.064	0.024	0.033	0.088	0.039	0.01	0.05	0.012	0.014	0.018	0.021	0.023	0.008	0.039	0.035	0.032
t19	0.1	0.008	0.014	0.006	0.002	0.017	0.012	0.06	0.034	0.008	0.013	0.03	0.026	0.012	0.391	0.011	0.017	0.009	0.002	0.012	0.008	0.08	0.029	0.003	0.008	0.018	0.009	0.014	0.031	0.017
t43	0.002	0.034	0.016	0.033	0.027	0.037	0.051	0.028	0.013	0.084	0.017	0.024	0.029	0.027	0.176	0.021	0.046	0.023	0.008	0.044	0.036	0.004	0.031	0.055	0.012	0.018	0.037	0.024	0.007	0.036
t28	0.005	0.022	0.062	0.087	0.001	0.025	0.023	0.02	0.031	0.012	0.021	0.021	0.025	0.042	0.083	0.015	0.021	0.033	0.117	0.009	0.011	0.029	0.018	0.09	0.065	0.015	0.015	0.049	0.012	0.024
t49	0.059	0.045	0.013	0.01	0.004	0.019	0.071	0.064	0.008	0.098	0.022	0.034	0.013	0.046	0.008	0.09	0.047	0.052	0.009	0.031	0.006	0.016	0.061	0.007	0.013	0.02	0.045	0.008	0.064	0.02
t33	0.013	0.021	0.019	0.001	0.022	0.014	0.068	0.043	0.011	0.045	0.048	0.017	0.021	0.01	0.055	0.053	0.058	0.012	0.023	0.008	0.065	0.154	0.059	0.011	0.011	0.02	0.066	0.015	0.017	0.021
t15	0.028	0.01	0.012	0.138	0.004	0.017	0.036	0.018	0.009	0.075	0.003	0.01	0.045	0.012	0.305	0.012	0.039	0.016	0.024	0.004	0.023	0.019	0.028	0.009	0.015	0.015	0.017	0.008	0.032	0.019
t14	0.069	0.035	0.008	0.003	0.027	0.012	0.051	0.01	0.009	0.138	0.01	0.022	0.047	0.029	0.035	0.024	0.041	0.005	0.012	0.004	0.075	0.019	0.037	0.093	0.029	0.016	0.012	0.006	0.112	0.01
t36	0.054	0.011	0.006	0.126	0.021	0.013	0.015	0.008	0.006	0.067	0.005	0.008	0.021	0.005	0.353	0.026	0.022	0.017	0.004	0.007	0.008	0.061	0.021	0.012	0.017	0.011	0.012	0.005	0.052	0.007
t30	0.02	0.027	0.013	0.027	0.004	0.02	0.007	0.025	0.01	0.413	0.007	0.015	0.021	0.022	0.006	0.014	0.016	0.004	0.102	0.007	0.025	0.055	0.016	0.017	0.008	0.016	0.015	0.012	0.045	0.01
t8	0.035	0.021	0.005	0.002	0.012	0.008	0.03	0.008	0.009	0.148	0.015	0.018	0.008	0.025	0.412	0.023	0.022	0.031	0.001	0.021	0.006	0.037	0.028	0.003	0.017	0.012	0.02	0.008	0.005	0.007
t39	0.026	0.027	0.01	0.001	0.016	0.024	0.032	0.084	0.034	0.003	0.028	0.018	0.066	0.078	0.011	0.05	0.021	0.102	0.117	0.039	0.043	0.01	0.033	0.008	0.004	0.019	0.014	0.047	0.014	0.021
t13	0.011	0.016	0.007	0.098	0.008	0.012	0.029	0.006	0.008	0.198	0.01	0.011	0.028	0.006	0.147	0.017	0.068	0.022	0.01	0.032	0.026	0.035	0.032	0.022	0.032	0.016	0.009	0.024	0.006	0.054
t4	0.021	0.019	0.004	0.001	0.003	0.013	0.042	0.009	0.006	0.193	0.013	0.011	0.074	0.026	0.25	0.019	0.023	0.019	0.011	0.028	0.025	0.026	0.031	0.006	0.029	0.024	0.019	0.019	0.025	0.01
t23	0.05	0.003	0.007	0	0.001	0.008	0.008	0.008	0.001	0.516	0.004	0.005	0.017	0.01	0.191	0.014	0.018	0.028	0.003	0.001	0.007	0.007	0.015	0.017	0.023	0.008	0.004	0.009	0.011	0.007
t2	0.032	0.003	0.003	0.004	0.001	0.008	0.013	0.008	0.013	0.728	0.002	0.004	0.009	0.009	0.011	0.005	0.014	0.003	0.003	0.001	0.021	0.009	0.015	0.002	0.001	0.005	0.003	0.005	0.058	0.006
t24	0.004	0.012	0.069	0.009	0.009	0.012	0.018	0.007	0.072	0.028	0.02	0.01	0.01	0.021	0.358	0.02	0.005	0.019	0.029	0.009	0.017	0.027	0.021	0.057	0.01	0.01	0.099	0.01	0.002	0.004
t9	0.005	0.015	0.026	0.004	0.004	0.021	0.053	0.014	0.011	0.043	0.014	0.012	0.007	0.024	0.464	0.01	0.023	0.019	0.022	0.008	0.014	0.016	0.021	0.046	0.03	0.008	0.022	0.015	0.004	0.025
t48	0.001	0.008	0.009	0.028	0.008	0.007	0.04	0.002	0.032	0.005	0.009	0.008	0.01	0.006	0.646	0.005	0.003	0.004	0.02	0.002	0.011	0.001	0.007	0.05	0.03	0.003	0.036	0.003	0.002	0.004
t37	0.039	0.013	0.006	0.012	0.018	0.023	0.029	0.046	0.046	0.006	0.023	0.022	0.064	0.125	0.016	0.047	0.041	0.021	0.084	0.034	0.11	0.007	0.029	0.037	0.027	0.014	0.003	0.024	0.003	0.032
t29	0.288	0.01	0.015	0.029	0.006	0.024	0.021	0.027	0.016	0.007	0.006	0.02	0.035	0.036	0.005	0.092	0.027	0.02	0.005	0.011	0.026	0.022	0.035	0.03	0.039	0.022	0.058	0.023	0.011	0.032
t7	0.067	0.016	0.009	0.005	0.035	0.018	0.034	0.027	0.041	0.267	0.038	0.014	0.023	0.016	0.046	0.026	0.021	0.032	0.006	0.001	0.026	0.011	0.019	0.003	0.018	0.015	0.053	0.019	0.071	0.023
t12	0.141	0.021	0.013	0.002	0	0.023	0.017	0.014	0.01	0.051	0.005	0.02	0.042	0.012	0.105	0.031	0.015	0.075	0.011	0.005	0.034	0.091	0.051	0.01	0.024	0.02	0.109	0.005	0.038	0.007
t18	0.108	0.024	0.016	0.124	0.02	0.017	0.026	0.035	0.01	0.149	0.011	0.018	0.02	0.01	0.08	0.023	0.016	0.049	0.005	0.011	0.042	0.011	0.029	0.011	0.021	0.015	0.035	0.012	0.02	0.032
t20	0.06	0.013	0.015	0.011	0.007	0.02	0.014	0.06	0.023	0.004	0.038	0.022	0.035	0.054	0.003	0.15	0.021	0.044	0.111	0.013	0.117	0.015	0.024	0.017	0.013	0.016	0.015	0.028	0.007	0.029
t41	0.027	0.022	0.003	0.49	0.001	0.012	0.016	0.007	0.003	0.048	0.006	0.013	0.006	0.026	0.057	0.018	0.017	0.027	0.012	0.015	0.027	0.02	0.017	0.007	0.026	0.007	0.021	0.005	0.04	0.004
