feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t32	-4.595	-4.942	-3.836	-1.403	-5.583	-3.579	-3.848	-4.401	-4.702	-4.622	-3.145	-4.126	-3.326	-3.732	-2.747	-3.709	-3.401	-2.427	-3.233	-4.616	-2.993	-4.412	-4.241	-4.034	-3.844	-3.777	-4.86	-3.232	-3.36	-3.449
t19	-2.301	-4.768	-4.279	-5.083	-6.311	-4.082	-4.459	-2.817	-3.393	-4.846	-4.332	-3.522	-3.641	-4.41	-0.94	-4.489	-4.089	-4.734	-6.011	-4.447	-4.862	-2.531	-3.541	-5.677	-4.774	-4.017	-4.677	-4.292	-3.46	-4.104
t43	-6.311	-3.37	-4.161	-3.4	-3.625	-3.309	-2.974	-3.591	-4.366	-2.482	-4.056	-3.723	-3.525	-3.619	-1.735	-3.856	-3.083	-3.779	-4.778	-3.133	-3.337	-5.442	-3.458	-2.896	-4.44	-4.015	-3.286	-3.736	-4.904	-3.336
t28	-5.319	-3.829	-2.781	-2.444	-6.582	-3.68	-3.769	-3.934	-3.481	-4.421	-3.886	-3.882	-3.698	-3.171	-2.484	-4.217	-3.861	-3.419	-2.146	-4.697	-4.54	-3.551	-3.998	-2.411	-2.731	-4.211	-4.186	-3.025	-4.449	-3.741
t49	-2.831	-3.093	-4.381	-4.645	-5.635	-3.971	-2.649	-2.754	-4.888	-2.324	-3.82	-3.374	-4.326	-3.081	-4.866	-2.403	-3.065	-2.958	-4.706	-3.478	-5.128	-4.142	-2.803	-4.898	-4.354	-3.914	-3.105	-4.861	-2.745	-3.912
t33	-4.366	-3.857	-3.955	-7.164	-3.822	-4.281	-2.683	-3.154	-4.549	-3.098	-3.031	-4.084	-3.856	-4.6	-2.904	-2.933	-2.852	-4.464	-3.772	-4.865	-2.731	-1.87	-2.832	-4.496	-4.466	-3.93	-2.716	-4.196	-4.091	-3.858
t15	-3.578	-4.615	-4.408	-1.98	-5.594	-4.059	-3.324	-4.02	-4.7	-2.589	-5.839	-4.627	-3.095	-4.399	-1.189	-4.413	-3.246	-4.162	-3.734	-5.62	-3.794	-3.989	-3.589	-4.689	-4.225	-4.218	-4.065	-4.778	-3.436	-3.976
t14	-2.67	-3.353	-4.889	-5.922	-3.594	-4.391	-2.975	-4.599	-4.747	-1.978	-4.581	-3.824	-3.053	-3.542	-3.339	-3.748	-3.205	-5.34	-4.412	-5.519	-2.595	-3.939	-3.308	-2.371	-3.551	-4.132	-4.415	-5.178	-2.187	-4.605
t36	-2.912	-4.479	-5.047	-2.073	-3.876	-4.37	-4.19	-4.785	-5.186	-2.709	-5.272	-4.8	-3.887	-5.245	-1.04	-3.661	-3.825	-4.092	-5.506	-5.01	-4.799	-2.794	-3.872	-4.45	-4.1	-4.507	-4.459	-5.227	-2.949	-5.005
t30	-3.898	-3.622	-4.344	-3.614	-5.442	-3.936	-4.969	-3.689	-4.617	-0.884	-4.957	-4.215	-3.857	-3.831	-5.056	-4.265	-4.11	-5.537	-2.28	-4.932	-3.678	-2.904	-4.116	-4.103	-4.768	-4.14	-4.2	-4.396	-3.105	-4.612
t8	-3.362	-3.88	-5.387	-6.438	-4.392	-4.83	-3.492	-4.803	-4.669	-1.908	-4.197	-4.01	-4.798	-3.692	-0.887	-3.758	-3.808	-3.465	-6.685	-3.841	-5.199	-3.288	-3.571	-5.655	-4.061	-4.397	-3.91	-4.803	-5.268	-4.997
t39	-3.661	-3.611	-4.633	-7.223	-4.139	-3.713	-3.439	-2.478	-3.388	-5.659	-3.58	-4.006	-2.722	-2.549	-4.476	-3.005	-3.859	-2.284	-2.142	-3.243	-3.151	-4.588	-3.4	-4.863	-5.596	-3.942	-4.291	-3.062	-4.252	-3.862
t13	-4.488	-4.148	-4.949	-2.323	-4.771	-4.423	-3.53	-5.06	-4.818	-1.62	-4.583	-4.556	-3.572	-5.108	-1.92	-4.096	-2.682	-3.823	-4.585	-3.449	-3.668	-3.356	-3.432	-3.803	-3.45	-4.145	-4.736	-3.725	-5.148	-2.917
