feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t32	-0.263	-0.324	-0.113	0.294	-1.15	0.004	0.351	-0.134	-0.267	0.021	0.016	-0.203	0.325	0.206	0.95	0.202	0.34	0.478	0.022	-0.586	0.484	-0.193	0.146	-0.008	-0.074	-0.151	-0.361	0.129	-0.094	-0.049
t19	0.102	-0.279	-0.079	-0.309	-1.212	0.008	0.301	0.22	0.119	-0.153	-0.084	-0.029	0.37	0.188	1.26	0.123	0.26	0.154	-0.314	-0.448	0.27	0.145	0.291	-0.15	-0.184	-0.127	-0.348	0.086	-0.12	-0.061
t43	-0.498	-0.069	-0.283	-0.052	-0.79	0.03	0.461	0.034	-0.292	0.429	-0.152	-0.146	0.326	0.209	1.033	0.211	0.411	0.232	-0.273	-0.313	0.439	-0.409	0.273	0.089	-0.22	-0.183	-0.123	0.006	-0.357	-0.025
t28	-0.296	-0.155	-0.003	0.144	-1.373	-0.038	0.308	-0.029	-0.111	0.049	-0.113	-0.173	0.297	0.304	0.89	0.145	0.262	0.309	0.256	-0.619	0.206	-0.027	0.171	0.191	0.125	-0.217	-0.296	0.153	-0.261	-0.1
t49	-0.079	-0.033	-0.177	-0.308	-1.18	-0.036	0.578	0.163	-0.253	0.262	-0.067	-0.075	0.172	0.383	0.37	0.462	0.378	0.423	-0.118	-0.327	0.147	-0.263	0.355	-0.053	-0.176	-0.184	-0.13	-0.097	-0.05	-0.088
t33	-0.386	-0.188	-0.09	-0.821	-0.808	-0.097	0.576	0.088	-0.177	0.113	0.093	-0.221	0.269	0.075	0.771	0.355	0.423	0.123	0.068	-0.604	0.635	0.204	0.352	0.031	-0.195	-0.183	-0.052	0.042	-0.319	-0.076
t15	-0.213	-0.273	-0.124	0.306	-1.084	-0.028	0.489	-0.035	-0.136	0.175	-0.384	-0.263	0.414	0.142	1.213	0.107	0.391	0.253	0.082	-0.681	0.427	-0.159	0.248	-0.035	-0.127	-0.192	-0.223	-0.033	-0.184	-0.072
t14	-0.052	-0.039	-0.251	-0.539	-0.697	-0.125	0.534	-0.183	-0.173	0.274	-0.15	-0.124	0.395	0.292	0.739	0.217	0.372	-0.019	-0.086	-0.687	0.648	-0.176	0.278	0.418	-0.015	-0.202	-0.324	-0.143	0.048	-0.23
t36	-0.022	-0.242	-0.236	0.297	-0.746	-0.039	0.336	-0.179	-0.245	0.251	-0.289	-0.29	0.342	0.016	1.221	0.284	0.297	0.261	-0.196	-0.567	0.292	0.086	0.209	0.121	-0.049	-0.233	-0.333	-0.098	-0.015	-0.233
t30	-0.273	-0.074	-0.097	-0.085	-1.025	0.001	0.191	0.015	-0.126	0.603	-0.194	-0.18	0.312	0.275	0.508	0.131	0.265	-0.035	0.426	-0.546	0.46	0.07	0.166	0.118	-0.229	-0.165	-0.294	0.053	-0.095	-0.177
t8	-0.094	-0.094	-0.284	-0.589	-0.829	-0.111	0.503	-0.162	-0.116	0.44	-0.042	-0.101	0.176	0.363	1.275	0.289	0.323	0.413	-0.417	-0.3	0.231	0.006	0.294	-0.104	-0.018	-0.188	-0.196	0.013	-0.476	-0.207
t39	-0.129	-0.062	-0.231	-0.743	-0.953	-0.009	0.443	0.177	-0.072	-0.064	-0.088	-0.183	0.4	0.385	0.858	0.259	0.251	0.537	0.167	-0.34	0.389	-0.184	0.318	-0.179	-0.404	-0.188	-0.195	0.153	-0.188	-0.125
t13	-0.31	-0.195	-0.238	0.224	-0.953	-0.113	0.415	-0.229	-0.208	0.417	-0.187	-0.261	0.282	-0.01	1.015	0.158	0.485	0.276	-0.13	-0.361	0.417	-0.044	0.275	0.128	-0.004	-0.213	-0.372	0.101	-0.462	0.099
t4	-0.155	-0.128	-0.334	-0.645	-1.122	-0.072	0.513	-0.122	-0.262	0.435	-0.114	-0.221	0.509	0.324	1.151	0.215	0.28	0.266	-0.095	-0.366	0.441	-0.078	0.289	-0.128	-0.002	-0.098	-0.189	0.078	-0.133	-0.236
t23	0.062	-0.334	-0.091	-0.762	-1.161	-0.033	0.345	-0.052	-0.496	0.72	-0.163	-0.258	0.371	0.251	1.278	0.298	0.393	0.533	-0.161	-0.792	0.33	-0.188	0.283	0.255	0.131	-0.154	-0.369	0.133	-0.247	-0.121
t2	0.016	-0.299	-0.193	-0.227	-1.108	0.005	0.484	0.005	0.151	0.835	-0.244	-0.229	0.275	0.271	0.726	0.126	0.374	0.133	-0.123	-0.69	0.617	-0.11	0.324	-0.137	-0.45	-0.219	-0.404	0.058	0.142	-0.109
t24	-0.224	-0.209	0.074	-0.206	-0.983	-0.117	0.292	-0.126	0.105	0.312	-0.046	-0.24	0.202	0.238	1.2	0.287	0.065	0.269	0.085	-0.547	0.371	0.027	0.268	0.145	-0.187	-0.211	0.169	-0.103	-0.537	-0.369
t9	-0.206	-0.161	-0.138	-0.368	-1.151	-0.008	0.512	0.006	-0.286	0.398	-0.125	-0.214	0.147	0.258	1.253	0.143	0.375	0.266	0.023	-0.555	0.336	-0.081	0.266	0.101	0.036	-0.273	-0.151	-0.011	-0.392	0
t48	-0.367	-0.148	-0.22	0.182	-0.864	-0.099	0.596	-0.249	0.079	0.099	-0.064	-0.168	0.362	0.109	1.458	0.158	0.089	0.069	0.151	-0.691	0.413	-0.435	0.168	0.266	0.18	-0.296	0.096	-0.209	-0.395	-0.269
t37	-0.056	-0.232	-0.33	-0.173	-0.942	-0.037	0.411	0.04	-0.017	0.037	-0.145	-0.158	0.382	0.472	0.918	0.239	0.38	0.195	0.084	-0.38	0.577	-0.284	0.274	0.133	-0.001	-0.277	-0.521	0.002	-0.544	-0.046
t29	0.23	-0.327	-0.108	-0.097	-0.999	-0.003	0.372	-0.013	-0.08	-0.284	-0.271	-0.165	0.371	0.34	0.416	0.476	0.324	0.253	-0.254	-0.492	0.422	-0.16	0.282	0.204	0.045	-0.139	-0.061	0.134	-0.429	0.014
t7	-0.068	-0.205	-0.203	-0.456	-0.634	-0.05	0.485	-0.006	0.128	0.484	0.119	-0.232	0.286	0.178	0.89	0.219	0.282	0.366	-0.204	-0.998	0.427	-0.294	0.162	-0.302	-0.108	-0.221	-0.07	0.1	-0.029	-0.045
t12	0.109	-0.136	-0.116	-0.683	-1.51	0.021	0.356	-0.12	-0.137	0.151	-0.263	-0.136	0.434	0.141	1.058	0.286	0.238	0.551	-0.047	-0.655	0.502	0.166	0.385	0.01	-0.025	-0.126	0.1	-0.134	-0.135	-0.284
t18	0.004	-0.158	-0.122	0.196	-0.759	-0.085	0.4	0.032	-0.187	0.327	-0.164	-0.198	0.228	0.051	0.953	0.175	0.197	0.415	-0.265	-0.524	0.499	-0.333	0.217	-0.027	-0.104	-0.247	-0.191	-0.013	-0.324	0.005
t20	0.05	-0.209	-0.144	-0.171	-1.128	-0.057	0.274	0.105	-0.159	-0.037	-0.024	-0.14	0.269	0.309	0.554	0.488	0.247	0.365	0.158	-0.578	0.596	-0.103	0.247	-0.014	-0.143	-0.225	-0.181	0.046	-0.336	-0.059
t41	-0.169	-0.082	-0.354	0.553	-1.297	-0.069	0.406	-0.209	-0.35	0.198	-0.176	-0.165	0.079	0.353	1.019	0.226	0.317	0.412	0.034	-0.362	0.515	-0.104	0.212	-0.037	0.041	-0.307	-0.184	-0.086	-0.081	-0.331
t27	-0.329	-0.177	-0.207	-0.237	-0.852	-0.139	0.369	0.106	0.019	0.063	0.032	-0.198	0.352	0.113	0.717	0.329	0.421	0.215	-0.353	-0.558	0.304	-0.114	0.274	-0.043	0.189	-0.164	-0.067	0.072	0.008	-0.145
t42	-0.176	-0.126	-0.04	-0.532	-0.735	-0.016	0.598	-0.095	-0.24	-0.216	0.004	-0.088	0.246	0.127	0.354	0.241	0.313	0.467	-0.23	-0.519	0.726	-0.042	0.259	0.206	-0.127	-0.148	-0.087	0.12	-0.169	-0.075
t3	-0.23	-0.054	-0.089	-0.435	-0.805	-0.026	0.662	-0.057	0.125	-0.208	-0.084	-0.138	0.269	0.298	1.003	0.197	0.34	0.453	-0.219	-0.353	0.338	-0.157	0.293	0.138	-0.114	-0.211	-0.743	0.03	-0.215	-0.009
t50	-0.401	-0.073	-0.038	0.308	-0.883	0.046	0.501	-0.069	-0.011	-0.031	-0.032	-0.253	0.303	0.402	0.495	0.1	0.444	0.129	-0.254	-0.605	0.336	-0.042	0.336	0.247	0.045	-0.202	-0.289	0.15	-0.383	-0.274
t21	-0.082	-0.137	-0.134	0.657	-0.987	-0.02	0.22	-0.076	-0.082	-0.033	0	0.028	0.198	0.4	1.289	0.133	0.437	0.093	-0.258	-0.782	0.307	-0.08	0.264	-0.048	-0.166	-0.193	-0.298	-0.023	-0.261	-0.366
t5	0.044	-0.21	-0.102	-0.138	-0.748	-0.088	0.428	-0.143	0.053	-0.124	-0.189	-0.16	0.431	0.127	0.486	0.217	0.209	0.427	0.219	-0.58	0.528	-0.157	0.291	0.237	-0.134	-0.14	-0.332	0.055	-0.288	-0.218
t46	-0.222	-0.179	-0.198	-0.111	-1.016	-0.057	0.405	-0.017	-0.261	-0.057	0.117	-0.298	0.326	0.359	0.678	0.313	0.415	0.422	-0.12	-0.49	0.261	-0.274	0.16	0.218	-0.001	-0.098	-0.382	0.2	-0.097	0.005
t40	-0.463	-0.136	0.038	-0.108	-1.102	-0.092	0.534	-0.074	-0.103	0.225	0.07	-0.086	0.457	0.264	0.594	0.335	0.353	0.04	-0.181	-0.499	0.785	-0.13	0.187	-0.139	-0.096	-0.094	-0.378	0.165	-0.182	-0.184
t34	-0.048	-0.171	-0.209	-0.206	-0.595	0.048	0.404	0.217	0.092	0.031	-0.197	-0.189	0.26	0.254	0.391	0.395	0.426	0.182	-0.077	-0.632	0.412	-0.104	0.247	0.016	-0.029	-0.185	-0.11	-0.068	-0.345	-0.207
t17	-0.268	-0.01	-0.103	0.38	-0.946	0.001	0.33	0.392	-0.177	0.168	-0.041	-0.154	0.198	0.274	0.235	0.348	0.388	0.189	-0.418	-0.564	0.296	-0.022	0.238	0.251	-0.153	-0.16	-0.23	-0.162	-0.106	-0.175
t44	-0.04	-0.03	-0.108	-0.286	-1.326	0.037	0.52	0.053	-0.202	-0.034	-0.293	-0.087	0.195	0.284	1.014	0.228	0.119	0.227	-0.275	-0.351	0.437	-0.087	0.373	0.006	0.017	-0.137	-0.193	0.231	-0.058	-0.23
t47	-0.142	-0.135	0.264	-0.34	-1.387	-0.042	0.371	0.069	0.06	0.087	-0.001	-0.157	0.274	0.147	0.711	0.198	0.392	0.143	-0.116	-0.598	0.585	-0.118	0.174	0.238	-0.206	-0.159	-0.289	0.216	-0.17	-0.071
t16	-0.142	-0.182	0.081	-0.163	-1.26	-0.029	0.438	0.018	0.051	-0.241	-0.07	-0.219	0.258	0.355	0.508	0.084	0.385	0.378	0.201	-0.516	0.562	-0.122	0.376	0.126	-0.275	-0.194	0.07	-0.037	-0.165	-0.275
t11	-0.291	-0.021	0	-0.642	-1.103	-0.095	0.55	-0.045	-0.513	0.004	0.063	-0.071	0.445	0.191	0.917	0.312	0.358	0.537	0.098	-0.541	0.52	-0.216	0.352	-0.179	-0.008	-0.244	-0.078	-0.071	-0.18	-0.051
t6	-0.112	0.046	-0.093	0.232	-0.757	-0.123	0.297	-0.364	-0.098	0.216	-0.166	-0.178	0.103	0.188	1.199	0.234	0.305	0.129	0.012	-0.573	0.283	-0.198	0.186	0	-0.183	-0.239	0.121	0.022	-0.403	-0.087
t22	-0.332	-0.237	-0.045	-0.369	-1.14	-0.081	0.55	0.177	-0.165	0.007	-0.111	-0.224	0.169	0.224	0.992	0.391	0.239	0.361	-0.242	-0.391	0.48	-0.015	0.203	0.198	0.01	-0.147	-0.335	-0.033	0.122	-0.255
t25	0.154	-0.152	-0.126	-0.198	-1.234	-0.096	0.531	-0.067	0.088	0.252	-0.243	-0.222	0.159	0.27	1.141	0.209	0.382	0.386	-0.269	-0.346	0.476	-0.072	0.291	-0.133	-0.202	-0.114	-0.398	0.139	-0.248	-0.357
t10	-0.065	-0.128	-0.184	-0.283	-0.858	-0.07	0.412	0.187	-0.189	0.55	-0.143	-0.071	0.11	0.106	0.751	-0.012	0.35	-0.005	0.004	-0.586	0.543	0.072	0.249	-0.073	-0.242	-0.112	0.132	-0.087	-0.319	-0.039
t35	-0.272	-0.125	-0.147	0.261	-0.938	-0.029	0.337	-0.071	0.009	0.214	-0.04	-0.213	0.452	0.213	0.979	0.121	0.275	0.877	-0.076	-0.768	0.268	-0.139	0.41	-0.27	-0.261	-0.227	-0.207	0.033	-0.54	-0.127
t1	0.164	-0.096	-0.057	0.114	-1.127	-0.034	0.523	-0.177	-0.203	0.276	-0.243	-0.327	0.254	0.306	1.055	0.002	0.369	0.152	-0.028	-0.734	0.392	-0.322	0.325	-0.005	-0.076	-0.181	-0.302	0.114	-0.036	-0.098
t26	-0.141	-0.071	-0.17	-0.301	-1.13	0.015	0.509	-0.112	-0.308	0.445	-0.119	-0.225	0.442	0.424	1.355	0.2	0.399	0.044	-0.156	-0.533	0.104	0.001	0.227	0.255	-0.011	-0.214	-0.409	-0.077	-0.207	-0.234
t31	-0.081	-0.091	-0.15	0.177	-1.113	-0.081	0.397	-0.015	-0.391	-0.05	-0.099	-0.204	0.37	0.133	0.507	0.292	0.306	0.476	0.139	-0.385	0.406	-0.108	0.388	-0.272	0.071	-0.222	-0.147	0.002	-0.268	0.014
t45	-0.298	-0.259	0.048	-0.563	-0.867	-0.013	0.487	-0.119	-0.083	0.252	-0.326	-0.096	0.29	0.207	1.29	0.163	0.3	0.448	-0.297	-0.637	0.346	-0.208	0.266	-0.007	0.044	-0.196	-0.52	0.233	0.107	0.007
t38	-0.388	-0.21	-0.162	-0.016	-0.888	0.016	0.417	-0.189	-0.122	0.522	-0.358	-0.208	0.043	0.312	1.573	0.316	0.246	0.318	-0.312	-0.512	0.268	-0.003	0.231	-0.05	-0.226	-0.235	-0.256	0.239	-0.168	-0.199
