feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t177	-0.862	1.042	-0.306	-1.127	0.899	0.741	-0.293	0.451	0.652	-1.009	0.737	0.603	0.287	0.326	-0.704	-0.087	0.062	-1.365	-1.053	0.633	-0.17	0.187	-0.226	-0.453	-1.015	0.495	-0.015	-0.191	1.397	0.354
t131	-0.866	1.076	-0.372	-1.059	0.89	0.722	-0.279	0.474	0.669	-1.035	0.742	0.61	0.297	0.348	-0.716	-0.11	0.004	-1.432	-1.057	0.64	-0.148	0.118	-0.219	-0.44	-0.964	0.497	-0.054	-0.175	1.415	0.415
t33	-0.851	1.543	-1.234	-0.033	0.712	0.483	-0.172	0.698	0.833	-1.352	0.949	0.604	0.418	0.649	-0.872	-0.396	-0.764	-2.381	-1.218	0.728	0.1	-0.971	-0.116	-0.172	-0.248	0.578	-0.55	0.128	1.576	1.325
t110	-1.169	1.496	-1.363	-0.578	0.935	0.405	0.225	1.046	1.113	-1.563	0.283	1.029	0.457	0.838	-0.941	-0.516	-0.616	-2.147	-0.73	0.747	0.266	-0.223	-0.159	-0.654	-0.373	0.294	-0.658	-0.264	1.953	0.858
t65	-1.455	1.907	-2.324	-0.093	0.982	0.101	0.707	1.592	1.54	-2.073	-0.148	1.426	0.613	1.295	-1.16	-0.909	-1.242	-2.851	-0.429	0.852	0.666	-0.575	-0.098	-0.849	0.2	0.104	-1.245	-0.339	2.466	1.306
t121	-1.087	1.41	-1.147	-0.647	0.912	0.476	0.095	0.905	1.003	-1.441	0.42	0.915	0.421	0.726	-0.889	-0.424	-0.492	-2.01	-0.827	0.723	0.169	-0.197	-0.169	-0.58	-0.489	0.353	-0.524	-0.222	1.818	0.793
t116	-1.382	1.592	-1.685	-0.668	1.047	0.289	0.527	1.344	1.351	-1.794	-0.118	1.319	0.518	1.04	-1.032	-0.676	-0.736	-2.246	-0.442	0.786	0.449	-0.007	-0.159	-0.91	-0.267	0.122	-0.867	-0.448	2.255	0.789
t27	-0.526	1.148	-0.274	-0.435	0.643	0.792	-0.697	0.114	0.378	-0.824	1.464	0.156	0.261	0.163	-0.65	0.005	-0.186	-1.726	-1.585	0.623	-0.314	-0.731	-0.169	0.085	-0.798	0.804	0.037	0.257	1.02	0.954
t102	-0.473	1.052	-0.058	-0.563	0.636	0.858	-0.795	0.001	0.288	-0.718	1.537	0.08	0.225	0.071	-0.602	0.09	-0.031	-1.556	-1.636	0.599	-0.401	-0.626	-0.185	0.113	-0.931	0.836	0.168	0.259	0.916	0.834
t29	-0.809	1.397	-0.934	-0.292	0.737	0.572	-0.264	0.574	0.74	-1.215	0.981	0.544	0.373	0.522	-0.811	-0.285	-0.536	-2.105	-1.237	0.696	-0.005	-0.724	-0.143	-0.189	-0.465	0.593	-0.373	0.086	1.468	1.096
t4	-0.972	1.165	-0.611	-1.013	0.927	0.642	-0.119	0.643	0.801	-1.179	0.56	0.754	0.338	0.481	-0.775	-0.216	-0.119	-1.566	-0.927	0.667	-0.035	0.129	-0.21	-0.545	-0.846	0.418	-0.203	-0.241	1.58	0.461
t135	-1.112	1.538	-1.403	-0.41	0.889	0.403	0.166	1.001	1.079	-1.547	0.413	0.956	0.46	0.818	-0.941	-0.516	-0.707	-2.256	-0.828	0.751	0.256	-0.429	-0.143	-0.551	-0.303	0.349	-0.676	-0.173	1.899	1.006
t184	-1.196	1.45	-1.293	-0.708	0.966	0.421	0.245	1.052	1.117	-1.558	0.21	1.062	0.448	0.832	-0.932	-0.5	-0.526	-2.042	-0.675	0.74	0.256	-0.068	-0.172	-0.716	-0.445	0.263	-0.62	-0.323	1.968	0.738
t8	-1.336	1.691	-1.841	-0.39	0.976	0.251	0.494	1.342	1.345	-1.831	0.014	1.26	0.536	1.08	-1.053	-0.718	-0.902	-2.467	-0.539	0.8	0.475	-0.327	-0.133	-0.792	-0.104	0.176	-0.951	-0.336	2.236	1.033
t188	-1.005	1.479	-1.221	-0.386	0.834	0.467	0.009	0.845	0.953	-1.425	0.61	0.809	0.426	0.713	-0.891	-0.429	-0.625	-2.184	-0.969	0.729	0.158	-0.514	-0.146	-0.428	-0.372	0.434	-0.557	-0.088	1.743	1.02
t181	-1.417	1.738	-1.982	-0.407	1.019	0.202	0.613	1.461	1.441	-1.923	-0.135	1.372	0.563	1.158	-1.091	-0.784	-0.969	-2.524	-0.432	0.817	0.551	-0.263	-0.131	-0.885	-0.052	0.112	-1.042	-0.4	2.356	1.025
t5	-1.302	1.414	-1.301	-0.939	1.06	0.409	0.375	1.158	1.208	-1.605	-0.023	1.206	0.458	0.865	-0.949	-0.527	-0.463	-1.921	-0.509	0.745	0.302	0.239	-0.189	-0.889	-0.526	0.165	-0.635	-0.466	2.087	0.544
t94	-0.838	1.343	-0.852	-0.447	0.772	0.59	-0.243	0.58	0.744	-1.203	0.901	0.58	0.362	0.512	-0.8	-0.265	-0.433	-1.983	-1.177	0.688	-0.018	-0.546	-0.159	-0.259	-0.55	0.56	-0.328	0.02	1.483	0.958
t86	-0.875	1.224	-0.654	-0.756	0.842	0.641	-0.227	0.561	0.734	-1.145	0.78	0.626	0.337	0.454	-0.769	-0.207	-0.234	-1.726	-1.087	0.669	-0.061	-0.198	-0.188	-0.376	-0.74	0.51	-0.218	-0.095	1.484	0.686
t34	-1.11	1.225	-0.815	-1.076	0.994	0.566	0.074	0.835	0.952	-1.33	0.3	0.94	0.375	0.619	-0.832	-0.318	-0.181	-1.625	-0.738	0.69	0.08	0.271	-0.212	-0.712	-0.776	0.306	-0.335	-0.362	1.775	0.41
t35	-0.942	1.37	-0.974	-0.531	0.833	0.544	-0.103	0.714	0.851	-1.301	0.698	0.721	0.386	0.598	-0.837	-0.33	-0.458	-1.991	-1.031	0.703	0.059	-0.394	-0.163	-0.394	-0.527	0.473	-0.408	-0.082	1.622	0.886
