V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t84	-3.231	-4.272	-5.541	-4.314	-5.655	-6.139	-4.056	-4.8	-1.075	-6.743	-4.891	-6.483	-3.494	-5.892	-2.664	-5.98	-2.658	-3.168	-3.217	-5.263	-5.898	-3.273	-5.477	-5.434	-3.714	-4.233	-2.016	-3.323	-4.946	-3.935
t162	-2.956	-1.928	-5.516	-3.594	-5.364	-4.965	-3.482	-3.705	-1.896	-6.131	-4.742	-6.798	-3.049	-5.082	-3.039	-5.32	-2.73	-2.997	-2.519	-6.183	-2.893	-3.202	-5.445	-4.723	-3.268	-4.198	-3.231	-3.997	-5.201	-4.434
t98	-4.362	-1.133	-6.296	-4.934	-4.665	-5.114	-4.658	-4.741	-5.74	-6.554	-5.705	-6.664	-5.177	-5.338	-4.053	-5.474	-5.575	-3.959	-4.108	-9.024	-2.648	-3.903	-4.327	-5.873	-2.973	-5.426	-5.237	-4.172	-1.835	-1.616
t62	-2.804	-6.365	-5.411	-2.355	-5.002	-6.727	-3.635	-3.414	-1.701	-6.717	-4.806	-5.111	-3.213	-6.111	-3.382	-5.067	-2.091	-2.522	-3.325	-4.667	-5.19	-3.212	-6.789	-5.492	-3.594	-4.299	-2.136	-3.681	-6.2	-5.591
t19	-3.676	-1.626	-5.98	-4.614	-5.827	-4.885	-4.063	-4.661	-2.53	-7.475	-5.203	-7.079	-4.126	-6.007	-3.104	-6.034	-4.207	-3.472	-3.335	-6.234	-5.641	-3.739	-5.025	-5.749	-3.96	-4.9	-0.982	-4.641	-4.242	-3.494
t21	-2.757	-4.629	-5.279	-5.073	-4.712	-6.279	-4.175	-5.372	-2.101	-5.839	-4.724	-5.013	-4.252	-3.993	-2.169	-5.685	-2.044	-3.245	-3.385	-4.88	-4.633	-2.815	-5.006	-4.199	-3.232	-3.68	-4.224	-2.465	-4.014	-2.209
t148	-4.749	-7.373	-7.593	-6.578	-7.329	-9.734	-5.46	-7.389	-5.233	-10.331	-6.711	-6.599	-7.715	-9.634	-4.289	-7.913	-4.294	-4.624	-4.953	-4.713	-8.854	-5.055	-6.792	-6.594	-5.799	-7.25	-0.104	-7.38	-10.143	-5.021
t157	-3.035	-1.416	-5.581	-5.417	-4.683	-5.302	-4.282	-5.823	-4.626	-5.525	-4.944	-5.204	-5.067	-4.741	-2.273	-5.688	-3.217	-3.649	-3.143	-6.018	-3.44	-2.928	-3.877	-3.679	-3.007	-3.823	-4.413	-4.152	-3.641	-1.874
t141	-2.767	-4.767	-5.58	-4.968	-5.591	-5.941	-4.716	-6.775	-3.946	-5.765	-4.951	-5.426	-5.067	-5.736	-1.842	-6.283	-1.316	-3.701	-3.133	-2.661	-5.517	-2.965	-5.813	-2.44	-4.316	-3.261	-2.63	-4.136	-7.902	-5.213
t130	-4.581	-4.21	-5.88	-6.935	-4.769	-5.578	-4.837	-6.024	-5.462	-6.737	-5.426	-5.949	-5.759	-7.092	-3.282	-5.986	-3.461	-3.877	-4.599	-5.861	-5.959	-3.683	-3.757	-5.192	-3.549	-4.386	-1.931	-2.22	-3.32	-0.822
t176	-3.205	-5.122	-5.016	-3.341	-4.579	-4.986	-4.31	-4.828	-3.182	-4.643	-4.675	-5.099	-3.366	-5.21	-2.558	-5.259	-1.694	-3.107	-3.535	-4.074	-4.927	-2.847	-5.601	-3.908	-3.477	-2.348	-3.256	-1.963	-4.423	-5.985
t101	-3.148	-0.703	-5.897	-4.838	-5.634	-5.204	-4.11	-4.239	-2.945	-6.57	-5.102	-6.592	-4.021	-5.022	-2.787	-6.038	-3.836	-3.71	-2.988	-6.202	-4.291	-3.499	-5.009	-4.724	-3.745	-4.571	-4.253	-4.997	-4.066	-3.457
t50	-2.745	-2.404	-5.342	-5.157	-5.002	-5.184	-3.984	-5.569	-3.233	-5.851	-4.669	-5.365	-4.486	-5.314	-1.987	-5.683	-2.136	-3.293	-2.948	-4.116	-4.955	-2.815	-4.456	-3.328	-3.512	-3.46	-2.179	-3.862	-5.32	-3.033
t23	-2.878	-4.891	-5.418	-5.212	-4.708	-5.976	-4.515	-6.538	-5.008	-5.745	-4.792	-4.564	-5.994	-5.649	-2.044	-5.748	-1.986	-3.327	-3.404	-3.52	-4.867	-2.838	-4.234	-3.101	-3.464	-3.597	-1.43	-3.505	-6.307	-3.135
