feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t199	0.629	0.644	1.041	1.38	-0.368	-0.597	0.283	-2.055	-0.032	-1.069	-0.551	-0.52	0.73	0.612	-0.961	-2.389	0.435	-1.085	1.672	1.293	-1.452	0.611	-0.832	-0.652	0.338	1.798	1.772	2.719	-2.218	-1.191
t170	0.394	0.579	-0.524	1.754	-0.539	0.287	-0.116	-1.05	0.012	-0.229	0.016	-0.378	0.265	1.321	-0.441	-1.895	-0.047	-0.033	1.303	1.695	-0.614	-0.083	-1.438	0.021	0.232	1.203	0.857	1.506	-2.621	-1.448
t12	0.459	0.669	0.025	1.609	-0.438	0.005	-0.164	-1.351	0.03	-0.319	-0.241	0.161	0.433	1.158	-0.554	-2.487	0.122	-0.5	1.421	1.118	-0.841	-0.016	-1.218	-0.214	0.287	1.45	1.29	1.943	-2.436	-1.409
t169	0.426	0.611	-0.275	1.69	-0.498	0.155	-0.111	-1.194	0.016	-0.299	-0.092	-0.217	0.34	1.235	-0.502	-2.104	0.03	-0.231	1.358	1.495	-0.726	-0.028	-1.339	-0.086	0.254	1.309	1.038	1.703	-2.543	-1.423
t1	0.418	0.601	-0.339	1.707	-0.51	0.189	-0.109	-1.157	0.014	-0.284	-0.063	-0.267	0.321	1.256	-0.487	-2.043	0.01	-0.178	1.344	1.553	-0.698	-0.04	-1.365	-0.058	0.248	1.281	0.989	1.652	-2.564	-1.429
t125	0.491	0.598	0.107	1.605	-0.475	-0.072	0.067	-1.461	-0.009	-0.591	-0.206	-0.503	0.452	1.026	-0.658	-2.045	0.148	-0.445	1.453	1.584	-0.959	0.217	-1.194	-0.25	0.272	1.438	1.213	1.994	-2.464	-1.339
t21	0.321	0.553	-1.021	1.874	-0.596	0.566	-0.229	-0.734	0.024	0.022	0.201	-0.376	0.117	1.54	-0.282	-1.706	-0.2	0.309	1.186	1.855	-0.353	-0.291	-1.631	0.235	0.196	1.011	0.558	1.12	-2.752	-1.526
t94	0.599	0.639	0.84	1.427	-0.388	-0.481	0.224	-1.924	-0.025	-0.953	-0.481	-0.478	0.671	0.707	-0.891	-2.341	0.374	-0.953	1.625	1.327	-1.341	0.515	-0.909	-0.565	0.325	1.723	1.659	2.564	-2.268	-1.226
t34	0.539	0.617	0.439	1.524	-0.435	-0.258	0.136	-1.67	-0.016	-0.752	-0.331	-0.483	0.551	0.883	-0.763	-2.186	0.25	-0.677	1.531	1.461	-1.131	0.35	-1.065	-0.393	0.297	1.568	1.416	2.252	-2.374	-1.288
t83	0.368	0.535	-0.759	1.817	-0.585	0.404	-0.079	-0.925	0.002	-0.207	0.131	-0.654	0.193	1.384	-0.399	-1.608	-0.119	0.174	1.253	1.977	-0.523	-0.097	-1.532	0.121	0.207	1.094	0.663	1.319	-2.703	-1.46
t177	0.571	0.59	0.591	1.494	-0.439	-0.358	0.269	-1.793	-0.037	-0.937	-0.357	-0.792	0.594	0.771	-0.848	-2.024	0.297	-0.73	1.572	1.641	-1.247	0.506	-1.009	-0.459	0.298	1.607	1.449	2.365	-2.357	-1.238
t172	0.608	0.587	0.813	1.444	-0.423	-0.488	0.359	-1.946	-0.049	-1.093	-0.427	-0.919	0.659	0.654	-0.935	-2.017	0.366	-0.861	1.627	1.664	-1.378	0.636	-0.925	-0.555	0.309	1.684	1.559	2.534	-2.308	-1.192
t40	0.382	0.614	-0.541	1.751	-0.519	0.312	-0.219	-1.011	0.03	-0.112	-0.008	-0.068	0.262	1.374	-0.399	-2.108	-0.053	-0.072	1.292	1.471	-0.569	-0.184	-1.441	0.029	0.24	1.216	0.905	1.498	-2.603	-1.478
t116	0.543	0.611	0.452	1.522	-0.438	-0.268	0.159	-1.684	-0.02	-0.781	-0.33	-0.546	0.555	0.867	-0.775	-2.145	0.254	-0.675	1.535	1.504	-1.146	0.374	-1.061	-0.399	0.295	1.569	1.412	2.261	-2.376	-1.281
t11	0.476	0.607	0.03	1.621	-0.475	-0.025	0.013	-1.402	-0.001	-0.513	-0.189	-0.388	0.43	1.076	-0.621	-2.099	0.124	-0.413	1.433	1.524	-0.906	0.152	-1.223	-0.217	0.271	1.416	1.189	1.937	-2.475	-1.36
t16	0.346	0.61	-0.769	1.804	-0.54	0.443	-0.295	-0.86	0.04	0.029	0.069	0.007	0.195	1.485	-0.317	-2.075	-0.123	0.072	1.238	1.489	-0.441	-0.302	-1.529	0.128	0.226	1.133	0.783	1.322	-2.657	-1.52
t43	0.582	0.704	0.844	1.413	-0.348	-0.457	0.044	-1.877	0.007	-0.758	-0.538	0.088	0.676	0.788	-0.825	-2.747	0.374	-1.051	1.614	0.906	-1.279	0.346	-0.901	-0.566	0.342	1.761	1.769	2.578	-2.225	-1.275
t48	0.317	0.622	-0.93	1.839	-0.547	0.543	-0.388	-0.743	0.053	0.17	0.112	0.18	0.149	1.581	-0.244	-2.136	-0.173	0.155	1.196	1.412	-0.336	-0.422	-1.589	0.197	0.219	1.082	0.719	1.2	-2.687	-1.561
t6	0.443	0.637	-0.126	1.651	-0.47	0.08	-0.13	-1.274	0.021	-0.317	-0.164	-0.053	0.386	1.194	-0.53	-2.277	0.075	-0.36	1.39	1.325	-0.785	-0.015	-1.28	-0.149	0.269	1.377	1.158	1.821	-2.492	-1.414
t103	0.507	0.589	0.195	1.586	-0.472	-0.128	0.123	-1.527	-0.018	-0.675	-0.227	-0.615	0.478	0.97	-0.7	-1.999	0.175	-0.487	1.476	1.639	-1.019	0.288	-1.161	-0.289	0.275	1.465	1.245	2.06	-2.449	-1.315
t51	0.46	0.616	-0.056	1.639	-0.477	0.031	-0.046	-1.336	0.008	-0.426	-0.168	-0.266	0.405	1.132	-0.578	-2.152	0.097	-0.373	1.41	1.461	-0.847	0.078	-1.255	-0.18	0.268	1.391	1.16	1.871	-2.489	-1.385
t112	0.439	0.58	-0.242	1.689	-0.515	0.123	-0.012	-1.239	-0.001	-0.415	-0.076	-0.502	0.348	1.179	-0.547	-1.913	0.04	-0.205	1.371	1.696	-0.776	0.071	-1.33	-0.101	0.248	1.304	1.003	1.723	-2.556	-1.393
t128	0.358	0.609	-0.699	1.788	-0.535	0.403	-0.265	-0.908	0.035	-0.022	0.048	-0.038	0.215	1.448	-0.344	-2.069	-0.101	0.032	1.255	1.5	-0.483	-0.259	-1.502	0.098	0.229	1.157	0.816	1.376	-2.642	-1.505
