V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t199	0.014	0.01	0.146	0.012	0.004	0.001	0.014	0	0.004	0	0.001	0.001	0.021	0.003	0.001	0	0.016	0	0.047	0.015	0	0.031	0.005	0.001	0.008	0.072	0.105	0.461	0.001	0.002
t170	0.026	0.03	0.006	0.132	0.01	0.036	0.018	0.01	0.019	0.017	0.027	0.007	0.02	0.088	0.014	0.006	0.015	0.033	0.06	0.218	0.014	0.016	0.003	0.026	0.022	0.046	0.026	0.049	0.001	0.004
t12	0.029	0.043	0.017	0.097	0.013	0.022	0.011	0.006	0.021	0.023	0.014	0.078	0.029	0.078	0.013	0.001	0.021	0.01	0.076	0.025	0.01	0.012	0.006	0.017	0.027	0.085	0.082	0.125	0.002	0.004
t169	0.029	0.039	0.008	0.137	0.012	0.038	0.015	0.011	0.022	0.026	0.025	0.023	0.024	0.106	0.017	0.003	0.017	0.027	0.069	0.096	0.016	0.014	0.004	0.027	0.026	0.06	0.04	0.065	0.001	0.004
t1	0.027	0.034	0.006	0.137	0.011	0.038	0.017	0.01	0.02	0.02	0.027	0.011	0.021	0.097	0.016	0.005	0.016	0.032	0.064	0.165	0.015	0.015	0.004	0.027	0.024	0.051	0.03	0.054	0.001	0.004
t125	0.031	0.032	0.018	0.1	0.011	0.019	0.025	0.005	0.018	0.009	0.018	0.006	0.028	0.051	0.01	0.004	0.021	0.015	0.08	0.169	0.007	0.028	0.005	0.016	0.024	0.072	0.05	0.121	0.001	0.005
t21	0.016	0.021	0.001	0.14	0.006	0.061	0.01	0.018	0.015	0.027	0.034	0.005	0.01	0.125	0.017	0.008	0.007	0.068	0.032	0.255	0.022	0.007	0.001	0.037	0.015	0.02	0.008	0.012	0.001	0.003
t94	0.021	0.017	0.097	0.026	0.007	0.002	0.02	0	0.008	0.001	0.003	0.003	0.028	0.008	0.002	0.001	0.021	0.001	0.066	0.033	0.001	0.035	0.007	0.003	0.013	0.087	0.105	0.38	0.001	0.004
t34	0.03	0.035	0.012	0.121	0.012	0.027	0.02	0.007	0.02	0.015	0.022	0.01	0.026	0.074	0.013	0.004	0.019	0.022	0.075	0.15	0.011	0.021	0.005	0.021	0.025	0.065	0.044	0.089	0.001	0.005
t83	0.02	0.023	0.002	0.127	0.007	0.041	0.015	0.011	0.015	0.016	0.029	0.003	0.014	0.087	0.013	0.009	0.01	0.046	0.043	0.324	0.015	0.012	0.002	0.028	0.017	0.029	0.013	0.025	0.001	0.003
t177	0.028	0.024	0.049	0.056	0.009	0.007	0.028	0.001	0.013	0.003	0.009	0.003	0.031	0.021	0.005	0.003	0.023	0.005	0.081	0.113	0.003	0.04	0.007	0.007	0.02	0.086	0.076	0.245	0.002	0.005
t172	0.017	0.011	0.122	0.017	0.005	0.001	0.025	0	0.005	0	0.002	0	0.023	0.004	0.001	0.001	0.018	0.001	0.056	0.059	0	0.049	0.006	0.001	0.01	0.071	0.08	0.41	0.001	0.003
t40	0.028	0.036	0.006	0.14	0.011	0.041	0.015	0.011	0.021	0.024	0.027	0.016	0.022	0.107	0.017	0.004	0.016	0.031	0.065	0.126	0.016	0.014	0.004	0.028	0.025	0.054	0.033	0.055	0.001	0.004
t116	0.027	0.024	0.061	0.047	0.009	0.005	0.024	0.001	0.012	0.003	0.007	0.004	0.031	0.017	0.004	0.002	0.024	0.004	0.079	0.069	0.002	0.037	0.007	0.006	0.019	0.091	0.091	0.288	0.002	0.005
t11	0.032	0.038	0.015	0.116	0.013	0.025	0.019	0.007	0.021	0.016	0.02	0.016	0.029	0.074	0.013	0.003	0.021	0.018	0.08	0.099	0.01	0.02	0.005	0.02	0.027	0.075	0.056	0.108	0.002	0.005
t16	0.022	0.035	0.003	0.152	0.01	0.06	0.009	0.018	0.021	0.044	0.03	0.033	0.016	0.154	0.022	0.003	0.011	0.043	0.048	0.083	0.025	0.007	0.003	0.036	0.022	0.038	0.022	0.028	0.001	0.003
t43	0.025	0.028	0.062	0.043	0.01	0.005	0.013	0.001	0.013	0.005	0.005	0.024	0.031	0.022	0.005	0	0.023	0.002	0.075	0.016	0.003	0.021	0.007	0.005	0.019	0.102	0.129	0.3	0.002	0.004
t48	0.015	0.031	0.001	0.133	0.008	0.071	0.004	0.024	0.018	0.077	0.025	0.111	0.011	0.194	0.024	0.001	0.007	0.04	0.032	0.026	0.031	0.003	0.002	0.037	0.017	0.026	0.016	0.014	0.001	0.002
t6	0.029	0.043	0.012	0.118	0.013	0.031	0.012	0.009	0.023	0.028	0.019	0.058	0.027	0.098	0.016	0.001	0.019	0.017	0.073	0.041	0.014	0.012	0.005	0.022	0.027	0.074	0.062	0.092	0.002	0.004
t103	0.025	0.02	0.066	0.041	0.008	0.004	0.029	0.001	0.01	0.002	0.006	0.002	0.03	0.013	0.003	0.002	0.022	0.003	0.076	0.098	0.002	0.044	0.007	0.005	0.017	0.084	0.08	0.296	0.001	0.005
t51	0.031	0.031	0.032	0.08	0.011	0.012	0.025	0.003	0.017	0.007	0.013	0.007	0.032	0.037	0.007	0.003	0.024	0.009	0.085	0.105	0.005	0.031	0.006	0.011	0.024	0.087	0.072	0.186	0.002	0.005
t112	0.03	0.04	0.009	0.131	0.013	0.035	0.015	0.01	0.022	0.024	0.023	0.026	0.026	0.099	0.016	0.002	0.019	0.023	0.072	0.085	0.014	0.015	0.005	0.025	0.027	0.066	0.047	0.077	0.001	0.005
