V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.028	0.015	0.115	-0.012	0.022	-0.047	0.043	-0.056	0.008	-0.049	-0.024	-0.012	0.043	-0.037	-0.024	-0.01	0.044	-0.055	0.037	-0.004	-0.045	0.062	0.052	-0.033	0.019	0.05	0.07	0.092	0.038	0.03	-0.047
2	0.015	0.008	0.063	-0.007	0.012	-0.026	0.021	-0.03	0.004	-0.024	-0.014	0.001	0.023	-0.02	-0.013	-0.012	0.024	-0.032	0.02	-0.008	-0.024	0.031	0.028	-0.018	0.01	0.028	0.039	0.05	0.021	0.015	-0.026
3	0.115	0.063	0.484	-0.054	0.094	-0.199	0.172	-0.234	0.035	-0.197	-0.105	-0.027	0.178	-0.154	-0.1	-0.062	0.183	-0.238	0.152	-0.036	-0.188	0.253	0.217	-0.138	0.077	0.212	0.296	0.386	0.158	0.124	-0.197
4	-0.012	-0.007	-0.054	0.007	-0.011	0.023	-0.017	0.026	-0.004	0.02	0.013	-0.004	-0.02	0.017	0.011	0.013	-0.02	0.028	-0.017	0.01	0.021	-0.026	-0.024	0.016	-0.009	-0.024	-0.034	-0.043	-0.018	-0.013	0.022
5	0.022	0.012	0.094	-0.011	0.018	-0.039	0.033	-0.045	0.007	-0.038	-0.021	-0.004	0.034	-0.03	-0.019	-0.013	0.035	-0.046	0.029	-0.008	-0.036	0.049	0.042	-0.027	0.015	0.041	0.058	0.075	0.031	0.024	-0.038
6	-0.047	-0.026	-0.199	0.023	-0.039	0.082	-0.069	0.096	-0.014	0.08	0.044	0.008	-0.073	0.063	0.041	0.028	-0.075	0.098	-0.062	0.017	0.077	-0.103	-0.089	0.057	-0.032	-0.087	-0.122	-0.158	-0.065	-0.05	0.081
7	0.043	0.021	0.172	-0.017	0.033	-0.069	0.071	-0.083	0.012	-0.077	-0.032	-0.036	0.064	-0.056	-0.037	0	0.066	-0.077	0.056	0.01	-0.068	0.099	0.078	-0.047	0.028	0.074	0.1	0.137	0.055	0.048	-0.068
8	-0.056	-0.03	-0.234	0.026	-0.045	0.096	-0.083	0.113	-0.017	0.095	0.051	0.013	-0.086	0.074	0.048	0.03	-0.088	0.115	-0.074	0.018	0.091	-0.122	-0.105	0.067	-0.037	-0.103	-0.143	-0.186	-0.076	-0.06	0.095
9	0.008	0.004	0.035	-0.004	0.007	-0.014	0.012	-0.017	0.002	-0.014	-0.007	-0.002	0.013	-0.011	-0.007	-0.004	0.013	-0.017	0.011	-0.002	-0.013	0.018	0.015	-0.01	0.006	0.015	0.021	0.028	0.011	0.009	-0.014
10	-0.049	-0.024	-0.197	0.02	-0.038	0.08	-0.077	0.095	-0.014	0.086	0.039	0.03	-0.073	0.064	0.042	0.01	-0.076	0.092	-0.063	-0.002	0.077	-0.11	-0.089	0.055	-0.032	-0.086	-0.118	-0.157	-0.064	-0.053	0.079
11	-0.024	-0.014	-0.105	0.013	-0.021	0.044	-0.032	0.051	-0.007	0.039	0.025	-0.007	-0.038	0.033	0.021	0.024	-0.039	0.055	-0.032	0.019	0.041	-0.051	-0.047	0.031	-0.017	-0.047	-0.067	-0.084	-0.035	-0.025	0.044
