V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t17	-3.951	-2.91	-2.684	-1.934	-4.044	-3.31	-3.664	-3.743	-5.502	-3.509	-3.508	-4.758	-3.81	-5.418	-4.921	-4.781	-5.416	-2.635	-4.089	-1.801	-2.234	-5.446	-5.741	-7.065	-2.577	-4.824	-4.443	-5.56	-5.274	-4.075
t135	-4.412	-6.274	-2.707	-2.104	-4.32	-2.623	-1.919	-4.007	-5.843	-4.375	-3.929	-5.47	-4.216	-6.279	-4.251	-5.384	-4.479	-3.088	-3.452	-1.933	-2.789	-6.849	-7.305	-7.702	-1.914	-7.187	-5.029	-6.079	-4.789	-4.671
t15	-3.6	-5.237	-5.095	-3.363	-3.916	-3.703	-3.297	-1.322	-5.297	-4.826	-4.353	-4.358	-4.704	-5.596	-3.84	-3.046	-1.71	-3.136	-5.238	-4.62	-3.144	-3.014	-5.173	-3.577	-3.199	-3.892	-6.683	-5.313	-4.431	-4.309
t34	-6.971	-3.417	-1.984	-3.939	-5.957	-4.642	-3.833	-6.998	-7.512	-4.447	-4.584	-8.299	-5.75	-8.034	-6.759	-9.474	-9.59	-4.517	-4.741	-0.998	-1.889	-9.06	-8.331	-9.631	-1.642	-8.316	-4.854	-7.372	-6.489	-5.734
t64	-2.756	-4.534	-7.004	-2.469	-4.843	-5.301	-6.642	-1.43	-6.228	-7.355	-4.727	-4.886	-4.645	-7.003	-4.538	-2.409	-1.435	-3.857	-7.803	-6.453	-4.18	-2.359	-3.77	-5.057	-4.269	-3.535	-8.042	-6.278	-5.888	-4.823
t56	-2.428	-4.708	-4.257	-3.143	-3.416	-3.098	-3.146	-2.257	-4.567	-3.167	-3.388	-3.349	-3.137	-4.364	-4.091	-2.712	-2.01	-2.255	-4.229	-4.31	-5.247	-4.762	-6.243	-5.426	-3.844	-4.322	-6.222	-4.773	-4.661	-4.046
t66	-1.32	-7.741	-4.042	-0.824	-4.753	-3.726	-3.455	-2.943	-6.603	-5.786	-5.238	-4.847	-4.456	-6.633	-4.618	-4.532	-3.805	-3.789	-4.959	-3.979	-4.482	-5.435	-5.951	-9.837	-4.917	-6.792	-6.345	-6.895	-5.377	-5.694
t169	-3.857	-4.338	-5.031	-2.622	-3.642	-2.574	-4.308	-2.354	-4.786	-3.535	-4.163	-2.791	-3.529	-4.098	-4.084	-2.067	-2.778	-2.249	-3.939	-6.793	-3.44	-3.673	-5.276	-5.407	-4.611	-2.65	-5.175	-5.017	-5.446	-3.944
t68	-2.676	-7.039	-7.625	-2.342	-4.326	-4.025	-4.707	-1.764	-5.623	-5.552	-5.216	-3.368	-4.018	-5.379	-4.341	-1.639	-1.396	-3.249	-6.198	-8.181	-6.78	-3.746	-5.454	-7.14	-6.825	-4.285	-7.376	-6.115	-5.714	-5.221
t10	-5.746	-3.34	-3.276	-3.029	-4.25	-2.819	-2.87	-4.634	-5.652	-3.32	-3.585	-5.464	-4.076	-5.686	-4.755	-5.669	-6.214	-2.806	-3.214	-1.491	-2.516	-6.922	-7.076	-7.001	-1.73	-6.108	-4.165	-5.673	-5.169	-4.174
t28	-1.633	-7.115	-7.499	-2.156	-4.605	-4.315	-5.314	-2.124	-5.939	-6.28	-4.94	-3.806	-3.525	-6.049	-4.512	-2.046	-1.315	-3.477	-7.014	-8.069	-7.197	-4.449	-5.281	-8.639	-6.671	-5.186	-7.779	-6.427	-6.005	-5.505
t146	-2.345	-9.632	-4.77	-3.309	-4.888	-4.774	-1.444	-1.454	-6.684	-6.533	-5.57	-6.474	-6.491	-7.729	-3.814	-5.167	-1.77	-4.613	-5.857	-2.911	-4.264	-4.479	-6.857	-5.606	-3.144	-7.528	-8.598	-6.813	-3.884	-6.01
t186	-6.554	-0.284	-6.961	-5.586	-5.211	-6.386	-8.43	-4.211	-5.83	-4.33	-4.206	-5.375	-4.674	-5.802	-7.21	-4.304	-4.991	-3.707	-8.484	-7.473	-6.038	-4.806	-5.893	-4.578	-5.27	-2.492	-7.297	-5.795	-7.58	-4.736
t152	-2.527	-4.892	-4.621	-0.957	-3.931	-3.388	-4.076	-2.64	-5.288	-4.31	-3.982	-3.713	-3.24	-5.232	-4.423	-2.86	-3.136	-2.566	-5.106	-5.468	-4.46	-4.496	-5.077	-8.148	-4.882	-4.46	-5.544	-5.735	-5.404	-4.493
t134	-2.902	-5.163	-4.212	-2.103	-3.572	-3.143	-3.255	-2.038	-4.828	-2.996	-4.225	-3.015	-3.949	-4.175	-4.384	-2.381	-2.945	-2.319	-4.166	-5.666	-3.698	-3.7	-5.443	-6.059	-5.251	-3.199	-5.479	-5.238	-5.006	-4.351
t40	-4.556	-6.922	-5.376	-4.48	-3.776	-3.193	-1.554	-1.856	-4.893	-3.813	-4.207	-4.554	-4.822	-5.2	-3.688	-3.348	-1.523	-2.961	-4.641	-4.382	-4.793	-4.887	-7.149	-3.676	-3.251	-5.22	-6.77	-5.18	-4.07	-4.569
t83	-2.135	-7.021	-1.993	-1.065	-4.672	-3.287	-2.357	-4.194	-6.506	-4.135	-4.779	-5.063	-4.479	-6.265	-5.129	-5.815	-5.869	-3.458	-3.799	-2.713	-3.285	-6.722	-6.872	-10.953	-4.565	-7.225	-5.135	-6.844	-5.387	-5.652
