V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t17	0.019	0.054	0.068	0.145	0.018	0.037	0.026	0.024	0.004	0.03	0.03	0.009	0.022	0.004	0.007	0.008	0.004	0.072	0.017	0.165	0.107	0.004	0.003	0.001	0.076	0.008	0.012	0.004	0.005	0.017
t135	0.012	0.002	0.067	0.122	0.013	0.073	0.147	0.018	0.003	0.013	0.02	0.004	0.015	0.002	0.014	0.005	0.011	0.046	0.032	0.145	0.061	0.001	0.001	0	0.147	0.001	0.007	0.002	0.008	0.009
t15	0.027	0.005	0.006	0.035	0.02	0.025	0.037	0.267	0.005	0.008	0.013	0.013	0.009	0.004	0.021	0.048	0.181	0.043	0.005	0.01	0.043	0.049	0.006	0.028	0.041	0.02	0.001	0.005	0.012	0.013
t34	0.001	0.033	0.138	0.019	0.003	0.01	0.022	0.001	0.001	0.012	0.01	0	0.003	0	0.001	0	0	0.011	0.009	0.369	0.151	0	0	0	0.194	0	0.008	0.001	0.002	0.003
t64	0.064	0.011	0.001	0.085	0.008	0.005	0.001	0.239	0.002	0.001	0.009	0.008	0.01	0.001	0.011	0.09	0.238	0.021	0	0.002	0.015	0.095	0.023	0.006	0.014	0.029	0	0.002	0.003	0.008
t56	0.088	0.009	0.014	0.043	0.033	0.045	0.043	0.105	0.01	0.042	0.034	0.035	0.043	0.013	0.017	0.066	0.134	0.105	0.015	0.013	0.005	0.009	0.002	0.004	0.021	0.013	0.002	0.008	0.009	0.017
t66	0.267	0	0.018	0.439	0.009	0.024	0.032	0.053	0.001	0.003	0.005	0.008	0.012	0.001	0.01	0.011	0.022	0.023	0.007	0.019	0.011	0.004	0.003	0	0.007	0.001	0.002	0.001	0.005	0.003
t169	0.021	0.013	0.007	0.073	0.026	0.076	0.013	0.095	0.008	0.029	0.016	0.061	0.029	0.017	0.017	0.127	0.062	0.106	0.019	0.001	0.032	0.025	0.005	0.004	0.01	0.071	0.006	0.007	0.004	0.019
t68	0.069	0.001	0	0.096	0.013	0.018	0.009	0.171	0.004	0.004	0.005	0.034	0.018	0.005	0.013	0.194	0.248	0.039	0.002	0	0.001	0.024	0.004	0.001	0.001	0.014	0.001	0.002	0.003	0.005
t10	0.003	0.035	0.038	0.048	0.014	0.06	0.057	0.01	0.004	0.036	0.028	0.004	0.017	0.003	0.009	0.003	0.002	0.06	0.04	0.225	0.081	0.001	0.001	0.001	0.177	0.002	0.016	0.003	0.006	0.015
