V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t47	0.012	0.068	0.005	0	0.001	0.069	0.163	0.014	0.012	0.013	0.059	0.002	0.012	0.011	0.008	0.001	0.003	0.111	0.008	0.128	0.023	0.061	0.046	0.026	0.047	0.018	0.056	0.016	0.003	0.004
t64	0.029	0.004	0.012	0.113	0.008	0.047	0.004	0.002	0	0.002	0.135	0.003	0.016	0.199	0.071	0.065	0.009	0.003	0.005	0.002	0.002	0.002	0	0.003	0.006	0.053	0.001	0.002	0.153	0.048
t136	0.053	0.027	0.017	0.018	0.007	0.084	0.033	0.006	0.004	0.01	0.211	0.006	0.032	0.096	0.057	0.026	0.012	0.024	0.014	0.02	0.01	0.031	0.005	0.017	0.032	0.06	0.011	0.007	0.042	0.027
t103	0.03	0.008	0.014	0.05	0.007	0.077	0.01	0.007	0.001	0.004	0.137	0.004	0.02	0.191	0.063	0.038	0.01	0.008	0.008	0.006	0.003	0.004	0.001	0.006	0.012	0.081	0.003	0.004	0.143	0.052
t73	0.034	0.056	0.011	0.002	0.003	0.086	0.099	0.015	0.01	0.016	0.125	0.004	0.024	0.033	0.024	0.006	0.008	0.057	0.013	0.063	0.02	0.074	0.022	0.03	0.053	0.043	0.031	0.013	0.012	0.011
t67	0.036	0.009	0.015	0.063	0.008	0.079	0.01	0.019	0.001	0.005	0.167	0.004	0.023	0.177	0.07	0.05	0.011	0.007	0.008	0.005	0.003	0.006	0.001	0.006	0.013	0.072	0.003	0.003	0.102	0.025
t8	0.02	0.025	0.012	0.011	0.003	0.152	0.048	0.069	0.002	0.009	0.133	0.004	0.02	0.121	0.036	0.009	0.008	0.036	0.009	0.035	0.009	0.007	0.005	0.013	0.026	0.079	0.015	0.011	0.051	0.022
t159	0.033	0.029	0.015	0.016	0.005	0.121	0.041	0.01	0.003	0.009	0.196	0.005	0.026	0.112	0.049	0.014	0.01	0.039	0.012	0.029	0.01	0.015	0.005	0.014	0.03	0.06	0.014	0.009	0.043	0.027
t146	0.019	0.005	0.011	0.075	0.005	0.083	0.007	0.017	0	0.003	0.122	0.003	0.015	0.236	0.058	0.034	0.008	0.005	0.005	0.004	0.002	0.001	0	0.003	0.008	0.074	0.002	0.003	0.155	0.036
t38	0.033	0.015	0.015	0.026	0.006	0.095	0.021	0.008	0.001	0.007	0.145	0.004	0.024	0.154	0.056	0.025	0.01	0.016	0.01	0.014	0.006	0.008	0.002	0.011	0.02	0.088	0.006	0.006	0.11	0.058
