feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t47	0.517	0.602	-0.45	-1.132	-1.658	1.603	1.054	-0.385	-1.423	-0.552	2.03	-1.488	0.212	1.141	0.552	-0.721	-0.825	0.72	-0.516	0.626	-0.425	0.412	-0.75	-0.038	0.615	0.936	-0.077	-0.672	0.202	-0.15
t64	0.991	-0.281	0.058	1.251	-0.591	1.659	-0.173	-0.939	-2.629	-1.008	2.522	-1.235	0.513	2.423	1.562	1.077	-0.272	-0.389	-0.467	-0.726	-1.244	-0.668	-2.478	-0.657	0.053	1.521	-1.374	-1.354	1.865	0.95
t136	0.841	0.045	-0.132	0.314	-0.971	1.589	0.284	-0.641	-2.157	-0.829	2.327	-1.33	0.405	1.922	1.172	0.43	-0.481	-0.029	-0.484	-0.232	-0.935	-0.216	-1.827	-0.392	0.27	1.319	-0.899	-1.121	1.209	0.522
t103	0.847	-0.15	-0.059	0.729	-0.843	1.67	0.084	-0.576	-2.456	-0.924	2.347	-1.313	0.425	2.225	1.334	0.688	-0.399	-0.224	-0.505	-0.43	-1.096	-0.604	-2.139	-0.525	0.147	1.521	-1.144	-1.184	1.669	0.847
t73	0.678	0.399	-0.339	-0.699	-1.391	1.532	0.777	-0.432	-1.624	-0.631	2.097	-1.431	0.286	1.353	0.752	-0.274	-0.703	0.365	-0.491	0.29	-0.595	0.304	-1.099	-0.115	0.51	1.089	-0.394	-0.855	0.535	0.069
t67	0.919	-0.136	-0.047	0.785	-0.788	1.631	0.043	-0.346	-2.376	-0.905	2.409	-1.287	0.452	2.145	1.359	0.788	-0.376	-0.309	-0.477	-0.537	-1.105	-0.415	-2.155	-0.532	0.156	1.43	-1.142	-1.243	1.486	0.535
t8	0.66	0.123	-0.222	0.091	-1.193	1.72	0.456	-0.007	-2.13	-0.794	2.253	-1.394	0.326	1.874	1.039	0.125	-0.57	0.136	-0.537	-0.027	-0.869	-0.358	-1.658	-0.393	0.297	1.314	-0.706	-0.963	1.073	0.297
t159	0.794	0.142	-0.163	0.249	-1.05	1.637	0.369	-0.556	-2.08	-0.805	2.38	-1.335	0.393	1.845	1.13	0.283	-0.512	0.134	-0.487	-0.14	-0.883	-0.159	-1.738	-0.403	0.303	1.186	-0.749	-1.07	0.974	0.269
t146	0.787	-0.165	-0.062	0.866	-0.87	1.768	0.066	-0.241	-2.536	-0.946	2.399	-1.317	0.415	2.303	1.364	0.681	-0.395	-0.196	-0.525	-0.445	-1.133	-0.749	-2.208	-0.606	0.111	1.514	-1.125	-1.162	1.661	0.706
t38	0.715	0.055	-0.187	0.157	-1.113	1.675	0.38	-0.382	-2.174	-0.816	2.22	-1.379	0.346	1.921	1.087	0.251	-0.535	0.037	-0.52	-0.103	-0.903	-0.36	-1.721	-0.385	0.277	1.394	-0.838	-1.009	1.289	0.583
