feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t5	0.677	1.163	-0.764	-1.149	0.153	-0.081	0.121	-0.93	0.597	0.085	-1.38	-0.068	-0.569	0.295	-1.138	-0.862	0.317	1.196	0.703	-1.279	-0.21	2.253	0.818	-0.26	-1.194	-0.164	-0.188	0.771	0.354	0.728
t158	0.196	1.298	-0.997	-0.962	0.172	0.375	0.86	-0.817	0.556	0.298	-1.306	-0.579	-0.741	0.177	-1.476	-1.335	-0.137	1.059	0.857	-0.411	-0.088	2.117	0.812	-0.279	-0.999	-0.278	-0.707	0.873	0.428	1.029
t132	0.672	1.326	-1.283	-1.216	0.083	0.07	0.522	-0.934	0.366	0.298	-1.178	-0.508	-0.901	0.185	-1.637	-0.958	-0.021	1.191	1.121	-0.78	-0.057	2.356	0.821	-0.291	-0.489	-0.241	-0.471	1.07	0.452	0.426
t32	0.51	1.008	-0.336	-1.036	0.149	0.039	0.031	-0.829	0.863	-0.025	-1.581	0.21	-0.263	0.288	-0.644	-1.16	0.535	1.313	0.249	-1.477	-0.479	2.023	0.828	-0.215	-1.784	-0.124	-0.134	0.452	0.373	1.21
t2	0.855	1.258	-1.381	-1.439	-0.042	0.033	0.449	-0.874	0.247	0.424	-1.192	-0.376	-0.892	0.06	-1.462	-1.158	0.096	1.55	0.771	-0.903	-0.276	2.34	0.847	-0.256	-0.225	-0.195	-0.273	1.032	0.613	0.363
t123	0.588	1.15	-1	-1.152	-0.127	0.421	0.531	-0.749	0.588	0.241	-1.346	-0.263	-0.618	0.063	-1.069	-1.632	0.283	1.587	0.858	-1.014	-0.592	2.062	0.857	-0.212	-0.897	-0.21	-0.655	0.749	0.654	0.896
t169	0.648	1.091	-0.548	-1.2	0.252	-0.253	-0.024	-0.93	0.659	0.081	-1.485	0.126	-0.444	0.296	-0.926	-0.773	0.386	1.209	0.179	-1.378	-0.222	2.219	0.817	-0.254	-1.402	-0.118	0.171	0.639	0.306	0.876
t28	0.952	0.968	-0.53	-1.194	-0.076	-0.031	-0.295	-0.883	0.903	-0.124	-1.501	0.316	-0.317	0.256	-0.611	-1.11	0.767	1.58	0.656	-1.984	-0.692	2.109	0.85	-0.2	-1.388	-0.096	-0.088	0.532	0.486	0.739
t25	0.507	1.05	-0.511	-1.099	0.125	0.082	0.173	-0.809	0.734	0.091	-1.527	0.092	-0.362	0.247	-0.776	-1.237	0.427	1.367	0.247	-1.287	-0.436	2.047	0.829	-0.217	-1.531	-0.139	-0.198	0.536	0.425	1.145
t44	0.777	1.39	-1.497	-1.373	0.129	-0.106	0.538	-0.979	0.123	0.435	-1.095	-0.582	-1.053	0.175	-1.851	-0.755	-0.136	1.184	1.038	-0.652	0.112	2.498	0.817	-0.31	-0.148	-0.235	-0.308	1.221	0.445	0.196
t90	0.672	1.321	-1.112	-1.255	0.351	-0.369	0.267	-1.084	0.539	0.225	-1.227	-0.421	-0.882	0.276	-1.694	-0.392	-0.133	0.894	0.666	-0.842	0.264	2.453	0.792	-0.344	-0.508	-0.208	0.159	1.069	0.229	0.29
t190	0.603	1.234	-1.242	-1.188	-0.058	0.315	0.619	-0.843	0.676	0.28	-1.245	-0.513	-0.807	0.046	-1.407	-1.419	0.008	1.434	0.952	-0.791	-0.348	2.143	0.843	-0.263	-0.387	-0.247	-0.512	0.93	0.603	0.577
t93	0.39	1.221	-1.047	-1.043	0.025	0.392	0.701	-0.822	0.81	0.226	-1.314	-0.515	-0.714	0.078	-1.331	-1.472	-0.029	1.294	0.855	-0.687	-0.318	2.053	0.833	-0.266	-0.709	-0.26	-0.561	0.831	0.538	0.838
t189	0.865	1.013	-0.807	-1.257	-0.252	0.333	0.129	-0.708	0.497	0.145	-1.436	0.155	-0.412	0.14	-0.668	-1.657	0.713	1.879	0.737	-1.602	-0.858	2.052	0.874	-0.152	-1.209	-0.124	-0.622	0.59	0.71	0.927
t20	0.843	1.109	-0.633	-1.261	0.208	-0.346	-0.18	-0.971	0.497	0.053	-1.429	0.186	-0.488	0.364	-0.991	-0.598	0.492	1.231	0.441	-1.578	-0.195	2.334	0.817	-0.25	-1.347	-0.102	0.105	0.72	0.295	0.669
t74	0.74	1.05	-0.611	-1.167	-0.003	0.074	0.026	-0.816	0.567	0.059	-1.47	0.175	-0.39	0.265	-0.768	-1.2	0.611	1.501	0.597	-1.557	-0.55	2.133	0.844	-0.197	-1.484	-0.122	-0.344	0.593	0.484	0.957
t104	0.855	1.321	-1.21	-1.346	0.273	-0.429	0.142	-1.114	0.504	0.212	-1.184	-0.386	-0.932	0.251	-1.711	-0.344	-0.055	0.986	0.817	-1.016	0.196	2.518	0.799	-0.343	-0.337	-0.197	0.243	1.123	0.272	0.089
t43	1.008	1.153	-0.796	-1.337	0.195	-0.47	-0.273	-1.041	0.428	0.049	-1.346	0.137	-0.6	0.383	-1.162	-0.388	0.469	1.203	0.657	-1.654	-0.103	2.452	0.814	-0.269	-1.085	-0.104	0.174	0.851	0.278	0.374
t148	0.739	1.224	-0.964	-1.25	0.125	-0.097	0.221	-0.924	0.343	0.215	-1.303	-0.155	-0.698	0.248	-1.293	-0.853	0.257	1.247	0.785	-1.14	-0.174	2.347	0.824	-0.262	-0.979	-0.173	-0.224	0.889	0.405	0.615
t171	0.631	1.095	-0.758	-1.09	-0.035	0.244	0.249	-0.816	0.752	0.07	-1.418	-0.075	-0.486	0.193	-0.938	-1.354	0.409	1.452	0.786	-1.31	-0.523	2.071	0.842	-0.219	-1.194	-0.177	-0.484	0.661	0.519	0.897
t47	0.466	1.136	-0.979	-1.069	-0.163	0.605	0.673	-0.688	0.655	0.246	-1.37	-0.318	-0.575	0.06	-1.026	-1.861	0.253	1.624	0.873	-0.9	-0.645	1.959	0.858	-0.198	-0.955	-0.228	-0.883	0.701	0.692	1.052
t21	0.759	1.319	-1.132	-1.2	0.202	-0.196	0.242	-1.044	0.446	0.158	-1.197	-0.379	-0.862	0.295	-1.638	-0.541	0.05	0.989	1.14	-1.03	0.086	2.454	0.805	-0.317	-0.674	-0.216	-0.194	1.069	0.299	0.3
t22	0.627	1.07	-0.652	-1.098	0.032	0.131	0.146	-0.839	0.795	0.04	-1.46	0.013	-0.433	0.233	-0.875	-1.235	0.435	1.402	0.599	-1.381	-0.474	2.075	0.836	-0.223	-1.304	-0.156	-0.317	0.616	0.463	0.928
t106	0.654	1.274	-1.199	-1.237	0.074	0.069	0.485	-0.915	0.496	0.288	-1.232	-0.442	-0.836	0.138	-1.497	-1.057	0.009	1.267	0.884	-0.831	-0.149	2.286	0.826	-0.283	-0.506	-0.226	-0.312	0.986	0.481	0.501
t67	0.468	1.143	-0.607	-1.064	0.327	-0.181	0.156	-0.987	1.002	0.026	-1.454	-0.147	-0.528	0.264	-1.139	-0.754	0.103	0.985	0.293	-1.105	-0.066	2.158	0.801	-0.301	-1.165	-0.179	0.196	0.698	0.242	0.809
t188	0.812	1.24	-1.398	-1.348	-0.22	0.38	0.603	-0.747	0.112	0.432	-1.192	-0.37	-0.83	0.064	-1.347	-1.569	0.244	1.735	1.115	-0.917	-0.504	2.243	0.864	-0.206	-0.439	-0.21	-0.851	0.98	0.743	0.576
t87	0.837	0.956	-0.903	-1.189	-0.451	0.643	0.27	-0.665	1.019	0.065	-1.437	-0.023	-0.416	-0.066	-0.583	-2.131	0.642	2.083	0.889	-1.593	-1.165	1.838	0.898	-0.149	-0.808	-0.17	-0.681	0.533	0.883	0.866
t76	0.46	1.021	-0.497	-1.045	0.019	0.287	0.266	-0.74	0.796	0.079	-1.545	0.082	-0.315	0.194	-0.669	-1.522	0.487	1.49	0.351	-1.292	-0.615	1.948	0.844	-0.194	-1.594	-0.15	-0.41	0.475	0.515	1.272
t173	0.912	1.306	-1.042	-1.346	0.397	-0.677	-0.096	-1.188	0.484	0.123	-1.221	-0.224	-0.869	0.357	-1.666	0.019	0.035	0.831	0.716	-1.218	0.32	2.603	0.787	-0.356	-0.593	-0.163	0.468	1.095	0.136	0.057
t166	0.888	1.261	-1.359	-1.349	-0.012	-0.024	0.336	-0.968	0.574	0.261	-1.177	-0.445	-0.906	0.091	-1.544	-0.972	0.041	1.39	0.997	-1.023	-0.202	2.339	0.837	-0.289	-0.118	-0.216	-0.18	1.06	0.531	0.171
t6	0.952	1.239	-1.06	-1.325	0.162	-0.344	-0.023	-1.053	0.459	0.127	-1.245	-0.157	-0.777	0.305	-1.44	-0.484	0.231	1.159	0.9	-1.346	-0.022	2.464	0.813	-0.296	-0.666	-0.161	0.04	0.998	0.324	0.219
t9	1.006	1.224	-0.998	-1.348	0.097	-0.294	-0.068	-0.991	0.172	0.154	-1.26	-0.001	-0.715	0.342	-1.308	-0.563	0.437	1.268	0.996	-1.483	-0.145	2.496	0.823	-0.259	-0.985	-0.135	-0.156	0.955	0.368	0.364
t143	0.332	1.175	-0.832	-1.019	0.077	0.361	0.621	-0.78	0.707	0.216	-1.4	-0.326	-0.576	0.152	-1.137	-1.475	0.107	1.293	0.628	-0.776	-0.344	2.029	0.828	-0.243	-1.126	-0.227	-0.564	0.711	0.497	1.088
