V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.059	-0.006	-0.02	-0.034	-0.012	-0.048	-0.061	-0.017	-0.017	-0.01	0.006	0.023	-0.011	0.002	-0.004	0.048	0.024	0.017	0.011	-0.068	-0.005	0.023	-0.001	-0.003	0.041	0.005	0.042	0.011	-0.002	-0.069	-0.103
2	-0.006	0.026	-0.015	0.007	0.036	-0.021	0.025	-0.009	-0.005	0.017	0.021	-0.027	-0.021	0.014	-0.051	0.064	-0.038	-0.042	0.013	0.057	0.064	0.029	0.003	-0.002	0.041	0.002	0.031	0.035	-0.014	-0.021	-0.038
3	-0.02	-0.015	0.106	0.03	0.04	-0.036	-0.056	-0.003	0.029	-0.035	-0.032	0.07	0.057	0.036	0.067	0.057	0.045	-0.041	-0.064	-0.056	0.013	-0.005	-0.001	0.004	-0.158	0.013	0.051	-0.043	-0.036	0.071	0.056
4	-0.034	0.007	0.03	0.028	0.024	0.011	0.024	0.004	0.02	-0.001	-0.003	-0.005	0.012	0.011	0.002	0.008	-0.013	-0.03	-0.009	0.035	0.023	-0.004	0.002	0.002	-0.041	0.001	0	-0.004	-0.011	0.041	0.048
5	-0.012	0.036	0.04	0.024	0.091	-0.075	-0.007	-0.022	0.006	0.007	0.017	0.004	-0.001	0.05	-0.047	0.166	-0.034	-0.099	-0.024	0.051	0.126	0.055	0.005	-0.001	-0.021	0.014	0.105	0.037	-0.052	-0.005	-0.052
6	-0.048	-0.021	-0.036	0.011	-0.075	0.125	0.083	0.037	0.013	0.01	-0.014	-0.045	0	-0.053	0.03	-0.207	-0.007	0.076	0.028	0.04	-0.107	-0.072	-0.002	0.003	0.012	-0.021	-0.147	-0.034	0.055	0.06	0.14
7	-0.061	0.025	-0.056	0.024	-0.007	0.083	0.125	0.022	0.002	0.042	0.021	-0.089	-0.034	-0.026	-0.058	-0.088	-0.074	-0.001	0.038	0.142	0.012	-0.02	0.003	0	0.078	-0.016	-0.082	0.026	0.026	0.029	0.079
8	-0.017	-0.009	-0.003	0.004	-0.022	0.037	0.022	0.012	0.003	0.001	-0.008	-0.007	0.005	-0.014	0.016	-0.064	0.003	0.023	0.001	0.007	-0.035	-0.024	-0.001	0.001	-0.011	-0.006	-0.045	-0.016	0.015	0.027	0.052
9	-0.017	-0.005	0.029	0.02	0.006	0.013	0.002	0.003	0.052	-0.014	-0.009	0.004	0.018	0	0.023	-0.012	0	-0.006	-0.015	-0.001	-0.007	-0.017	0.002	0.002	-0.02	0.001	0.014	-0.016	-0.002	0.025	0.038
10	-0.01	0.017	-0.035	-0.001	0.007	0.01	0.042	0.001	-0.014	0.023	0.017	-0.037	-0.025	-0.005	-0.042	0.002	-0.036	-0.009	0.017	0.059	0.027	0.01	0.002	-0.002	0.056	-0.004	-0.009	0.026	0.005	-0.014	-0.01
11	0.006	0.021	-0.032	-0.003	0.017	-0.014	0.021	-0.008	-0.009	0.017	0.021	-0.03	-0.026	0.003	-0.049	0.041	-0.032	-0.021	0.023	0.042	0.043	0.024	0.002	-0.002	0.063	-0.001	0.018	0.034	-0.004	-0.036	-0.049
12	0.023	-0.027	0.07	-0.005	0.004	-0.045	-0.089	-0.007	0.004	-0.037	-0.03	0.079	0.044	0.021	0.071	0.038	0.067	0.002	-0.048	-0.109	-0.026	-0.003	-0.004	0.002	-0.114	0.012	0.042	-0.042	-0.02	0.022	-0.001
13	-0.011	-0.021	0.057	0.012	-0.001	0	-0.034	0.005	0.018	-0.025	-0.026	0.044	0.038	0.008	0.058	-0.015	0.039	0.004	-0.036	-0.051	-0.03	-0.02	-0.002	0.003	-0.096	0.005	0.001	-0.039	-0.008	0.048	0.054
14	0.002	0.014	0.036	0.011	0.05	-0.053	-0.026	-0.014	0	-0.005	0.003	0.021	0.008	0.033	-0.011	0.102	-0.001	-0.054	-0.017	0	0.063	0.032	0.002	0	-0.039	0.01	0.064	0.012	-0.033	-0.001	-0.035
15	-0.004	-0.051	0.067	0.002	-0.047	0.03	-0.058	0.016	0.023	-0.042	-0.049	0.071	0.058	-0.011	0.114	-0.098	0.08	0.057	-0.048	-0.113	-0.109	-0.056	-0.006	0.005	-0.135	0.001	-0.042	-0.079	0.013	0.07	0.098
16	0.048	0.064	0.057	0.008	0.166	-0.207	-0.088	-0.064	-0.012	0.002	0.041	0.038	-0.015	0.102	-0.098	0.39	-0.035	-0.178	-0.029	0.017	0.244	0.139	0.008	-0.006	0	0.034	0.256	0.087	-0.106	-0.091	-0.228
17	0.024	-0.038	0.045	-0.013	-0.034	-0.007	-0.074	0.003	0	-0.036	-0.032	0.067	0.039	-0.001	0.08	-0.035	0.072	0.041	-0.027	-0.115	-0.074	-0.025	-0.005	0.003	-0.094	0.004	-0.01	-0.051	0.003	0.021	0.021
18	0.017	-0.042	-0.041	-0.03	-0.099	0.076	-0.001	0.023	-0.006	-0.009	-0.021	0.002	0.004	-0.054	0.057	-0.178	0.041	0.111	0.015	-0.065	-0.139	-0.06	-0.006	0.002	0.021	-0.014	-0.106	-0.043	0.055	0.003	0.054
19	0.011	0.013	-0.064	-0.009	-0.024	0.028	0.038	0.001	-0.015	0.017	0.023	-0.048	-0.036	-0.017	-0.048	-0.029	-0.027	0.015	0.068	0.036	-0.003	0.006	0.001	-0.002	0.09	-0.009	-0.045	0.031	0.02	-0.044	-0.04
20	-0.068	0.057	-0.056	0.035	0.051	0.04	0.142	0.007	-0.001	0.059	0.042	-0.109	-0.051	0	-0.113	0.017	-0.115	-0.065	0.036	0.203	0.104	0.022	0.007	-0.002	0.108	-0.01	-0.019	0.066	-0.001	0.01	0.031
21	-0.005	0.064	0.013	0.023	0.126	-0.107	0.012	-0.035	-0.007	0.027	0.043	-0.026	-0.03	0.063	-0.109	0.244	-0.074	-0.139	-0.003	0.104	0.196	0.093	0.008	-0.004	0.043	0.016	0.146	0.081	-0.066	-0.046	-0.119
22	0.023	0.029	-0.005	-0.004	0.055	-0.072	-0.02	-0.024	-0.017	0.01	0.024	-0.003	-0.02	0.032	-0.056	0.139	-0.025	-0.06	0.006	0.022	0.093	0.056	0.003	-0.003	0.036	0.01	0.085	0.045	-0.033	-0.052	-0.103
23	-0.001	0.003	-0.001	0.002	0.005	-0.002	0.003	-0.001	0.002	0.002	0.002	-0.004	-0.002	0.002	-0.006	0.008	-0.005	-0.006	0.001	0.007	0.008	0.003	0.001	0	0.005	0	0.005	0.004	-0.002	-0.002	-0.004
24	-0.003	-0.002	0.004	0.002	-0.001	0.003	0	0.001	0.002	-0.002	-0.002	0.002	0.003	0	0.005	-0.006	0.003	0.002	-0.002	-0.002	-0.004	-0.003	0	0	-0.008	0	-0.004	-0.004	0.001	0.006	0.009
25	0.041	0.041	-0.158	-0.041	-0.021	0.012	0.078	-0.011	-0.02	0.056	0.063	-0.114	-0.096	-0.039	-0.135	0	-0.094	0.021	0.09	0.108	0.043	0.036	0.005	-0.008	0.283	-0.014	-0.003	0.093	0.035	-0.141	-0.143
26	0.005	0.002	0.013	0.001	0.014	-0.021	-0.016	-0.006	0.001	-0.004	-0.001	0.012	0.005	0.01	0.001	0.034	0.004	-0.014	-0.009	-0.01	0.016	0.01	0	0	-0.014	0.004	0.026	0.001	-0.011	-0.003	-0.016
27	0.042	0.031	0.051	0	0.105	-0.147	-0.082	-0.045	0.014	-0.009	0.018	0.042	0.001	0.064	-0.042	0.256	-0.01	-0.106	-0.045	-0.019	0.146	0.085	0.005	-0.004	-0.003	0.026	0.195	0.044	-0.069	-0.064	-0.153
28	0.011	0.035	-0.043	-0.004	0.037	-0.034	0.026	-0.016	-0.016	0.026	0.034	-0.042	-0.039	0.012	-0.079	0.087	-0.051	-0.043	0.031	0.066	0.081	0.045	0.004	-0.004	0.093	0.001	0.044	0.056	-0.013	-0.057	-0.086
29	-0.002	-0.014	-0.036	-0.011	-0.052	0.055	0.026	0.015	-0.002	0.005	-0.004	-0.02	-0.008	-0.033	0.013	-0.106	0.003	0.055	0.02	-0.001	-0.066	-0.033	-0.002	0.001	0.035	-0.011	-0.069	-0.013	0.034	0.002	0.037
30	-0.069	-0.021	0.071	0.041	-0.005	0.06	0.029	0.027	0.025	-0.014	-0.036	0.022	0.048	-0.001	0.07	-0.091	0.021	0.003	-0.044	0.01	-0.046	-0.052	-0.002	0.006	-0.141	-0.003	-0.064	-0.057	0.002	0.122	0.169
31	-0.103	-0.038	0.056	0.048	-0.052	0.14	0.079	0.052	0.038	-0.01	-0.049	-0.001	0.054	-0.035	0.098	-0.228	0.021	0.054	-0.04	0.031	-0.119	-0.103	-0.004	0.009	-0.143	-0.016	-0.153	-0.086	0.037	0.169	0.27
