feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t41	2.184	-1.149	1.571	1.775	-1.533	-0.763	0.661	-0.67	1.373	-1.171	0.733	-0.75	2.219	0.703	-0.423	0.625	0.402	-0.828	2.031	-1.416	-2.81	-0.24	-0.43	-1.603	-2.445	-0.116	-0.397	1.192	0.124	1.139
t18	2.212	-0.908	1.54	2.137	-1.693	-0.754	0.902	-0.851	1.64	-1.353	0.431	-0.711	2.33	0.408	-0.3	0.44	0.204	-1.129	2.201	-1.395	-2.947	-0.538	-0.396	-1.625	-2.272	0.048	-0.369	1.074	0.374	1.288
t59	2.201	-1.013	1.556	2.027	-1.62	-0.755	0.791	-0.868	1.525	-1.269	0.573	-0.725	2.276	0.538	-0.357	0.522	0.295	-0.991	2.126	-1.402	-2.883	-0.411	-0.413	-1.612	-2.357	-0.004	-0.379	1.127	0.258	1.236
t187	2.213	-0.948	1.551	2.21	-1.66	-0.75	0.847	-1.076	1.611	-1.312	0.504	-0.711	2.295	0.463	-0.332	0.474	0.25	-1.063	2.168	-1.395	-2.914	-0.498	-0.409	-1.614	-2.329	0.072	-0.368	1.095	0.312	1.301
t127	2.203	-1.024	1.559	2.051	-1.612	-0.755	0.776	-0.932	1.523	-1.258	0.59	-0.726	2.265	0.555	-0.367	0.531	0.307	-0.973	2.117	-1.403	-2.875	-0.402	-0.417	-1.61	-2.373	0	-0.379	1.132	0.241	1.246
t102	2.192	-1.072	1.561	1.896	-1.583	-0.76	0.737	-0.74	1.454	-1.228	0.639	-0.737	2.254	0.609	-0.384	0.567	0.339	-0.922	2.085	-1.409	-2.853	-0.336	-0.419	-1.61	-2.39	-0.063	-0.388	1.155	0.203	1.19
t190	2.134	-1.561	1.63	1.259	-1.25	-0.773	0.233	-0.575	0.903	-0.848	1.278	-0.81	2.017	1.212	-0.644	0.948	0.754	-0.29	1.735	-1.45	-2.563	0.266	-0.493	-1.557	-2.76	-0.356	-0.44	1.399	-0.322	0.916
t174	2.192	-1.111	1.572	1.962	-1.551	-0.755	0.684	-0.951	1.42	-1.188	0.711	-0.737	2.222	0.662	-0.414	0.6	0.384	-0.857	2.054	-1.409	-2.821	-0.296	-0.431	-1.598	-2.444	-0.04	-0.387	1.176	0.144	1.198
t126	2.147	-1.444	1.612	1.387	-1.331	-0.771	0.357	-0.565	1.036	-0.941	1.121	-0.794	2.077	1.067	-0.579	0.855	0.652	-0.446	1.82	-1.441	-2.635	0.125	-0.474	-1.571	-2.667	-0.295	-0.429	1.339	-0.193	0.971
t180	2.099	-1.788	1.651	0.738	-1.107	-0.789	0.025	-0.068	0.633	-0.692	1.533	-0.855	1.931	1.481	-0.746	1.117	0.923	-0.03	1.581	-1.475	-2.448	0.562	-0.515	-1.547	-2.885	-0.576	-0.475	1.508	-0.532	0.727
t14	2.256	-0.587	1.5	2.683	-1.906	-0.74	1.218	-1.205	2.018	-1.592	0.031	-0.658	2.469	0.018	-0.141	0.193	-0.056	-1.529	2.427	-1.365	-3.128	-0.944	-0.355	-1.653	-2.057	0.289	-0.329	0.915	0.699	1.506
t76	2.289	-0.302	1.459	3.015	-2.101	-0.734	1.516	-1.226	2.337	-1.816	-0.349	-0.618	2.612	-0.334	0.013	-0.03	-0.302	-1.9	2.632	-1.342	-3.3	-1.292	-0.31	-1.686	-1.833	0.443	-0.3	0.773	1.011	1.657
t71	2.241	-0.696	1.515	2.492	-1.833	-0.744	1.111	-1.08	1.888	-1.51	0.17	-0.675	2.423	0.15	-0.193	0.277	0.033	-1.394	2.35	-1.374	-3.066	-0.803	-0.368	-1.642	-2.13	0.21	-0.342	0.97	0.589	1.426
t159	2.102	-1.842	1.667	0.848	-1.061	-0.783	-0.05	-0.384	0.59	-0.634	1.633	-0.855	1.885	1.559	-0.79	1.166	0.987	0.066	1.536	-1.475	-2.401	0.614	-0.533	-1.531	-2.962	-0.546	-0.472	1.538	-0.616	0.752
t16	2.206	-0.963	1.546	2.037	-1.657	-0.757	0.849	-0.775	1.583	-1.313	0.495	-0.721	2.305	0.476	-0.327	0.481	0.247	-1.064	2.163	-1.4	-2.918	-0.469	-0.403	-1.622	-2.309	0.003	-0.376	1.1	0.319	1.251
t141	2.196	-1.044	1.559	1.96	-1.601	-0.758	0.763	-0.803	1.49	-1.248	0.608	-0.731	2.264	0.575	-0.371	0.545	0.319	-0.956	2.104	-1.406	-2.867	-0.371	-0.416	-1.611	-2.375	-0.033	-0.384	1.142	0.228	1.211
t60	2.19	-1.109	1.569	1.903	-1.556	-0.758	0.693	-0.831	1.419	-1.195	0.697	-0.74	2.23	0.657	-0.408	0.597	0.376	-0.868	2.057	-1.41	-2.827	-0.293	-0.427	-1.602	-2.43	-0.063	-0.389	1.174	0.155	1.182
t185	2.178	-1.227	1.587	1.776	-1.475	-0.76	0.569	-0.842	1.292	-1.101	0.857	-0.756	2.17	0.803	-0.472	0.688	0.479	-0.715	1.972	-1.419	-2.755	-0.15	-0.447	-1.588	-2.526	-0.122	-0.401	1.232	0.024	1.118
t170	2.086	-1.943	1.678	0.678	-0.995	-0.788	-0.15	-0.284	0.469	-0.56	1.759	-0.872	1.84	1.678	-0.84	1.242	1.067	0.189	1.465	-1.485	-2.345	0.741	-0.547	-1.523	-3.031	-0.618	-0.486	1.587	-0.719	0.68
t86	2.16	-1.366	1.604	1.554	-1.381	-0.766	0.429	-0.718	1.131	-0.997	1.028	-0.78	2.105	0.974	-0.545	0.797	0.592	-0.537	1.874	-1.433	-2.676	0.023	-0.466	-1.577	-2.62	-0.225	-0.418	1.302	-0.119	1.042
