V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t41	0.141	0.004	0.084	0.05	0.005	0.008	0.023	0.014	0.043	0.007	0.054	0.007	0.132	0.053	0.009	0.041	0.033	0.011	0.099	0.004	0.001	0.021	0.01	0.003	0.001	0.011	0.011	0.066	0.013	0.04
t18	0.098	0.008	0.042	0.215	0.001	0.005	0.048	0.003	0.107	0.002	0.007	0.005	0.139	0.007	0.01	0.009	0.007	0.001	0.143	0.003	0	0.003	0.007	0.002	0.002	0.016	0.007	0.021	0.029	0.053
t59	0.108	0.007	0.049	0.203	0.002	0.005	0.042	0.003	0.095	0.002	0.01	0.006	0.138	0.01	0.01	0.012	0.01	0.002	0.137	0.003	0	0.004	0.008	0.002	0.002	0.017	0.008	0.026	0.025	0.054
t187	0.1	0.007	0.045	0.25	0.001	0.005	0.04	0.002	0.096	0.002	0.009	0.006	0.127	0.008	0.009	0.011	0.009	0.002	0.129	0.003	0	0.003	0.007	0.002	0.001	0.017	0.008	0.023	0.024	0.054
t127	0.111	0.007	0.051	0.2	0.002	0.006	0.04	0.003	0.092	0.002	0.011	0.006	0.137	0.011	0.01	0.013	0.011	0.002	0.134	0.003	0	0.004	0.008	0.002	0.001	0.016	0.008	0.028	0.024	0.055
t102	0.141	0.004	0.079	0.069	0.004	0.007	0.028	0.011	0.054	0.006	0.04	0.007	0.142	0.039	0.01	0.034	0.027	0.008	0.112	0.004	0.001	0.015	0.01	0.003	0.001	0.013	0.011	0.057	0.016	0.045
t190	0.135	0.003	0.086	0.047	0.005	0.008	0.017	0.009	0.032	0.008	0.077	0.007	0.112	0.07	0.008	0.049	0.041	0.016	0.081	0.004	0.001	0.027	0.01	0.004	0.001	0.01	0.01	0.073	0.01	0.037
t174	0.119	0.006	0.059	0.179	0.002	0.006	0.036	0.003	0.08	0.003	0.017	0.006	0.138	0.016	0.01	0.017	0.014	0.003	0.128	0.003	0.001	0.006	0.009	0.002	0.001	0.017	0.009	0.034	0.021	0.054
t126	0.123	0.002	0.085	0.025	0.006	0.007	0.012	0.013	0.021	0.01	0.108	0.006	0.092	0.099	0.006	0.06	0.051	0.022	0.061	0.003	0.002	0.039	0.009	0.003	0.001	0.008	0.009	0.081	0.007	0.028
t180	0.036	0	0.037	0.001	0.006	0.002	0.001	0.037	0.001	0.011	0.25	0.002	0.018	0.228	0.001	0.07	0.062	0.053	0.008	0.001	0.001	0.098	0.003	0.001	0	0.001	0.003	0.063	0.001	0.004
t14	0.055	0.008	0.02	0.403	0	0.003	0.048	0.001	0.126	0	0.001	0.003	0.094	0.001	0.007	0.003	0.002	0	0.118	0.001	0	0.001	0.004	0.001	0.001	0.014	0.004	0.007	0.029	0.044
t76	0.064	0.008	0.024	0.336	0	0.003	0.052	0.001	0.131	0.001	0.002	0.004	0.109	0.002	0.008	0.004	0.003	0	0.131	0.002	0	0.001	0.005	0.001	0.002	0.015	0.005	0.009	0.032	0.047
t71	0.06	0.008	0.022	0.355	0	0.003	0.052	0.001	0.131	0.001	0.002	0.003	0.105	0.002	0.008	0.003	0.002	0	0.129	0.002	0	0.001	0.004	0.001	0.001	0.015	0.004	0.008	0.032	0.045
t159	0.13	0.002	0.086	0.035	0.006	0.007	0.014	0.01	0.026	0.009	0.093	0.007	0.101	0.085	0.007	0.055	0.047	0.019	0.07	0.004	0.002	0.033	0.009	0.004	0.001	0.009	0.01	0.078	0.008	0.033
t16	0.13	0.006	0.065	0.111	0.002	0.007	0.038	0.008	0.079	0.003	0.019	0.007	0.153	0.019	0.011	0.021	0.016	0.004	0.135	0.004	0.001	0.008	0.01	0.003	0.002	0.015	0.01	0.04	0.023	0.051
t141	0.135	0.005	0.071	0.1	0.003	0.007	0.034	0.008	0.069	0.004	0.026	0.007	0.149	0.025	0.011	0.025	0.02	0.005	0.127	0.004	0.001	0.01	0.01	0.003	0.001	0.014	0.01	0.046	0.02	0.05
t60	0.112	0.007	0.052	0.185	0.002	0.006	0.042	0.003	0.093	0.002	0.011	0.006	0.142	0.011	0.01	0.013	0.01	0.002	0.138	0.003	0	0.004	0.008	0.002	0.002	0.016	0.008	0.028	0.025	0.054
t185	0.127	0.002	0.086	0.036	0.006	0.007	0.012	0.008	0.024	0.01	0.103	0.007	0.094	0.091	0.006	0.057	0.049	0.021	0.065	0.004	0.002	0.035	0.009	0.004	0.001	0.009	0.01	0.079	0.007	0.031
t170	0.029	0	0.031	0.001	0.006	0.002	0.001	0.01	0.001	0.011	0.292	0.001	0.012	0.242	0.001	0.067	0.063	0.06	0.005	0.001	0.001	0.097	0.002	0.001	0	0.001	0.002	0.056	0	0.003
t86	0.089	0.001	0.071	0.01	0.007	0.005	0.005	0.011	0.009	0.012	0.176	0.005	0.053	0.154	0.004	0.072	0.064	0.036	0.031	0.003	0.002	0.06	0.006	0.003	0	0.004	0.007	0.083	0.003	0.016
t28	0.139	0.005	0.075	0.086	0.003	0.007	0.031	0.009	0.061	0.005	0.032	0.007	0.145	0.032	0.01	0.029	0.023	0.007	0.12	0.004	0.001	0.012	0.01	0.003	0.001	0.014	0.01	0.051	0.018	0.048
t9	0.135	0.003	0.086	0.054	0.005	0.008	0.016	0.007	0.033	0.008	0.079	0.007	0.108	0.071	0.008	0.049	0.042	0.016	0.079	0.004	0.001	0.027	0.01	0.004	0.001	0.011	0.01	0.073	0.009	0.038
