V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.027	0.087	0.01	0.119	-0.027	0.021	0.088	-0.027	0.096	-0.034	-0.069	0.029	0.05	-0.065	0.054	-0.034	-0.038	-0.068	0.067	0.025	-0.021	-0.066	0.028	0.012	0.068	0.064	0.026	-0.015	0.09	0.06	-0.059
2	0.087	0.279	0.031	0.382	-0.088	0.067	0.281	-0.086	0.31	-0.108	-0.22	0.094	0.162	-0.21	0.173	-0.111	-0.123	-0.219	0.215	0.079	-0.067	-0.213	0.091	0.038	0.218	0.206	0.085	-0.049	0.289	0.192	-0.191
3	0.01	0.031	0.003	0.042	-0.01	0.007	0.031	-0.009	0.034	-0.012	-0.024	0.01	0.018	-0.023	0.019	-0.012	-0.013	-0.024	0.024	0.009	-0.007	-0.023	0.01	0.004	0.024	0.023	0.009	-0.005	0.032	0.021	-0.021
4	0.119	0.382	0.042	0.525	-0.121	0.092	0.384	-0.123	0.424	-0.147	-0.301	0.129	0.221	-0.287	0.236	-0.151	-0.168	-0.299	0.294	0.108	-0.092	-0.292	0.124	0.052	0.297	0.283	0.116	-0.068	0.395	0.263	-0.262
5	-0.027	-0.088	-0.01	-0.121	0.028	-0.021	-0.089	0.027	-0.098	0.034	0.07	-0.03	-0.051	0.066	-0.055	0.035	0.039	0.069	-0.068	-0.025	0.021	0.067	-0.029	-0.012	-0.069	-0.065	-0.027	0.016	-0.091	-0.061	0.06
6	0.021	0.067	0.007	0.092	-0.021	0.016	0.068	-0.021	0.075	-0.026	-0.053	0.023	0.039	-0.051	0.042	-0.027	-0.03	-0.053	0.052	0.019	-0.016	-0.051	0.022	0.009	0.052	0.05	0.02	-0.012	0.07	0.046	-0.046
7	0.088	0.281	0.031	0.384	-0.089	0.068	0.284	-0.086	0.312	-0.109	-0.222	0.095	0.163	-0.211	0.174	-0.111	-0.124	-0.221	0.217	0.08	-0.068	-0.215	0.091	0.039	0.219	0.208	0.085	-0.05	0.292	0.193	-0.192
8	-0.027	-0.086	-0.009	-0.123	0.027	-0.021	-0.086	0.038	-0.096	0.033	0.067	-0.029	-0.049	0.065	-0.053	0.034	0.038	0.067	-0.066	-0.024	0.021	0.066	-0.027	-0.012	-0.066	-0.065	-0.026	0.016	-0.088	-0.06	0.06
9	0.096	0.31	0.034	0.424	-0.098	0.075	0.312	-0.096	0.344	-0.12	-0.245	0.105	0.18	-0.233	0.192	-0.123	-0.136	-0.243	0.239	0.088	-0.075	-0.236	0.101	0.043	0.241	0.229	0.094	-0.055	0.321	0.213	-0.212
10	-0.034	-0.108	-0.012	-0.147	0.034	-0.026	-0.109	0.033	-0.12	0.042	0.085	-0.036	-0.062	0.081	-0.067	0.043	0.047	0.085	-0.083	-0.03	0.026	0.082	-0.035	-0.015	-0.084	-0.08	-0.033	0.019	-0.112	-0.074	0.074
11	-0.069	-0.22	-0.024	-0.301	0.07	-0.053	-0.222	0.067	-0.245	0.085	0.174	-0.074	-0.128	0.166	-0.137	0.087	0.097	0.173	-0.17	-0.062	0.053	0.168	-0.072	-0.03	-0.172	-0.163	-0.067	0.039	-0.229	-0.151	0.151
12	0.029	0.094	0.01	0.129	-0.03	0.023	0.095	-0.029	0.105	-0.036	-0.074	0.032	0.055	-0.071	0.058	-0.037	-0.041	-0.074	0.073	0.027	-0.023	-0.072	0.031	0.013	0.073	0.07	0.029	-0.017	0.098	0.065	-0.064
13	0.05	0.162	0.018	0.221	-0.051	0.039	0.163	-0.049	0.18	-0.062	-0.128	0.055	0.094	-0.121	0.1	-0.064	-0.071	-0.127	0.125	0.046	-0.039	-0.123	0.053	0.022	0.126	0.119	0.049	-0.029	0.168	0.111	-0.111
14	-0.065	-0.21	-0.023	-0.287	0.066	-0.051	-0.211	0.065	-0.233	0.081	0.166	-0.071	-0.121	0.157	-0.13	0.083	0.092	0.165	-0.162	-0.059	0.051	0.16	-0.068	-0.029	-0.163	-0.155	-0.064	0.037	-0.217	-0.144	0.143
15	0.054	0.173	0.019	0.236	-0.055	0.042	0.174	-0.053	0.192	-0.067	-0.137	0.058	0.1	-0.13	0.107	-0.069	-0.076	-0.136	0.133	0.049	-0.042	-0.132	0.056	0.024	0.135	0.128	0.053	-0.031	0.18	0.119	-0.118
