V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t20	0.014	0.045	0.005	0.007	0.013	0.005	0.007	0.069	0.007	0.152	0.066	0.132	0.036	0.003	0.003	0.012	0.028	0.024	0.086	0.049	0.009	0.02	0.055	0.009	0.002	0.012	0.075	0.015	0.024	0.018
t93	0.052	0.067	0.005	0.009	0.07	0.006	0.008	0.061	0.065	0.023	0.175	0.027	0.016	0	0.003	0.033	0.008	0.013	0.029	0.039	0.007	0.071	0.036	0.004	0.007	0.009	0.044	0.017	0.073	0.022
t108	0.016	0.034	0.019	0.034	0.066	0.003	0.002	0.162	0.009	0.058	0.125	0.068	0.05	0.002	0.005	0.02	0.005	0.015	0.09	0.048	0.007	0.001	0.049	0.009	0.009	0.012	0.022	0.008	0.028	0.022
t144	0.04	0.023	0.011	0.026	0.232	0.003	0.013	0.055	0.119	0.003	0.247	0.002	0.009	0	0.004	0.036	0.001	0.005	0.009	0.019	0.003	0.025	0.015	0.002	0.02	0.004	0.006	0.01	0.047	0.009
t114	0.085	0.062	0.003	0.004	0.116	0.005	0.003	0.041	0.143	0.011	0.206	0.011	0.007	0	0.003	0.042	0.003	0.005	0.013	0.025	0.004	0.03	0.02	0.002	0.009	0.005	0.016	0.006	0.104	0.017
t133	0.028	0.021	0.02	0.061	0.209	0.003	0.04	0.076	0.069	0.007	0.217	0.003	0.015	0	0.005	0.035	0.001	0.009	0.014	0.024	0.004	0.024	0.02	0.003	0.021	0.005	0.006	0.019	0.032	0.009
t33	0.037	0.074	0.003	0.003	0.031	0.007	0.02	0.05	0.037	0.097	0.101	0.04	0.013	0.001	0.003	0.027	0.02	0.015	0.033	0.042	0.007	0.152	0.038	0.004	0.003	0.009	0.047	0.02	0.053	0.014
t91	0.003	0.017	0.012	0.022	0.006	0.002	0.008	0.097	0.001	0.11	0.03	0.136	0.078	0.007	0.003	0.005	0.026	0.043	0.135	0.04	0.007	0.014	0.055	0.013	0.001	0.011	0.065	0.035	0.005	0.012
t170	0.021	0.04	0.013	0.022	0.049	0.005	0.028	0.092	0.023	0.034	0.136	0.035	0.034	0.001	0.004	0.023	0.011	0.028	0.05	0.048	0.008	0.093	0.05	0.007	0.005	0.012	0.039	0.038	0.032	0.018
t57	0.003	0.009	0.033	0.191	0.017	0.001	0.077	0.109	0.002	0.013	0.055	0.029	0.083	0.004	0.004	0.006	0.007	0.047	0.073	0.032	0.005	0.025	0.043	0.009	0.003	0.009	0.021	0.071	0.005	0.011
t191	0.012	0.027	0.024	0.038	0.064	0.004	0.052	0.121	0.015	0.064	0.126	0.021	0.038	0.002	0.006	0.024	0.007	0.027	0.05	0.046	0.008	0.053	0.046	0.008	0.007	0.011	0.019	0.047	0.022	0.012
t3	0	0.002	0.016	0.06	0	0	0.003	0.063	0	0.02	0.003	0.206	0.167	0.026	0.001	0	0.019	0.068	0.18	0.015	0.003	0.004	0.032	0.013	0	0.005	0.047	0.041	0	0.005
t76	0.022	0.03	0.023	0.051	0.1	0.004	0.02	0.114	0.031	0.016	0.185	0.016	0.035	0.001	0.006	0.026	0.004	0.021	0.04	0.041	0.007	0.034	0.041	0.006	0.012	0.01	0.022	0.033	0.031	0.017
