feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t88	0.449	-2.589	-2.043	-0.905	-0.087	0.092	0.477	0.042	1.44	-0.301	-0.91	-0.949	-1.28	0.056	1.181	1.137	0.052	1.157	1.264	0.978	0.827	-0.492	0.028	0.817	1.239	-0.956	-0.444	1.057	-0.97	-0.37
t133	0.522	-2.666	-1.925	-0.969	-0.187	0.167	0.532	0.108	1.597	-0.344	-0.912	-1.063	-1.352	0.027	1.104	1.095	0.043	1.215	1.355	1.12	0.929	-0.544	-0.036	0.901	1.155	-1.034	-0.504	1.11	-0.988	-0.462
t155	0.455	-2.586	-2.092	-0.905	-0.093	0.091	0.481	0.047	1.45	-0.302	-0.909	-0.944	-1.283	0.056	1.179	1.135	0.053	1.162	1.27	0.988	0.833	-0.493	0.023	0.823	1.235	-0.95	-0.448	1.061	-0.97	-0.372
t194	-0.013	-2.283	-1.68	-0.604	0.457	-0.254	0.14	-0.357	0.531	-0.095	-0.922	-0.451	-0.907	0.186	1.583	1.36	0.074	0.81	0.733	0.159	0.235	-0.276	0.417	0.323	1.676	-0.647	-0.125	0.738	-0.904	0.089
t17	0.309	-2.496	-1.942	-0.812	0.08	-0.015	0.374	-0.08	1.162	-0.237	-0.914	-0.798	-1.166	0.096	1.305	1.206	0.059	1.051	1.102	0.728	0.646	-0.423	0.147	0.665	1.373	-0.86	-0.346	0.959	-0.949	-0.229
t63	0.011	-2.335	-1.504	-0.64	0.414	-0.204	0.161	-0.332	0.595	-0.118	-0.924	-0.523	-0.939	0.171	1.546	1.343	0.068	0.832	0.769	0.215	0.278	-0.309	0.399	0.358	1.64	-0.715	-0.149	0.759	-0.914	0.043
t100	0.389	-2.558	-1.95	-0.874	-0.022	0.06	0.436	-0.007	1.333	-0.28	-0.912	-0.897	-1.238	0.068	1.226	1.163	0.053	1.115	1.2	0.881	0.758	-0.473	0.079	0.759	1.287	-0.929	-0.406	1.019	-0.964	-0.322
t108	0.192	-2.462	-1.586	-0.765	0.193	-0.064	0.294	-0.174	0.959	-0.204	-0.922	-0.724	-1.093	0.114	1.381	1.25	0.056	0.97	0.98	0.545	0.515	-0.401	0.244	0.555	1.459	-0.83	-0.281	0.886	-0.945	-0.147
t38	-0.294	-2.093	-1.507	-0.418	0.794	-0.461	-0.065	-0.6	-0.025	0.033	-0.926	-0.146	-0.676	0.269	1.831	1.5	0.089	0.599	0.408	-0.343	-0.125	-0.142	0.66	0.023	1.947	-0.469	0.074	0.545	-0.861	0.372
t27	0.569	-2.657	-2.211	-0.976	-0.222	0.173	0.564	0.145	1.671	-0.35	-0.905	-1.065	-1.372	0.026	1.084	1.083	0.049	1.247	1.4	1.186	0.977	-0.541	-0.075	0.943	1.131	-1.031	-0.523	1.139	-0.984	-0.482
