feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t156	-0.396	-2.039	0.403	-0.003	-2.188	0.896	0.317	-1.523	-0.222	0.279	1.002	0.809	1.085	-0.265	1.529	2.359	0.178	0.677	1.19	-0.103	-1.25	-0.355	-0.051	-0.61	-1.886	0.836	0.41	0.455	0.344	-1.911
t34	-0.163	-1.329	0.563	0.319	-2.248	0.508	-0.105	-2.09	0.868	0.631	2.32	0.318	0.463	-0.188	1.583	2.55	0.507	0.064	0.826	-0.334	-0.912	-0.782	0.464	-1.163	-2.221	1.152	-0.64	-0.27	0.347	-1.078
t87	-0.951	-1.489	-0.028	-0.489	-2.505	1.075	0.36	-1.244	1.146	-0.211	1.914	1.188	1.385	-0.514	1.236	1.518	0.9	0.739	1.487	-0.687	-0.996	-0.215	-0.538	-0.994	-1.682	0.304	1.172	0.77	0.159	-2.864
t157	-0.404	-1.837	0.392	0.014	-2.232	0.834	0.234	-1.611	0.14	0.302	1.366	0.746	0.988	-0.274	1.51	2.314	0.319	0.557	1.145	-0.21	-1.154	-0.429	0.006	-0.763	-1.934	0.847	0.271	0.337	0.326	-1.836
t84	-0.613	-1.904	0.236	-0.203	-2.296	0.993	0.368	-1.375	0.171	0.075	1.214	0.985	1.245	-0.36	1.42	2.044	0.407	0.751	1.327	-0.291	-1.188	-0.269	-0.268	-0.7	-1.785	0.62	0.77	0.628	0.278	-2.32
t124	-0.026	-1.589	0.672	0.424	-2.144	0.505	-0.063	-2.1	0.309	0.733	1.871	0.268	0.454	-0.123	1.664	2.78	0.245	0.126	0.784	-0.127	-1.034	-0.768	0.543	-0.974	-2.239	1.272	-0.733	-0.27	0.402	-0.899
t107	-0.945	-1.558	-0.023	-0.493	-2.489	1.096	0.388	-1.215	1.02	-0.216	1.789	1.208	1.417	-0.509	1.243	1.537	0.851	0.779	1.501	-0.648	-1.028	-0.191	-0.555	-0.941	-1.666	0.302	1.216	0.808	0.167	-2.886
t193	0.009	-1.437	0.695	0.478	-2.163	0.431	-0.146	-2.207	0.554	0.793	2.152	0.178	0.335	-0.113	1.669	2.8	0.325	0.005	0.717	-0.186	-0.961	-0.85	0.636	-1.092	-2.302	1.324	-0.926	-0.408	0.399	-0.753
t7	-0.462	-1.505	0.342	-0.002	-2.321	0.762	0.121	-1.714	0.769	0.294	1.957	0.689	0.874	-0.308	1.46	2.179	0.579	0.392	1.106	-0.409	-0.998	-0.522	0.046	-1.011	-1.986	0.819	0.137	0.197	0.285	-1.809
t93	-0.394	-1.577	0.394	0.057	-2.282	0.741	0.118	-1.746	0.592	0.353	1.837	0.644	0.839	-0.277	1.496	2.282	0.487	0.388	1.071	-0.336	-1.032	-0.537	0.104	-0.96	-2.01	0.884	0.047	0.161	0.308	-1.694
