feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t146	-0.393	0.833	-0.337	0.991	-0.012	0.266	0.562	-0.62	0.853	-0.358	-0.484	0.533	-1.005	0.971	1.625	0.956	0.435	-0.017	-1.066	0.38	-0.13	-1.084	1.172	-0.228	0.976	0.186	-1.054	-1.086	-0.549	-2.323
t13	-0.136	0.53	-0.331	1.172	-0.083	0.59	1.047	-0.439	0.961	-0.233	-0.583	0.688	-1.143	0.744	1.273	0.978	0.311	-0.181	-1.157	0.082	-0.355	-1.155	1.051	-0.261	0.892	0.354	-0.84	-0.977	-0.635	-2.164
t165	-0.211	0.789	-0.506	1.018	-0.157	0.607	0.886	-0.423	0.919	-0.041	-0.631	0.886	-1.251	0.387	1.223	0.653	0.201	-0.358	-0.713	0.698	-0.283	-1.134	1.046	-0.243	0.684	0.667	-0.71	-1.027	-0.842	-2.142
t100	-0.209	0.672	-0.282	1.173	0.053	0.312	0.677	-0.577	0.935	-0.469	-0.504	0.366	-0.766	1.397	1.586	1.224	0.451	0.121	-1.638	-0.452	-0.235	-1.158	1.119	-0.246	1.298	-0.132	-1.096	-1.011	-0.347	-2.272
t131	-0.759	1.329	-0.395	0.708	0.076	-0.185	-0.17	-0.869	0.697	-0.491	-0.362	0.35	-0.805	1.248	2.11	0.86	0.579	0.183	-0.878	0.884	0.202	-0.986	1.336	-0.177	1.079	-0.001	-1.324	-1.249	-0.465	-2.534
t1	-0.425	0.973	-0.361	0.975	0.051	0.125	0.322	-0.684	0.84	-0.447	-0.46	0.388	-0.777	1.297	1.776	1.033	0.48	0.118	-1.296	0.131	-0.057	-1.093	1.198	-0.217	1.194	-0.041	-1.16	-1.108	-0.42	-2.365
t161	-0.645	1.203	-0.334	0.835	0.127	-0.17	-0.093	-0.851	0.749	-0.592	-0.363	0.215	-0.638	1.561	2.103	1.067	0.609	0.295	-1.282	0.304	0.135	-1.031	1.309	-0.19	1.302	-0.241	-1.375	-1.199	-0.31	-2.512
t37	-0.314	0.73	-0.327	1.048	-0.031	0.364	0.711	-0.566	0.886	-0.325	-0.513	0.576	-1.054	0.912	1.521	0.974	0.398	-0.061	-1.101	0.278	-0.2	-1.105	1.136	-0.238	0.955	0.23	-0.993	-1.052	-0.571	-2.276
t90	-0.018	0.607	-0.4	1.248	-0.035	0.574	0.943	-0.419	1.008	-0.269	-0.619	0.575	-0.848	1.096	1.275	1.072	0.283	-0.091	-1.557	-0.476	-0.376	-1.22	1.009	-0.263	1.183	0.125	-0.853	-0.944	-0.5	-2.122
t32	-0.251	0.641	-0.312	1.105	-0.041	0.433	0.841	-0.528	0.913	-0.317	-0.529	0.59	-1.062	0.892	1.446	1.007	0.385	-0.082	-1.168	0.15	-0.257	-1.123	1.11	-0.249	0.955	0.236	-0.958	-1.023	-0.569	-2.243
