V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t146	0.021	0.039	0.017	0.076	0.021	0.051	0.085	0.017	0.064	0.023	0.013	0.06	0.006	0.033	0.075	0.054	0.031	0.017	0.012	0.044	0.017	0.008	0.069	0.019	0.044	0.049	0.012	0.009	0.011	0.003
t13	0.021	0.031	0.02	0.082	0.021	0.051	0.1	0.016	0.064	0.02	0.014	0.055	0.005	0.035	0.075	0.065	0.033	0.018	0.01	0.034	0.015	0.008	0.069	0.018	0.045	0.043	0.011	0.009	0.011	0.003
t165	0.021	0.044	0.012	0.061	0.016	0.062	0.087	0.018	0.059	0.032	0.01	0.089	0.004	0.013	0.048	0.029	0.022	0.01	0.022	0.096	0.014	0.007	0.057	0.017	0.026	0.089	0.017	0.008	0.006	0.003
t100	0.024	0.022	0.018	0.094	0.022	0.036	0.072	0.013	0.06	0.011	0.011	0.025	0.01	0.112	0.074	0.105	0.031	0.024	0.002	0.004	0.012	0.006	0.054	0.015	0.095	0.013	0.007	0.009	0.017	0.002
t131	0.005	0.121	0.009	0.02	0.017	0.009	0.007	0.006	0.026	0.011	0.012	0.027	0.006	0.036	0.197	0.023	0.03	0.018	0.019	0.201	0.03	0.007	0.075	0.015	0.033	0.024	0.004	0.004	0.008	0.001
t1	0.007	0.06	0.014	0.035	0.022	0.009	0.01	0.005	0.031	0.006	0.014	0.014	0.011	0.151	0.222	0.066	0.04	0.033	0.003	0.017	0.023	0.006	0.071	0.014	0.083	0.007	0.003	0.005	0.017	0.001
t161	0.005	0.09	0.011	0.024	0.02	0.006	0.005	0.004	0.025	0.006	0.013	0.012	0.012	0.145	0.262	0.046	0.036	0.031	0.004	0.026	0.027	0.006	0.069	0.013	0.077	0.007	0.002	0.004	0.014	0.001
t37	0.028	0.016	0.009	0.069	0.01	0.103	0.211	0.021	0.057	0.033	0.006	0.101	0.002	0.005	0.015	0.022	0.012	0.005	0.015	0.042	0.006	0.005	0.032	0.012	0.015	0.109	0.021	0.008	0.004	0.003
t90	0.048	0.012	0.01	0.12	0.013	0.099	0.225	0.022	0.072	0.021	0.006	0.05	0.006	0.029	0.016	0.054	0.013	0.009	0.002	0.002	0.005	0.004	0.028	0.012	0.052	0.031	0.016	0.01	0.008	0.004
t32	0.017	0.034	0.021	0.075	0.024	0.032	0.061	0.013	0.057	0.014	0.015	0.035	0.008	0.069	0.113	0.083	0.04	0.025	0.006	0.022	0.018	0.008	0.075	0.018	0.063	0.023	0.007	0.008	0.015	0.002
t144	0.001	0.039	0.008	0.01	0.013	0.001	0.001	0.001	0.009	0.001	0.008	0.002	0.009	0.294	0.337	0.047	0.03	0.033	0.001	0.005	0.017	0.003	0.042	0.006	0.068	0.001	0	0.001	0.014	0
t97	0.019	0.062	0.015	0.066	0.023	0.039	0.046	0.015	0.061	0.022	0.014	0.052	0.008	0.049	0.1	0.051	0.032	0.02	0.01	0.043	0.02	0.008	0.073	0.02	0.059	0.039	0.011	0.009	0.012	0.003
t40	0.043	0.001	0.001	0.055	0.002	0.151	0.575	0.015	0.027	0.014	0.001	0.04	0	0.001	0	0.006	0.001	0	0.001	0	0	0	0.003	0.002	0.005	0.032	0.017	0.004	0.001	0.002
t98	0.032	0.022	0.011	0.081	0.013	0.095	0.172	0.022	0.066	0.033	0.008	0.091	0.003	0.011	0.024	0.032	0.016	0.008	0.012	0.03	0.008	0.005	0.041	0.015	0.026	0.084	0.02	0.009	0.006	0.004
t200	0.005	0.067	0.011	0.027	0.02	0.006	0.005	0.004	0.025	0.005	0.012	0.009	0.013	0.191	0.241	0.057	0.036	0.033	0.002	0.012	0.022	0.005	0.063	0.012	0.09	0.005	0.002	0.004	0.016	0.001
t78	0.004	0.063	0.012	0.025	0.02	0.005	0.005	0.004	0.023	0.004	0.013	0.009	0.011	0.175	0.271	0.057	0.039	0.034	0.002	0.016	0.023	0.005	0.066	0.012	0.078	0.005	0.002	0.003	0.016	0.001
t62	0.024	0.044	0.016	0.083	0.023	0.043	0.062	0.016	0.065	0.019	0.013	0.044	0.01	0.068	0.083	0.068	0.031	0.021	0.005	0.016	0.016	0.007	0.065	0.018	0.076	0.028	0.01	0.009	0.014	0.003
t181	0.006	0.092	0.013	0.03	0.022	0.01	0.009	0.006	0.032	0.009	0.015	0.021	0.009	0.083	0.231	0.044	0.039	0.027	0.009	0.063	0.029	0.008	0.081	0.016	0.058	0.015	0.004	0.005	0.013	0.001
t56	0.013	0.048	0.018	0.053	0.02	0.034	0.05	0.013	0.051	0.02	0.015	0.055	0.004	0.027	0.109	0.046	0.034	0.018	0.02	0.114	0.021	0.009	0.079	0.019	0.034	0.05	0.009	0.007	0.009	0.002
t43	0.001	0.03	0.01	0.013	0.014	0.001	0.002	0.001	0.011	0.001	0.009	0.002	0.008	0.279	0.322	0.061	0.034	0.036	0.001	0.005	0.016	0.003	0.046	0.006	0.068	0.001	0	0.002	0.015	0
t74	0.006	0.059	0.017	0.033	0.022	0.01	0.012	0.006	0.031	0.007	0.016	0.017	0.008	0.094	0.246	0.061	0.046	0.031	0.007	0.047	0.026	0.008	0.084	0.015	0.056	0.012	0.003	0.005	0.015	0.001
t54	0.041	0.003	0.004	0.069	0.004	0.147	0.42	0.02	0.043	0.024	0.002	0.071	0.001	0.002	0.002	0.012	0.003	0.002	0.003	0.003	0.001	0.002	0.009	0.005	0.009	0.066	0.021	0.006	0.002	0.003
