feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t97	-1.46	0.839	0.756	0.23	0.494	0.478	-0.861	-0.836	1.078	0.261	0.852	1.754	-0.122	0.436	-1.43	-0.528	-0.704	-1.358	0.607	-1.577	0.456	0.849	-0.732	0.246	-0.469	1.044	0.571	-0.562	0.164	-0.479
t68	-1.388	0.848	0.809	0.245	0.597	0.462	-0.838	-0.79	1.06	0.255	0.848	1.746	-0.183	0.48	-1.461	-0.567	-0.699	-1.381	0.577	-1.632	0.451	0.846	-0.752	0.248	-0.462	1.04	0.559	-0.647	0.194	-0.469
t82	-1.253	0.981	0.874	-0.519	0.253	0.406	-1.317	-1.311	1.259	0.175	0.774	2.015	0.109	0.812	-1.366	-0.297	-0.975	-1.025	0.56	-1.57	0.446	1.164	-0.817	0.295	-0.881	1.052	1.102	-0.262	0.021	-0.708
t106	-1.464	0.929	0.723	-0.38	0.064	0.459	-1.264	-1.313	1.26	0.207	0.799	1.975	0.205	0.629	-1.311	-0.258	-0.929	-1.046	0.639	-1.444	0.46	1.101	-0.752	0.279	-0.812	1.061	1.012	-0.135	-0.016	-0.682
t143	-1.642	0.875	0.585	-0.142	-0.048	0.506	-1.123	-1.265	1.22	0.239	0.824	1.915	0.264	0.46	-1.285	-0.264	-0.871	-1.111	0.693	-1.359	0.472	1.026	-0.701	0.261	-0.744	1.065	0.902	-0.088	-0.021	-0.643
t135	-0.611	1.045	1.385	-0.388	1.264	0.266	-1.146	-0.805	1.104	0.138	0.756	1.91	-0.543	1.15	-1.643	-0.677	-0.87	-1.262	0.305	-2.076	0.399	1.082	-0.982	0.312	-0.688	1.011	0.887	-1.067	0.306	-0.569
t67	-0.147	1.122	1.734	-0.466	1.849	0.159	-1.122	-0.6	1.038	0.092	0.724	1.908	-0.896	1.466	-1.81	-0.867	-0.874	-1.338	0.125	-2.402	0.367	1.113	-1.113	0.335	-0.685	0.986	0.892	-1.516	0.456	-0.541
t35	-1.283	0.87	0.888	0.196	0.711	0.436	-0.857	-0.767	1.055	0.242	0.838	1.757	-0.249	0.56	-1.492	-0.596	-0.71	-1.383	0.539	-1.7	0.444	0.865	-0.782	0.255	-0.476	1.035	0.58	-0.727	0.218	-0.472
t86	-0.804	1.122	1.202	-1.081	0.51	0.286	-1.632	-1.459	1.346	0.091	0.706	2.176	-0.01	1.253	-1.434	-0.276	-1.138	-0.858	0.416	-1.785	0.417	1.373	-0.954	0.342	-1.104	1.041	1.415	-0.374	0.029	-0.824
t200	-1.321	0.896	0.847	-0.013	0.509	0.439	-0.998	-0.952	1.124	0.227	0.822	1.836	-0.104	0.604	-1.437	-0.485	-0.79	-1.266	0.564	-1.626	0.448	0.953	-0.779	0.265	-0.599	1.043	0.738	-0.54	0.143	-0.547
t112	-0.122	1.18	1.742	-0.852	1.632	0.14	-1.38	-0.87	1.15	0.057	0.692	2.039	-0.729	1.596	-1.746	-0.715	-1.005	-1.152	0.136	-2.341	0.367	1.261	-1.131	0.356	-0.875	0.995	1.148	-1.283	0.356	-0.657
t149	-0.99	0.862	1.141	0.48	1.348	0.38	-0.639	-0.339	0.92	0.248	0.853	1.619	-0.686	0.632	-1.663	-0.876	-0.567	-1.612	0.414	-1.981	0.42	0.721	-0.846	0.249	-0.233	1.009	0.295	-1.261	0.419	-0.323
t33	-0.483	1.271	1.408	-1.769	0.464	0.191	-2.033	-1.822	1.49	0.001	0.627	2.409	0.089	1.679	-1.425	-0.124	-1.381	-0.582	0.321	-1.874	0.399	1.663	-1.068	0.392	-1.471	1.041	1.888	-0.236	-0.056	-1.021
t98	-1.201	0.98	0.919	-0.474	0.362	0.396	-1.285	-1.237	1.238	0.176	0.776	1.992	0.031	0.824	-1.395	-0.344	-0.95	-1.063	0.539	-1.619	0.442	1.139	-0.828	0.294	-0.837	1.048	1.05	-0.354	0.054	-0.682
