V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t43	0.019	0.001	0.038	0.033	0.001	0.003	0.237	0.008	0.008	0.003	0.02	0.02	0.038	0.08	0.062	0.004	0.006	0.039	0.005	0.015	0.059	0.019	0.106	0.042	0.056	0.008	0.045	0.007	0.01	0.008
t20	0.022	0.009	0.041	0.026	0.002	0.005	0.263	0.014	0.011	0.004	0.022	0.006	0.011	0.053	0.056	0.006	0.006	0.045	0.006	0.018	0.049	0.015	0.079	0.037	0.11	0.012	0.029	0.017	0.015	0.011
t10	0.018	0.01	0.037	0.04	0.001	0.002	0.232	0.006	0.006	0.001	0.036	0.066	0.009	0.094	0.077	0.003	0.008	0.036	0.005	0.015	0.07	0.022	0.058	0.005	0.036	0.008	0.038	0.013	0.045	0.004
t58	0.024	0.03	0.048	0.019	0.002	0.008	0.269	0.023	0.016	0.009	0.007	0.052	0.04	0.023	0.029	0.014	0.006	0.053	0.004	0.021	0.034	0.012	0.047	0.119	0.034	0.016	0.012	0.008	0.014	0.005
t54	0.022	0.165	0.052	0.01	0.002	0.012	0.234	0.03	0.023	0.015	0.003	0.022	0.013	0.01	0.017	0.026	0.014	0.049	0.002	0.019	0.019	0.008	0.031	0.112	0.044	0.02	0.005	0.011	0.006	0.004
t16	0.024	0.002	0.055	0.017	0.003	0.007	0.285	0.02	0.023	0.011	0.013	0.004	0.022	0.028	0.039	0.016	0.003	0.052	0.005	0.021	0.036	0.012	0.071	0.042	0.104	0.017	0.036	0.016	0.007	0.01
t123	0.022	0.005	0.06	0.007	0.005	0.018	0.226	0.056	0.038	0.036	0.002	0.013	0.01	0.007	0.015	0.037	0.009	0.053	0.002	0.02	0.013	0.007	0.055	0.167	0.062	0.023	0.012	0.003	0.002	0.013
t191	0.017	0.001	0.038	0.016	0.002	0.003	0.199	0.013	0.012	0.005	0.018	0.001	0.012	0.038	0.038	0.006	0.003	0.034	0.005	0.014	0.034	0.01	0.084	0.128	0.202	0.009	0.03	0.015	0.001	0.013
t96	0.013	0.002	0.02	0.052	0	0.001	0.172	0.003	0.003	0.001	0.037	0.018	0.022	0.169	0.085	0.001	0.005	0.024	0.007	0.01	0.078	0.022	0.125	0.01	0.048	0.004	0.041	0.005	0.019	0.006
t104	0.011	0	0.016	0.028	0	0.001	0.143	0.003	0.002	0.001	0.029	0.001	0.026	0.123	0.064	0.001	0.003	0.02	0.006	0.008	0.055	0.013	0.139	0.109	0.126	0.004	0.048	0.007	0.002	0.012
t63	0.026	0.022	0.062	0.013	0.003	0.013	0.303	0.032	0.029	0.02	0.006	0.02	0.005	0.015	0.028	0.024	0.011	0.06	0.003	0.023	0.024	0.011	0.051	0.075	0.052	0.023	0.018	0.007	0.007	0.012
t55	0.022	0.015	0.037	0.032	0.001	0.005	0.274	0.009	0.01	0.003	0.014	0.021	0.011	0.056	0.059	0.006	0.011	0.044	0.005	0.017	0.051	0.018	0.09	0.009	0.08	0.011	0.032	0.014	0.035	0.007
t60	0.027	0.079	0.058	0.009	0.007	0.023	0.271	0.052	0.039	0.026	0.003	0.037	0.012	0.007	0.019	0.037	0.012	0.063	0.002	0.024	0.017	0.008	0.032	0.045	0.032	0.027	0.011	0.006	0.009	0.007
