V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t73	0.004	0.002	0.019	0.003	0.269	0.009	0.01	0.004	0.001	0.094	0.003	0.038	0.015	0.048	0.006	0.115	0.018	0.011	0.003	0.005	0.008	0.001	0.002	0.003	0.004	0.023	0.108	0.022	0.115	0.038
t124	0.085	0.013	0.006	0.008	0.005	0.007	0.014	0.073	0.014	0.034	0.029	0.008	0.01	0.013	0.215	0.025	0.055	0.005	0.127	0.05	0.005	0.022	0.001	0.006	0.038	0.006	0.028	0.069	0.021	0.007
t95	0.018	0.002	0.003	0.005	0.078	0.004	0.012	0.01	0.003	0.053	0.006	0.37	0.014	0.027	0.05	0.052	0.031	0.002	0.017	0.016	0.006	0.009	0.002	0.003	0.02	0.009	0.067	0.045	0.035	0.032
t11	0.027	0.006	0.017	0.008	0.065	0.01	0.03	0.024	0.006	0.086	0.011	0.033	0.021	0.042	0.075	0.093	0.051	0.008	0.03	0.023	0.011	0.009	0.003	0.005	0.018	0.017	0.093	0.059	0.088	0.03
t196	0.073	0.016	0.013	0.008	0.009	0.01	0.014	0.052	0.013	0.052	0.031	0.009	0.012	0.018	0.191	0.037	0.061	0.007	0.11	0.049	0.007	0.016	0.002	0.005	0.029	0.008	0.037	0.071	0.03	0.008
t109	0.064	0.004	0.002	0.006	0.006	0.003	0.023	0.048	0.011	0.023	0.012	0.036	0.01	0.011	0.32	0.021	0.045	0.001	0.108	0.037	0.004	0.05	0.001	0.003	0.04	0.004	0.026	0.057	0.016	0.01
t85	0.088	0.01	0.003	0.004	0.001	0.002	0.006	0.04	0.012	0.014	0.025	0.006	0.004	0.004	0.373	0.008	0.036	0.001	0.194	0.047	0.002	0.035	0.001	0.002	0.025	0.002	0.009	0.042	0.005	0.002
t5	0.083	0.012	0.004	0.008	0.009	0.009	0.013	0.101	0.013	0.037	0.03	0.02	0.012	0.015	0.13	0.03	0.055	0.007	0.092	0.05	0.005	0.018	0.002	0.011	0.062	0.007	0.038	0.083	0.027	0.014
t200	0.081	0.01	0.005	0.006	0.003	0.004	0.011	0.046	0.013	0.026	0.024	0.008	0.007	0.009	0.316	0.017	0.048	0.002	0.154	0.047	0.004	0.03	0.001	0.003	0.029	0.004	0.018	0.055	0.012	0.004
t101	0.072	0.012	0.007	0.009	0.015	0.008	0.01	0.038	0.011	0.056	0.031	0.044	0.013	0.02	0.171	0.038	0.06	0.004	0.096	0.052	0.007	0.019	0.002	0.005	0.036	0.009	0.043	0.079	0.025	0.01
