feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t73	-0.044	-1.306	-0.128	-1.057	1.531	-0.572	-0.01	-0.153	-1.51	1.559	-0.71	0.687	-0.009	0.784	0.685	1.593	0.751	-0.707	-0.1	-0.102	-0.68	-1.512	-1.88	-1.341	-0.32	-0.008	1.603	0.94	1.525	0.485
t124	0.771	-0.891	-0.641	-0.946	0.158	-0.789	-0.017	0.661	-0.848	1.084	-0.173	0.091	-0.266	0.221	1.67	0.981	0.954	-1.101	0.961	0.468	-0.968	-0.537	-2.181	-1.274	0.274	-0.585	1.043	1.164	0.864	-0.152
t95	0.3	-1.425	-0.738	-0.999	1.165	-0.913	-0.012	0.044	-1.279	1.338	-0.618	1.376	-0.084	0.571	1.231	1.315	0.834	-1.353	0.347	0.155	-0.834	-0.794	-2.005	-1.441	0.087	-0.326	1.422	1.082	1.133	0.412
t11	0.35	-1.246	-0.512	-1.004	0.899	-0.803	0.113	0.226	-1.176	1.291	-0.542	0.602	-0.109	0.517	1.279	1.294	0.858	-1.084	0.444	0.169	-0.813	-0.857	-2.028	-1.398	0.012	-0.332	1.347	1.055	1.195	0.248
t196	0.82	-0.778	-0.567	-0.929	0.104	-0.759	-0.154	0.596	-0.828	1.126	-0.066	0.112	-0.301	0.204	1.714	0.956	0.976	-1.124	1.034	0.53	-0.967	-0.538	-2.208	-1.319	0.248	-0.592	1.007	1.179	0.789	-0.27
t109	0.794	-1.229	-1.072	-0.934	0.325	-1.105	0.096	0.553	-0.861	1.026	-0.349	0.959	-0.221	0.237	1.901	0.952	0.967	-1.643	1.012	0.488	-0.987	-0.108	-2.188	-1.461	0.442	-0.693	1.087	1.212	0.753	0.043
t85	1.055	-0.736	-0.815	-0.876	-0.137	-0.937	-0.255	0.623	-0.676	1.039	0.086	0.45	-0.37	0.083	2.085	0.791	1.053	-1.506	1.36	0.728	-1.023	-0.119	-2.304	-1.463	0.417	-0.771	0.877	1.267	0.511	-0.445
t5	0.875	-0.904	-0.961	-0.933	0.066	-0.821	-0.125	0.817	-0.806	0.988	-0.1	0.357	-0.297	0.134	1.671	0.868	0.947	-1.186	1.023	0.541	-1.085	-0.432	-2.203	-1.115	0.496	-0.668	0.991	1.225	0.734	-0.102
t200	0.841	-0.89	-0.618	-0.929	0.051	-0.89	0.031	0.596	-0.777	1.09	-0.161	0.164	-0.282	0.195	1.917	0.949	1.001	-1.314	1.126	0.538	-0.943	-0.312	-2.224	-1.463	0.257	-0.653	0.997	1.177	0.784	-0.261
t101	0.598	-1.001	-0.643	-0.952	0.597	-0.787	-0.208	0.314	-1.045	1.246	-0.245	0.725	-0.219	0.369	1.449	1.111	0.913	-1.198	0.721	0.385	-0.916	-0.708	-2.12	-1.35	0.174	-0.458	1.189	1.146	0.909	0
