V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.135	0.041	-0.001	0.17	-0.077	0.115	0.034	0.027	-0.017	-0.006	0.078	0.042	-0.014	0.001	-0.02	-0.059	-0.033	-0.013	0.064	-0.024	0.068	-0.023	0.046	-0.118	0.032	0.064	0.065	0.05	0.001	-0.112	0.157
2	0.041	0.035	0.008	0.007	-0.077	0.006	0	0	0	0.008	0.045	-0.018	0.023	-0.003	-0.002	-0.043	-0.027	-0.01	0.03	0.051	0.052	-0.002	0.056	-0.087	-0.008	-0.017	0.025	0.027	-0.015	-0.047	-0.003
3	-0.001	0.008	0.01	-0.013	-0.011	-0.012	0.002	-0.004	-0.008	0.01	0.007	-0.006	0.007	-0.001	0.006	-0.011	0.02	-0.014	0.005	0.026	-0.009	0.005	0.021	-0.001	-0.009	-0.031	0.031	0.004	-0.007	0.001	0.005
4	0.17	0.007	-0.013	0.368	0.023	0.188	0.075	0.05	-0.041	-0.019	0.065	0.129	-0.068	0.007	-0.029	-0.02	0.05	-0.038	0.063	-0.138	-0.009	-0.037	-0.004	-0.054	0.079	0.145	0.081	0.029	0.017	-0.118	0.344
5	-0.077	-0.077	-0.011	0.023	0.183	0	0.014	0.003	-0.017	-0.011	-0.092	0.059	-0.06	0.007	0.008	0.09	0.098	0.002	-0.059	-0.12	-0.141	0.006	-0.113	0.209	0.023	0.032	-0.014	-0.059	0.031	0.097	0.07
6	0.115	0.006	-0.012	0.188	0	0.168	0.04	0.039	-0.021	-0.02	0.037	0.079	-0.059	0.007	-0.025	-0.025	-0.031	0.019	0.045	-0.107	0.032	-0.028	-0.031	-0.002	0.055	0.111	0.068	0.039	0.037	-0.08	0.209
7	0.034	0	0.002	0.075	0.014	0.04	0.021	0.01	-0.018	0.002	0.013	0.033	-0.018	0.002	-0.003	-0.005	0.033	-0.018	0.014	-0.028	-0.021	-0.005	0.005	0.012	0.016	0.017	0.043	0.005	0.003	-0.021	0.097
8	0.027	0	-0.004	0.05	0.003	0.039	0.01	0.01	-0.004	-0.006	0.007	0.02	-0.014	0.002	-0.007	-0.003	-0.008	0.005	0.009	-0.03	0.007	-0.007	-0.01	-0.004	0.015	0.031	0.009	0.007	0.008	-0.018	0.048
9	-0.017	0	-0.008	-0.041	-0.017	-0.021	-0.018	-0.004	0.022	-0.008	-0.007	-0.023	0.014	-0.001	-0.003	0.005	-0.046	0.023	-0.008	0.009	0.034	-0.001	-0.009	-0.032	-0.006	0.01	-0.057	-0.003	-0.001	0.006	-0.08
10	-0.006	0.008	0.01	-0.019	-0.011	-0.02	0.002	-0.006	-0.008	0.012	0.008	-0.008	0.01	-0.001	0.007	-0.011	0.028	-0.02	0.004	0.033	-0.013	0.006	0.029	0.003	-0.011	-0.038	0.03	0.001	-0.01	0.002	0.003
11	0.078	0.045	0.007	0.065	-0.092	0.037	0.013	0.007	-0.007	0.008	0.069	-0.002	0.019	-0.003	-0.007	-0.057	-0.022	-0.022	0.049	0.043	0.061	-0.009	0.074	-0.114	0.002	0	0.045	0.038	-0.017	-0.079	0.056
12	0.042	-0.018	-0.006	0.129	0.059	0.079	0.033	0.02	-0.023	-0.008	-0.002	0.066	-0.046	0.005	-0.008	0.013	0.045	-0.011	0.009	-0.084	-0.043	-0.012	-0.033	0.057	0.036	0.057	0.044	-0.002	0.019	-0.017	0.157
13	-0.014	0.023	0.007	-0.068	-0.06	-0.059	-0.018	-0.014	0.014	0.01	0.019	-0.046	0.042	-0.005	0.006	-0.021	-0.018	-0.009	0.005	0.077	0.036	0.007	0.051	-0.073	-0.026	-0.047	-0.023	0.005	-0.025	-0.005	-0.093
14	0.001	-0.003	-0.001	0.007	0.007	0.007	0.002	0.002	-0.001	-0.001	-0.003	0.005	-0.005	0.001	-0.001	0.003	0.002	0.001	-0.001	-0.009	-0.004	-0.001	-0.006	0.01	0.003	0.006	0.002	-0.001	0.003	0.001	0.011
