feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t162	-0.563	-1.192	-2.352	-1.22	1.685	2.043	0.409	0.357	0.891	0.35	0.47	-1.276	1.65	-1.592	2.592	0.876	-0.34	-1.167	-2.408	-1.99	1.558	1.874	1.6	-0.755	-0.328	-0.243	-2.359	0.729	-0.61	1.267
t149	-0.386	-1.592	-1.096	0.273	0.818	0.054	0.743	0.953	-0.068	-1.297	0.902	-0.309	0.672	-0.9	1.745	-1.565	-1.417	0.925	-0.701	0.549	0.065	0.383	-0.02	0.674	0.372	0.634	-0.271	0.278	0.344	-0.774
t192	-0.52	-1.365	-1.835	-0.591	1.293	1.197	0.531	0.599	0.48	-0.365	0.64	-0.873	1.227	-1.304	2.229	-0.194	-0.799	-0.153	-1.716	-0.943	0.928	1.219	0.929	-0.16	-0.043	0.119	-1.466	0.535	-0.157	0.548
t98	-0.517	-1.446	-1.612	-0.311	1.107	0.815	0.576	0.7	0.294	-0.695	0.709	-0.697	1.031	-1.178	2.063	-0.692	-1.007	0.346	-1.421	-0.489	0.649	0.917	0.637	0.101	0.08	0.281	-1.064	0.445	0.063	0.304
t65	-0.629	-1.336	-2.012	-0.755	1.315	1.392	0.44	0.503	0.565	-0.245	0.556	-0.994	1.299	-1.391	2.302	-0.049	-0.698	-0.052	-1.981	-1.29	1.093	1.312	1.145	-0.338	-0.148	0.008	-1.658	0.571	-0.131	1.192
t86	-0.546	-1.522	-1.431	-0.065	0.914	0.472	0.595	0.778	0.122	-1.007	0.756	-0.547	0.847	-1.071	1.911	-1.177	-1.196	0.915	-1.192	-0.115	0.401	0.622	0.395	0.323	0.176	0.412	-0.693	0.362	0.31	0.241
t112	-0.438	-1.524	-1.328	0.006	0.956	0.403	0.671	0.841	0.099	-1.018	0.817	-0.484	0.839	-1.026	1.892	-1.156	-1.229	0.639	-1.023	0.081	0.331	0.632	0.275	0.415	0.241	0.474	-0.636	0.356	0.206	-0.32
t182	-0.731	-1.404	-1.925	-0.582	1.114	1.133	0.401	0.525	0.426	-0.519	0.553	-0.906	1.138	-1.328	2.178	-0.504	-0.843	0.62	-1.897	-1.096	0.922	1.042	1.021	-0.206	-0.108	0.087	-1.359	0.5	0.163	1.565
t197	-0.485	-1.439	-1.602	-0.316	1.135	0.83	0.594	0.71	0.304	-0.667	0.721	-0.693	1.047	-1.176	2.073	-0.64	-0.998	0.229	-1.399	-0.472	0.652	0.945	0.628	0.105	0.087	0.279	-1.082	0.452	0.016	0.153
t168	-0.469	-1.412	-1.663	-0.397	1.205	0.949	0.59	0.683	0.362	-0.559	0.706	-0.744	1.111	-1.211	2.126	-0.474	-0.933	-0.005	-1.473	-0.597	0.737	1.051	0.713	0.03	0.056	0.239	-1.206	0.481	-0.077	0.172
t94	-0.387	-1.495	-1.361	-0.06	1.046	0.511	0.692	0.832	0.156	-0.901	0.821	-0.519	0.906	-1.05	1.944	-0.965	-1.168	0.3	-1.049	0.008	0.401	0.751	0.329	0.364	0.228	0.447	-0.755	0.385	0.07	-0.491
t118	-0.297	-1.632	-0.906	0.465	0.762	-0.184	0.826	1.052	-0.177	-1.464	0.984	-0.173	0.571	-0.803	1.651	-1.787	-1.544	0.942	-0.424	0.924	-0.127	0.246	-0.257	0.874	0.483	0.759	-0.032	0.23	0.366	-1.347
