feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t59	-0.647	0.456	-0.185	1.529	-2.704	-1.082	1.401	-0.225	0.254	1.628	1.088	-0.502	-1.054	-0.246	0.254	0.107	-0.382	1.078	0.012	-0.867	0.232	-0.262	-0.136	-0.744	2.166	-0.378	-1.808	0.798	0.395	-0.178
t37	-0.515	0.448	-0.251	1.635	-2.298	-1.292	1.519	-0.265	0.42	1.075	1.438	-0.511	-1.17	-0.366	0.222	-0.022	-0.355	0.885	0.671	-0.95	0.07	-0.056	0.229	-0.795	2.207	-0.829	-1.977	0.911	0.018	-0.101
t4	-0.571	0.839	-0.5	1.598	-2.527	-1.106	1.184	-0.331	0.387	1.217	1.813	-0.889	-0.775	0.35	0.333	-0.019	-0.642	0.7	0.506	-1.471	-0.182	0.232	0.104	-1.141	2.445	-0.562	-1.785	0.588	0.205	-0.009
t164	-0.652	0.246	-0.397	1.338	-0.852	-2.035	1.448	-0.184	0.589	0.181	1.89	-0.587	-0.772	-0.317	0.287	-0.007	-0.106	0.635	0.899	-1.306	-0.034	0.377	0.227	-0.654	2.27	-0.803	-1.881	0.948	-0.448	-0.302
t66	-0.454	0.581	-0.336	1.653	-2.143	-1.433	1.553	-0.243	0.43	0.959	1.545	-0.647	-1.13	-0.067	0.256	-0.076	-0.577	0.844	0.675	-1.005	0.024	0.034	0.114	-0.9	2.259	-0.944	-2.049	0.883	0.201	-0.012
t98	-0.1	0.574	-0.266	1.932	-1.864	-1.857	2.166	-0.119	0.488	0.626	1.349	-0.594	-1.647	-0.095	0.213	-0.309	-1.023	0.969	1.044	-0.404	0.127	-0.185	-0.011	-0.897	2.125	-1.846	-2.639	1.224	0.731	0.283
t45	-0.343	0.54	-0.318	1.767	-1.773	-1.798	1.754	-0.167	0.475	0.692	1.607	-0.652	-1.242	0.016	0.224	-0.169	-0.57	0.821	1.038	-0.846	0.003	-0.034	0.138	-0.961	2.176	-1.295	-2.385	1.03	0.223	0.04
t86	-0.323	0.512	-0.316	1.77	-2.017	-1.577	1.777	-0.226	0.488	0.773	1.57	-0.604	-1.327	-0.174	0.229	-0.175	-0.672	0.821	0.963	-0.796	-0.005	-0.033	0.189	-0.886	2.231	-1.351	-2.256	1.025	0.283	0.101
t126	-0.655	0.543	-0.39	1.496	-1.824	-1.567	1.248	-0.236	0.43	0.885	1.777	-0.717	-0.753	0.101	0.275	0.027	-0.191	0.717	0.707	-1.371	-0.071	0.178	0.177	-0.961	2.278	-0.526	-1.917	0.754	-0.191	-0.229
t173	-0.641	0.175	-0.338	1.408	-1.611	-1.667	1.514	-0.211	0.467	0.814	1.623	-0.555	-0.876	-0.32	0.3	0.009	-0.338	0.739	0.497	-0.984	-0.023	0.028	0.004	-0.633	2.301	-0.82	-1.816	0.911	0.195	-0.152
