V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t163	0.007	0.009	0.008	0.023	0.002	0.003	0.004	0.006	0.106	0.099	0.001	0.006	0.046	0.005	0.075	0.014	0.019	0.069	0.007	0.097	0.004	0.029	0.005	0.006	0.014	0.014	0.022	0.008	0.06	0.234
t69	0.003	0.009	0.015	0.117	0.003	0.002	0.014	0.005	0.181	0.039	0.008	0.03	0.054	0.011	0.049	0.001	0.019	0.002	0.026	0.003	0.001	0.115	0.008	0	0.01	0.024	0.004	0.084	0.029	0.136
t37	0.008	0.015	0.027	0.088	0.005	0.004	0.019	0.015	0.114	0.051	0.003	0.039	0.031	0.026	0.045	0.005	0.038	0.022	0.015	0.012	0.004	0.018	0.011	0.004	0.043	0.16	0.015	0.055	0.036	0.075
t145	0.017	0.006	0.036	0.071	0.002	0.004	0.011	0.016	0.178	0.017	0.003	0.027	0.016	0.01	0.098	0.003	0.032	0.055	0.016	0.014	0.005	0.048	0.008	0.001	0.037	0.054	0.006	0.02	0.042	0.147
t41	0.049	0.006	0.017	0.046	0.002	0.003	0.003	0.01	0.139	0.008	0.001	0.008	0.016	0.006	0.266	0.001	0.018	0.057	0.011	0.025	0.003	0.023	0.005	0.001	0.019	0.01	0.007	0.006	0.065	0.169
t189	0.015	0.017	0.003	0.112	0.007	0.002	0.003	0.003	0.107	0.091	0.001	0.006	0.063	0.009	0.105	0.007	0.02	0.004	0.015	0.021	0.001	0.021	0.004	0.002	0.013	0.006	0.018	0.019	0.201	0.106
t153	0.005	0.005	0.003	0.517	0.001	0.002	0.071	0.003	0.061	0.027	0.001	0.013	0.017	0.014	0.047	0.004	0.007	0.004	0.014	0.014	0.003	0.005	0.003	0.002	0.009	0.011	0.007	0.052	0.043	0.035
t137	0.066	0.024	0.007	0.023	0.011	0.004	0.002	0.009	0.098	0.017	0	0.008	0.045	0.016	0.191	0.005	0.02	0.095	0.011	0.03	0.002	0.006	0.005	0.005	0.026	0.009	0.02	0.008	0.085	0.151
t10	0.005	0.012	0.004	0.455	0.003	0.002	0.006	0.002	0.075	0.052	0.002	0.015	0.046	0.012	0.048	0.002	0.009	0.003	0.013	0.009	0.002	0.011	0.004	0.002	0.008	0.01	0.005	0.053	0.061	0.075
t52	0.044	0.02	0.041	0.016	0.018	0.007	0.009	0.014	0.171	0.006	0.005	0.045	0.03	0.03	0.072	0.005	0.034	0.1	0.027	0.006	0.003	0.018	0.012	0.002	0.019	0.071	0.024	0.044	0.04	0.067
t34	0.033	0.019	0.021	0.024	0.014	0.004	0.001	0.007	0.2	0.015	0.003	0.013	0.039	0.007	0.085	0.001	0.027	0.008	0.017	0.007	0.001	0.07	0.007	0	0.015	0.018	0.016	0.018	0.071	0.238
t133	0.018	0.011	0.002	0.07	0.007	0.001	0.011	0.002	0.083	0.01	0	0.005	0.097	0.006	0.349	0.002	0.004	0.012	0.018	0.013	0.001	0.009	0.003	0.001	0.005	0.002	0.004	0.015	0.058	0.181
t43	0.017	0.014	0.013	0.191	0.005	0.004	0.016	0.01	0.113	0.037	0.002	0.018	0.041	0.021	0.1	0.004	0.024	0.017	0.019	0.017	0.003	0.016	0.008	0.003	0.027	0.033	0.014	0.041	0.064	0.109
