feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t190	-0.434	-0.148	1.275	-0.155	0.517	0.165	-2.132	0.868	0.899	0.718	0.258	1.187	0.861	-1.212	-0.603	-0.87	-0.748	0.771	-1.95	4.005	2.108	-0.725	-1.606	-0.863	-1.958	1.939	-1.542	-1.057	1.814	-1.442
t144	-0.438	-0.576	0.693	0.054	0.117	-0.109	-1.269	0.888	1.112	0.861	0.409	0.771	0.561	-0.984	-0.298	-1.306	-0.165	1.318	-1.725	3.226	1.612	-0.469	-0.698	-0.636	-1.8	1.024	-0.693	-1.558	1.321	-1.253
t7	-0.468	-0.738	0.363	0.048	-0.117	0.709	-0.719	0.807	1.131	0.824	0.501	0.217	0.435	-0.999	-0.134	-1.498	-0.011	1.345	-1.694	2.884	1.449	-0.444	-0.414	-0.62	-1.793	0.637	-0.4	-1.807	1.728	-1.231
t187	-0.461	-0.739	0.426	0.045	-0.087	0.166	-0.834	0.813	1.139	0.827	0.545	0.369	0.44	-0.967	-0.033	-1.511	-0.051	1.323	-1.691	2.9	1.441	-0.409	-0.404	-0.594	-1.414	0.648	-0.373	-1.794	1.484	-1.215
t195	-0.459	-0.538	0.667	-0.047	0.089	0.531	-1.199	0.808	1.052	0.766	0.46	0.466	0.58	-1.078	-0.22	-1.3	-0.302	1.093	-1.786	3.262	1.666	-0.532	-0.828	-0.708	-1.641	1.078	-0.805	-1.559	1.776	-1.304
t82	-0.445	-0.338	0.993	-0.09	0.317	0.287	-1.69	0.847	0.968	0.75	0.343	0.91	0.723	-1.143	-0.436	-1.075	-0.519	0.936	-1.871	3.645	1.903	-0.634	-1.221	-0.781	-1.862	1.518	-1.159	-1.301	1.783	-1.374
t41	-0.435	-0.66	0.558	0.065	0.028	-0.257	-1.103	0.878	1.19	0.874	0.491	0.516	0.51	-0.921	-0.154	-1.401	-0.075	1.507	-1.667	3.065	1.459	-0.386	-0.523	-0.593	-1.495	0.86	-0.594	-1.638	1.095	-1.205
t50	-0.457	-0.666	0.507	0.042	-0.017	0.398	-0.959	0.836	1.119	0.832	0.467	0.434	0.49	-0.997	-0.194	-1.416	-0.089	1.301	-1.712	3.038	1.523	-0.459	-0.547	-0.632	-1.746	0.809	-0.538	-1.7	1.566	-1.244
t70	-0.452	-0.473	0.726	-0.026	0.154	0.799	-1.29	0.848	1.047	0.79	0.35	0.528	0.626	-1.096	-0.444	-1.199	-0.29	1.166	-1.793	3.386	1.732	-0.577	-0.948	-0.74	-2.142	1.228	-0.965	-1.462	1.83	-1.326
t110	-0.44	-0.754	0.401	0.152	-0.065	0.049	-0.838	0.906	1.222	0.934	0.431	0.474	0.437	-0.889	-0.262	-1.47	0.134	1.66	-1.617	2.892	1.381	-0.369	-0.317	-0.553	-2	0.649	-0.387	-1.755	1.157	-1.175
t6	-0.435	-0.623	0.618	0.072	0.072	-0.2	-1.173	0.892	1.156	0.878	0.436	0.66	0.533	-0.946	-0.252	-1.352	-0.097	1.446	-1.69	3.139	1.53	-0.425	-0.596	-0.61	-1.712	0.934	-0.631	-1.599	1.191	-1.225
t113	-0.448	-0.525	0.746	-0.015	0.139	0.105	-1.318	0.842	1.052	0.802	0.436	0.732	0.592	-1.049	-0.248	-1.277	-0.292	1.119	-1.78	3.302	1.69	-0.521	-0.826	-0.681	-1.687	1.11	-0.77	-1.529	1.581	-1.294
t81	-0.443	-0.969	0.098	0.228	-0.275	-0.113	-0.411	0.898	1.338	0.981	0.547	0.143	0.29	-0.778	-0.043	-1.7	0.386	1.961	-1.506	2.497	1.109	-0.227	0.121	-0.447	-1.695	0.2	-0.006	-2.001	0.885	-1.079
t141	-0.462	-0.71	0.419	0	-0.085	0.383	-0.85	0.791	1.151	0.795	0.574	0.158	0.464	-0.987	-0.004	-1.49	-0.114	1.319	-1.698	2.941	1.435	-0.411	-0.477	-0.625	-1.292	0.717	-0.51	-1.756	1.542	-1.227
t139	-0.443	-0.863	0.281	0.148	-0.169	-0.331	-0.682	0.87	1.27	0.922	0.576	0.306	0.365	-0.836	0.02	-1.618	0.169	1.702	-1.576	2.691	1.241	-0.276	-0.106	-0.494	-1.365	0.417	-0.178	-1.889	0.961	-1.125
t145	-0.445	-0.662	0.498	0.031	-0.011	0.176	-1.003	0.843	1.177	0.837	0.511	0.298	0.504	-0.961	-0.133	-1.415	-0.102	1.436	-1.681	3.044	1.459	-0.406	-0.543	-0.622	-1.505	0.843	-0.629	-1.662	1.334	-1.222
t3	-0.449	-0.599	0.604	-0.016	0.047	0.161	-1.141	0.823	1.118	0.799	0.513	0.421	0.545	-1.01	-0.121	-1.364	-0.228	1.246	-1.733	3.156	1.558	-0.454	-0.684	-0.657	-1.414	0.964	-0.711	-1.607	1.478	-1.258
t100	-0.474	-0.889	0.169	0.086	-0.264	0.538	-0.434	0.786	1.192	0.843	0.605	0.028	0.33	-0.931	0.073	-1.671	0.133	1.461	-1.631	2.609	1.276	-0.351	-0.113	-0.546	-1.452	0.313	-0.102	-1.993	1.57	-1.171
t74	-0.462	-1.137	-0.165	0.252	-0.471	0.144	0.014	0.848	1.375	0.976	0.648	-0.173	0.165	-0.745	0.158	-1.896	0.544	1.985	-1.458	2.174	0.94	-0.164	0.441	-0.393	-1.488	-0.184	0.334	-2.237	0.996	-1.034
