feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t17	-0.535	0.054	0.244	0.185	0.254	0.246	0.239	0.018	-0.016	0.13	0.145	-0.007	0.506	-2.227	0.228	0.07	0.598	-0.994	0.478	-0.556	0.512	-0.313	0.617	-0.167	0.301	0.312	0.182	0.103	-0.103	-0.503
t20	-0.968	-0.033	0.124	0.101	0.218	0.16	0.019	0.216	0.291	-0.012	0.468	0.045	0.633	-1.039	0.336	-0.193	0.042	-1.205	0.324	0.225	0.461	-0.196	0.533	-0.122	0.209	0.022	0.15	-0.031	-0.027	-0.749
t5	-0.714	-0.064	0.111	0.089	0.048	0.151	0.01	0.01	0.72	-0.001	0.657	-0.094	0.45	-1.76	0.239	-0.083	-0.028	-1.132	0.363	0.615	0.252	-0.33	0.305	-0.001	0.077	0.289	-0.076	-0.104	-0.102	0.1
t36	-0.984	-0.007	-0.048	0.146	0.085	0.15	0.015	0.298	1.03	-0.012	0.363	-0.054	0.576	-2.023	0.109	-0.114	0.062	-0.352	0.467	-0.058	0.184	-0.241	0.7	-0.389	0.166	0.303	-0.027	-0.068	0.125	-0.402
t3	-1.343	-0.129	0.055	-0.059	0.115	0.085	0.116	0.341	0.872	-0.126	0.041	0.581	0.295	-1.403	0.191	-0.295	0.393	-0.09	0.244	0.167	0.23	-0.517	0.515	0.166	-0.028	0.131	-0.104	-0.093	-0.109	-0.242
t1	-1.071	0.024	0.124	0.132	0.222	0.177	-0.054	0.244	1.49	0.135	0.095	-0.472	0.348	-1.597	0.244	-0.084	0.331	-0.524	0.398	-0.104	0.386	-0.273	0.247	0.29	0.092	0.021	-0.012	0.037	-0.127	-0.716
t30	-0.613	-0.03	0.114	0.032	0.127	0.13	0.081	0.318	0.869	0.023	0.113	-0.276	0.487	-2.432	-0.036	-0.051	0.184	-0.652	0.503	0.114	0.254	-0.188	0.527	0.192	0.017	-0.005	0.073	0.022	-0.193	0.298
t28	-0.689	0	0.179	-0.004	0.182	0.115	0.083	-0.126	0.624	-0.12	-0.066	0.115	0.263	-1.977	0.135	-0.34	0.58	-0.791	0.348	0.193	0.257	0.02	0.671	0.006	0.422	0.058	-0.06	0.065	-0.245	0.103
t13	-1.052	-0.028	0.138	0.005	0.098	0.026	0.006	0.082	0.857	0.032	0.584	-0.041	0.541	-1.795	0.038	-0.328	0.077	-0.653	0.33	-0.35	0.6	0.124	0.343	0.128	0.123	0.044	-0.022	0.05	-0.102	0.146
t38	-1.221	-0.034	0.301	0.016	0.212	0.129	0.086	0.144	0.776	-0.067	0.512	-0.034	0.484	-1.4	0.081	-0.216	0.472	-0.198	0.292	-0.282	0.488	-0.641	0.085	0.257	-0.04	0.059	-0.047	-0.033	-0.052	-0.128
