V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t40	0.056	0.03	0.004	0.005	0.091	0.041	0.02	0.075	0.017	0.029	0.012	0.01	0.008	0.002	0.004	0.321	0.004	0.005	0.038	0.03	0.017	0.027	0.031	0.016	0.011	0.014	0.014	0.022	0.015	0.031
t107	0.033	0.064	0.001	0.011	0.099	0.219	0.006	0.009	0.012	0.031	0.005	0.03	0.009	0.005	0.002	0.229	0.013	0.002	0.002	0.004	0.006	0.062	0.009	0.004	0.029	0.015	0.017	0.004	0.042	0.028
t133	0.011	0.021	0	0.004	0.049	0.096	0.004	0.01	0.005	0.014	0.006	0.017	0.007	0.013	0.001	0.612	0.007	0.001	0.001	0.004	0.002	0.022	0.009	0.002	0.007	0.003	0.018	0.036	0.006	0.012
t169	0.006	0.022	0	0.004	0.035	0.287	0.001	0.003	0.002	0.005	0.003	0.015	0.002	0.002	0	0.499	0.021	0	0	0	0	0.025	0.001	0.001	0.023	0.002	0.026	0.006	0.003	0.006
t179	0.023	0.052	0.002	0.008	0.113	0.107	0.018	0.014	0.022	0.054	0.008	0.04	0.029	0.023	0.008	0.185	0.019	0.003	0.006	0.017	0.011	0.042	0.028	0.008	0.013	0.029	0.014	0.009	0.057	0.039
t153	0.018	0.01	0.002	0.001	0.031	0.015	0.007	0.025	0.005	0.015	0.011	0.012	0.004	0.004	0.002	0.731	0.001	0.002	0.005	0.007	0.003	0.014	0.011	0.003	0.004	0.004	0.02	0.021	0.002	0.009
t6	0.014	0.021	0	0.003	0.047	0.124	0.003	0.005	0.004	0.014	0.012	0.019	0.003	0.006	0	0.595	0.003	0.001	0.001	0.002	0.001	0.028	0.004	0.001	0.011	0.002	0.042	0.02	0.003	0.009
t53	0.005	0.005	0	0.001	0.019	0.027	0.002	0.004	0.002	0.009	0.018	0.006	0.001	0.005	0	0.816	0.001	0.001	0.001	0.002	0.001	0.008	0.005	0	0.003	0.001	0.022	0.031	0	0.004
t127	0.033	0.019	0.003	0.003	0.061	0.036	0.013	0.019	0.011	0.019	0.019	0.015	0.008	0.003	0.003	0.55	0.002	0.004	0.02	0.018	0.008	0.021	0.019	0.006	0.006	0.006	0.028	0.021	0.006	0.019
t200	0.041	0.007	0.004	0.001	0.023	0.005	0.009	0.072	0.006	0.006	0.004	0.003	0.001	0	0.001	0.665	0	0.002	0.048	0.016	0.008	0.008	0.014	0.016	0.002	0.003	0.005	0.014	0.003	0.009
t75	0.033	0.041	0.002	0.006	0.111	0.066	0.02	0.031	0.023	0.066	0.014	0.03	0.018	0.013	0.006	0.226	0.006	0.005	0.007	0.024	0.011	0.037	0.048	0.012	0.012	0.023	0.015	0.034	0.019	0.039
t70	0.001	0.006	0	0.001	0.01	0.244	0	0	0	0.004	0.007	0.013	0	0.006	0	0.645	0.002	0	0	0	0	0.012	0	0	0.007	0	0.036	0.002	0	0.001
t193	0.028	0.019	0.008	0.003	0.064	0.017	0.033	0.032	0.018	0.027	0.011	0.014	0.013	0.005	0.009	0.433	0.002	0.005	0.041	0.048	0.016	0.018	0.034	0.016	0.003	0.015	0.007	0.014	0.02	0.027
t157	0.035	0.033	0.003	0.006	0.088	0.041	0.023	0.039	0.018	0.029	0.008	0.015	0.013	0.004	0.006	0.39	0.005	0.004	0.023	0.026	0.015	0.028	0.027	0.014	0.008	0.019	0.007	0.012	0.03	0.033
t22	0.019	0.046	0.001	0.007	0.099	0.169	0.01	0.007	0.015	0.049	0.013	0.045	0.018	0.03	0.003	0.254	0.011	0.002	0.002	0.01	0.005	0.044	0.016	0.003	0.013	0.012	0.029	0.015	0.024	0.028
