V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.069	0.006	0.051	0.01	0.007	0.007	-0.002	0.071	-0.008	-0.027	0.023	-0.02	-0.057	-0.114	-0.038	0.081	-0.048	0.017	0.077	-0.005	0.022	0.021	-0.012	0.035	0.033	-0.027	0.047	0.021	-0.027	-0.001	-0.01
2	0.006	0.031	-0.034	0.029	0.016	0.089	-0.044	-0.037	-0.018	0.006	0.036	0.039	-0.032	-0.004	-0.066	0.061	0.035	-0.015	-0.063	-0.083	-0.036	0.047	-0.042	-0.048	0.072	-0.031	0.075	-0.009	-0.025	-0.005	-0.033
3	0.051	-0.034	0.13	-0.03	-0.012	-0.098	0.059	0.104	0.019	-0.025	-0.008	-0.053	-0.018	-0.074	0.052	0.031	-0.092	0.041	0.161	0.105	0.065	-0.033	0.039	0.091	-0.065	0.004	-0.033	0.029	0.009	0.004	0.036
4	0.01	0.029	-0.03	0.028	0.014	0.082	-0.041	-0.028	-0.018	0.002	0.03	0.032	-0.033	-0.015	-0.063	0.059	0.03	-0.014	-0.052	-0.077	-0.031	0.043	-0.04	-0.04	0.068	-0.029	0.069	-0.009	-0.022	-0.005	-0.031
5	0.007	0.016	-0.012	0.014	0.01	0.049	-0.022	-0.011	-0.01	0.004	0.031	0.02	-0.019	0.003	-0.038	0.049	0.016	-0.005	-0.028	-0.039	-0.02	0.026	-0.019	-0.027	0.039	-0.023	0.049	0.012	-0.024	-0.003	-0.016
6	0.007	0.089	-0.098	0.082	0.049	0.269	-0.128	-0.111	-0.053	0.026	0.124	0.12	-0.084	0.031	-0.191	0.2	0.111	-0.045	-0.195	-0.233	-0.115	0.136	-0.117	-0.156	0.204	-0.103	0.231	0.003	-0.087	-0.016	-0.092
7	-0.002	-0.044	0.059	-0.041	-0.022	-0.128	0.065	0.059	0.026	-0.013	-0.051	-0.055	0.039	-0.01	0.093	-0.078	-0.055	0.025	0.103	0.115	0.055	-0.064	0.057	0.077	-0.099	0.045	-0.103	0.008	0.037	0.007	0.046
8	0.071	-0.037	0.104	-0.028	-0.011	-0.111	0.059	0.169	0.012	-0.039	-0.013	-0.073	-0.024	-0.101	0.044	0.054	-0.077	0.036	0.176	0.112	0.065	-0.037	0.051	0.112	-0.056	0.001	-0.031	0.086	-0.013	0.004	0.03
9	-0.008	-0.018	0.019	-0.018	-0.01	-0.053	0.026	0.012	0.013	0.002	-0.022	-0.02	0.021	0.009	0.041	-0.048	-0.022	0.009	0.029	0.048	0.021	-0.028	0.025	0.025	-0.044	0.022	-0.048	-0.003	0.018	0.003	0.02
10	-0.027	0.006	-0.025	0.002	0.004	0.026	-0.013	-0.039	0.002	0.032	0.024	0.028	0.014	0.079	-0.005	-0.014	0.026	-0.006	-0.072	-0.012	-0.024	0.008	0	-0.044	0.007	-0.004	0.019	0.014	-0.013	-0.001	-0.002
