V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.04	0.02	-0.001	-0.038	-0.011	0.073	-0.004	-0.034	-0.022	-0.02	0.019	0.052	-0.039	-0.01	0.008	-0.061	-0.054	0.006	-0.028	0.021	0.019	-0.044	0.036	0.002	-0.008	-0.037	-0.018	0.043	0	-0.011	-0.051
2	0.02	0.026	-0.001	-0.02	-0.005	0.044	0.004	-0.015	-0.01	-0.005	0.004	0.012	-0.011	-0.016	0.007	-0.022	-0.019	0.007	-0.024	0.011	0.004	-0.03	0.032	0.012	0.026	-0.013	-0.007	-0.005	0.005	-0.003	-0.042
3	-0.001	-0.001	0.03	0.034	-0.02	0.013	-0.043	0	-0.013	0	0.034	0.022	-0.006	0.034	0.009	-0.009	-0.011	-0.018	0.065	0.008	-0.048	0.009	-0.007	-0.088	-0.035	0.007	0.08	0.033	-0.021	-0.033	0.05
4	-0.038	-0.02	0.034	0.074	-0.012	-0.053	-0.044	0.032	0.006	0.018	0.021	-0.023	0.029	0.048	0.002	0.046	0.039	-0.026	0.099	-0.011	-0.071	0.051	-0.041	-0.1	-0.033	0.042	0.105	-0.003	-0.023	-0.026	0.103
5	-0.011	-0.005	-0.02	-0.012	0.017	-0.03	0.03	0.01	0.015	0.006	-0.029	-0.03	0.016	-0.02	-0.008	0.024	0.023	0.01	-0.036	-0.011	0.027	0.007	-0.006	0.059	0.027	0.007	-0.047	-0.035	0.014	0.026	-0.018
6	0.073	0.044	0.013	-0.053	-0.03	0.146	-0.025	-0.06	-0.047	-0.033	0.05	0.1	-0.071	-0.007	0.019	-0.112	-0.1	0.004	-0.023	0.042	0.007	-0.083	0.07	-0.036	-0.017	-0.061	0.003	0.08	-0.008	-0.038	-0.079
7	-0.004	0.004	-0.043	-0.044	0.03	-0.025	0.066	0.007	0.022	0.005	-0.053	-0.044	0.017	-0.052	-0.013	0.025	0.026	0.026	-0.095	-0.013	0.064	-0.011	0.009	0.132	0.063	-0.002	-0.116	-0.063	0.033	0.049	-0.072
8	-0.034	-0.015	0	0.032	0.01	-0.06	0.007	0.031	0.019	0.018	-0.017	-0.046	0.034	0.006	-0.008	0.053	0.048	-0.004	0.02	-0.017	-0.016	0.034	-0.028	0.003	0.012	0.033	0.008	-0.041	0.002	0.01	0.038
9	-0.022	-0.01	-0.013	0.006	0.015	-0.047	0.022	0.019	0.019	0.011	-0.027	-0.041	0.026	-0.01	-0.008	0.039	0.036	0.005	-0.014	-0.015	0.011	0.021	-0.016	0.039	0.023	0.018	-0.023	-0.041	0.01	0.022	0.006
10	-0.02	-0.005	0	0.018	0.006	-0.033	0.005	0.018	0.011	0.011	-0.011	-0.03	0.022	0.001	-0.003	0.033	0.03	-0.002	0.01	-0.01	-0.011	0.019	-0.014	0.004	0.014	0.02	0.008	-0.03	0.002	0.007	0.019
11	0.019	0.004	0.034	0.021	-0.029	0.05	-0.053	-0.017	-0.027	-0.011	0.051	0.056	-0.03	0.038	0.012	-0.043	-0.041	-0.018	0.065	0.019	-0.045	-0.011	0.006	-0.105	-0.054	-0.012	0.081	0.066	-0.026	-0.045	0.036
12	0.052	0.012	0.022	-0.023	-0.03	0.1	-0.044	-0.046	-0.041	-0.03	0.056	0.098	-0.064	0.023	0.013	-0.095	-0.086	-0.008	0.022	0.032	-0.007	-0.045	0.03	-0.075	-0.065	-0.049	0.033	0.104	-0.02	-0.043	-0.016
13	-0.039	-0.011	-0.006	0.029	0.016	-0.071	0.017	0.034	0.026	0.022	-0.03	-0.064	0.046	-0.004	-0.007	0.068	0.061	0	0.007	-0.022	-0.011	0.038	-0.026	0.025	0.034	0.039	0.003	-0.065	0.008	0.021	0.031
14	-0.01	-0.016	0.034	0.048	-0.02	-0.007	-0.052	0.006	-0.01	0.001	0.038	0.023	-0.004	0.049	0.006	-0.002	-0.005	-0.024	0.087	0.003	-0.055	0.026	-0.025	-0.108	-0.06	0.012	0.093	0.046	-0.028	-0.036	0.079
15	0.008	0.007	0.009	0.002	-0.008	0.019	-0.013	-0.008	-0.008	-0.003	0.012	0.013	-0.007	0.006	0.006	-0.013	-0.013	-0.003	0.012	0.006	-0.011	-0.007	0.008	-0.024	-0.005	-0.004	0.024	0.013	-0.006	-0.011	0.002
16	-0.061	-0.022	-0.009	0.046	0.024	-0.112	0.025	0.053	0.039	0.033	-0.043	-0.095	0.068	-0.002	-0.013	0.101	0.091	-0.002	0.015	-0.034	-0.015	0.061	-0.045	0.034	0.041	0.058	0.003	-0.091	0.01	0.031	0.053
17	-0.054	-0.019	-0.011	0.039	0.023	-0.1	0.026	0.048	0.036	0.03	-0.041	-0.086	0.061	-0.005	-0.013	0.091	0.083	0	0.007	-0.03	-0.011	0.052	-0.039	0.038	0.04	0.052	-0.007	-0.085	0.011	0.029	0.042
18	0.006	0.007	-0.018	-0.026	0.01	0.004	0.026	-0.004	0.005	-0.002	-0.018	-0.008	0	-0.024	-0.003	-0.002	0	0.012	-0.045	-0.001	0.03	-0.013	0.012	0.054	0.026	-0.008	-0.05	-0.018	0.014	0.018	-0.04
19	-0.028	-0.024	0.065	0.099	-0.036	-0.023	-0.095	0.02	-0.014	0.01	0.065	0.022	0.007	0.087	0.012	0.015	0.007	-0.045	0.166	0.003	-0.113	0.053	-0.045	-0.199	-0.089	0.035	0.187	0.058	-0.049	-0.065	0.151
20	0.021	0.011	0.008	-0.011	-0.011	0.042	-0.013	-0.017	-0.015	-0.01	0.019	0.032	-0.022	0.003	0.006	-0.034	-0.03	-0.001	0.003	0.013	-0.004	-0.022	0.018	-0.022	-0.012	-0.017	0.012	0.029	-0.005	-0.015	-0.015
21	0.019	0.004	-0.048	-0.071	0.027	0.007	0.064	-0.016	0.011	-0.011	-0.045	-0.007	-0.011	-0.055	-0.011	-0.015	-0.011	0.03	-0.113	-0.004	0.089	-0.029	0.02	0.138	0.041	-0.03	-0.135	-0.022	0.031	0.047	-0.094
22	-0.044	-0.03	0.009	0.051	0.007	-0.083	-0.011	0.034	0.021	0.019	-0.011	-0.045	0.038	0.026	-0.007	0.061	0.052	-0.013	0.053	-0.022	-0.029	0.059	-0.049	-0.03	-0.015	0.039	0.047	-0.024	-0.009	0.005	0.081
23	0.036	0.032	-0.007	-0.041	-0.006	0.07	0.009	-0.028	-0.016	-0.014	0.006	0.03	-0.026	-0.025	0.008	-0.045	-0.039	0.012	-0.045	0.018	0.02	-0.049	0.047	0.026	0.026	-0.029	-0.03	0.009	0.009	-0.002	-0.07
24	0.002	0.012	-0.088	-0.1	0.059	-0.036	0.132	0.003	0.039	0.004	-0.105	-0.075	0.025	-0.108	-0.024	0.034	0.038	0.054	-0.199	-0.022	0.138	-0.03	0.026	0.269	0.123	-0.015	-0.237	-0.113	0.066	0.098	-0.155
25	-0.008	0.026	-0.035	-0.033	0.027	-0.017	0.063	0.012	0.023	0.014	-0.054	-0.065	0.034	-0.06	-0.005	0.041	0.04	0.026	-0.089	-0.012	0.041	-0.015	0.026	0.123	0.103	0.013	-0.084	-0.099	0.035	0.046	-0.077
26	-0.037	-0.013	0.007	0.042	0.007	-0.061	-0.002	0.033	0.018	0.02	-0.012	-0.049	0.039	0.012	-0.004	0.058	0.052	-0.008	0.035	-0.017	-0.03	0.039	-0.029	-0.015	0.013	0.039	0.033	-0.044	-0.002	0.005	0.051
27	-0.018	-0.007	0.08	0.105	-0.047	0.003	-0.116	0.008	-0.023	0.008	0.081	0.033	0.003	0.093	0.024	0.003	-0.007	-0.05	0.187	0.012	-0.135	0.047	-0.03	-0.237	-0.084	0.033	0.243	0.066	-0.058	-0.078	0.157
28	0.043	-0.005	0.033	-0.003	-0.035	0.08	-0.063	-0.041	-0.041	-0.03	0.066	0.104	-0.065	0.046	0.013	-0.091	-0.085	-0.018	0.058	0.029	-0.022	-0.024	0.009	-0.113	-0.099	-0.044	0.066	0.13	-0.032	-0.053	0.027
29	0	0.005	-0.021	-0.023	0.014	-0.008	0.033	0.002	0.01	0.002	-0.026	-0.02	0.008	-0.028	-0.006	0.01	0.011	0.014	-0.049	-0.005	0.031	-0.009	0.009	0.066	0.035	-0.002	-0.058	-0.032	0.018	0.023	-0.04
30	-0.011	-0.003	-0.033	-0.026	0.026	-0.038	0.049	0.01	0.022	0.007	-0.045	-0.043	0.021	-0.036	-0.011	0.031	0.029	0.018	-0.065	-0.015	0.047	0.005	-0.002	0.098	0.046	0.005	-0.078	-0.053	0.023	0.042	-0.039
31	-0.051	-0.042	0.05	0.103	-0.018	-0.079	-0.072	0.038	0.006	0.019	0.036	-0.016	0.031	0.079	0.002	0.053	0.042	-0.04	0.151	-0.015	-0.094	0.081	-0.07	-0.155	-0.077	0.051	0.157	0.027	-0.04	-0.039	0.163
