V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t63	0.04	0.071	0.014	0.013	0.052	0.025	0.002	0.026	0.002	0.004	0.023	0.07	0.051	0.049	0.027	0.007	0.011	0.009	0.026	0.055	0.014	0.062	0.013	0.005	0.007	0.011	0.235	0.036	0.002	0.039
t130	0.011	0.041	0.005	0.013	0.095	0.003	0.009	0.065	0.004	0.007	0.004	0.005	0.181	0.016	0.014	0.049	0.07	0.01	0.006	0.022	0.019	0.086	0.006	0.061	0.042	0.025	0.028	0.002	0.003	0.098
t65	0.02	0.034	0.007	0.014	0.116	0.007	0.012	0.079	0.004	0.007	0.009	0.024	0.121	0.033	0.016	0.026	0.049	0.013	0.009	0.037	0.04	0.086	0.006	0.075	0.013	0.019	0.012	0.01	0.004	0.097
t90	0.014	0.042	0.014	0.03	0.046	0.006	0.002	0.05	0.002	0.006	0.016	0.018	0.095	0.051	0.02	0.02	0.031	0.006	0.047	0.032	0.004	0.093	0.008	0.003	0.009	0.023	0.271	0.009	0.001	0.032
t144	0.104	0.09	0.006	0.002	0.042	0.162	0.004	0.009	0.001	0.002	0.02	0.184	0.015	0.017	0.023	0.001	0.002	0.011	0.003	0.075	0.046	0.011	0.028	0.021	0.007	0.003	0.023	0.048	0.002	0.038
t113	0.048	0.073	0.003	0.002	0.085	0.032	0.015	0.023	0.002	0.003	0.006	0.036	0.051	0.008	0.016	0.006	0.012	0.017	0.001	0.043	0.088	0.016	0.019	0.25	0.03	0.006	0.003	0.008	0.005	0.093
t129	0.05	0.058	0.011	0.011	0.092	0.025	0.006	0.04	0.003	0.005	0.02	0.091	0.065	0.048	0.026	0.009	0.017	0.014	0.013	0.063	0.045	0.071	0.011	0.026	0.007	0.012	0.041	0.043	0.003	0.075
t17	0.035	0.053	0.016	0.019	0.046	0.026	0.002	0.034	0.002	0.004	0.028	0.07	0.059	0.061	0.025	0.008	0.014	0.008	0.037	0.056	0.01	0.06	0.01	0.004	0.005	0.013	0.236	0.03	0.002	0.03
t1	0.083	0.115	0.006	0.003	0.076	0.064	0.008	0.017	0.002	0.003	0.012	0.067	0.04	0.015	0.027	0.004	0.008	0.017	0.003	0.066	0.072	0.025	0.029	0.077	0.023	0.006	0.021	0.023	0.004	0.084
t125	0.037	0.067	0.017	0.02	0.047	0.027	0.002	0.035	0.002	0.004	0.031	0.08	0.051	0.07	0.025	0.007	0.012	0.008	0.043	0.058	0.01	0.067	0.01	0.004	0.005	0.012	0.168	0.049	0.002	0.029
t21	0.017	0.054	0.005	0.01	0.1	0.004	0.008	0.046	0.004	0.006	0.005	0.009	0.156	0.017	0.017	0.033	0.045	0.012	0.006	0.027	0.03	0.096	0.007	0.08	0.031	0.018	0.04	0.003	0.003	0.113
t100	0.013	0.047	0.009	0.021	0.08	0.005	0.005	0.075	0.003	0.008	0.009	0.009	0.17	0.028	0.018	0.043	0.065	0.009	0.017	0.029	0.011	0.096	0.007	0.018	0.027	0.029	0.078	0.003	0.003	0.066
t115	0.012	0.037	0.005	0.013	0.102	0.003	0.009	0.071	0.004	0.006	0.005	0.007	0.155	0.021	0.013	0.043	0.064	0.011	0.007	0.023	0.027	0.109	0.005	0.076	0.023	0.023	0.019	0.003	0.003	0.101
t142	0.037	0.085	0.016	0.021	0.046	0.031	0.002	0.038	0.002	0.005	0.026	0.047	0.077	0.049	0.027	0.01	0.017	0.008	0.03	0.057	0.009	0.053	0.014	0.006	0.012	0.016	0.208	0.02	0.002	0.03
t74	0.021	0.039	0.013	0.02	0.042	0.012	0.002	0.034	0.002	0.004	0.018	0.029	0.076	0.048	0.021	0.013	0.018	0.006	0.036	0.038	0.006	0.072	0.009	0.003	0.007	0.015	0.35	0.015	0.001	0.03
t73	0.03	0.027	0.01	0.014	0.091	0.007	0.004	0.042	0.003	0.005	0.016	0.077	0.063	0.067	0.02	0.011	0.018	0.01	0.022	0.042	0.04	0.135	0.005	0.016	0.003	0.012	0.055	0.081	0.003	0.071
t30	0.059	0.093	0.007	0.006	0.095	0.03	0.008	0.028	0.003	0.004	0.013	0.06	0.057	0.024	0.027	0.008	0.013	0.016	0.005	0.059	0.062	0.044	0.021	0.076	0.019	0.009	0.027	0.026	0.004	0.096
t60	0.003	0.017	0.001	0.002	0.069	0	0.012	0.029	0.002	0.003	0	0	0.128	0.002	0.004	0.037	0.058	0.006	0	0.005	0.029	0.032	0.002	0.353	0.074	0.01	0.001	0	0.003	0.117
t93	0.007	0.025	0.005	0.015	0.093	0.001	0.006	0.063	0.004	0.006	0.003	0.005	0.17	0.022	0.012	0.052	0.07	0.008	0.01	0.016	0.018	0.176	0.003	0.034	0.015	0.025	0.034	0.003	0.002	0.098
t76	0.075	0.102	0.011	0.007	0.057	0.075	0.004	0.021	0.002	0.004	0.027	0.141	0.034	0.035	0.028	0.004	0.007	0.012	0.011	0.077	0.026	0.028	0.024	0.013	0.008	0.007	0.066	0.054	0.003	0.041
t145	0.009	0.03	0.001	0.002	0.088	0.001	0.013	0.025	0.003	0.003	0.001	0.003	0.086	0.004	0.007	0.019	0.029	0.01	0	0.011	0.057	0.035	0.005	0.378	0.035	0.008	0.001	0.001	0.003	0.132
t188	0.015	0.043	0.005	0.012	0.109	0.003	0.009	0.065	0.004	0.006	0.005	0.01	0.143	0.022	0.015	0.035	0.054	0.012	0.007	0.026	0.031	0.11	0.006	0.074	0.022	0.021	0.018	0.006	0.004	0.108
t6	0.062	0.123	0.009	0.008	0.078	0.057	0.008	0.035	0.002	0.005	0.018	0.069	0.065	0.026	0.026	0.008	0.015	0.016	0.006	0.07	0.034	0.029	0.027	0.054	0.024	0.011	0.029	0.017	0.004	0.063
t105	0.035	0.078	0.02	0.02	0.022	0.077	0.001	0.027	0.001	0.004	0.052	0.111	0.027	0.062	0.022	0.003	0.007	0.005	0.052	0.063	0.003	0.017	0.013	0.001	0.004	0.009	0.224	0.032	0.001	0.009
t97	0.03	0.043	0.01	0.015	0.104	0.009	0.007	0.058	0.003	0.006	0.015	0.05	0.088	0.053	0.021	0.017	0.029	0.013	0.017	0.046	0.039	0.111	0.007	0.034	0.007	0.016	0.037	0.029	0.003	0.083
t189	0.014	0.037	0.013	0.03	0.062	0.005	0.002	0.063	0.003	0.006	0.015	0.021	0.107	0.058	0.018	0.025	0.038	0.007	0.041	0.032	0.008	0.132	0.006	0.005	0.007	0.024	0.165	0.012	0.002	0.043
t196	0.023	0.06	0.012	0.021	0.071	0.009	0.003	0.05	0.003	0.006	0.014	0.024	0.12	0.04	0.023	0.022	0.032	0.009	0.023	0.04	0.012	0.097	0.01	0.011	0.015	0.02	0.161	0.011	0.003	0.056
t180	0.022	0.048	0.014	0.022	0.049	0.013	0.002	0.041	0.002	0.005	0.021	0.036	0.07	0.057	0.022	0.013	0.02	0.007	0.043	0.042	0.007	0.08	0.007	0.003	0.006	0.017	0.285	0.014	0.001	0.033
t110	0.015	0.037	0.003	0.006	0.11	0.004	0.015	0.059	0.003	0.005	0.004	0.01	0.099	0.013	0.011	0.026	0.045	0.013	0.002	0.024	0.049	0.052	0.007	0.223	0.026	0.014	0.003	0.003	0.004	0.114
t200	0.048	0.102	0.008	0.008	0.096	0.029	0.01	0.043	0.003	0.006	0.012	0.04	0.084	0.022	0.024	0.012	0.023	0.017	0.005	0.057	0.043	0.041	0.025	0.072	0.033	0.013	0.017	0.013	0.005	0.089
t185	0.014	0.043	0.006	0.013	0.101	0.004	0.009	0.07	0.004	0.007	0.006	0.008	0.16	0.02	0.016	0.04	0.064	0.011	0.007	0.027	0.024	0.088	0.007	0.063	0.032	0.024	0.024	0.002	0.003	0.102
t14	0.025	0.059	0.011	0.021	0.09	0.011	0.006	0.075	0.003	0.007	0.016	0.03	0.116	0.046	0.021	0.025	0.042	0.012	0.02	0.046	0.019	0.091	0.01	0.024	0.014	0.023	0.054	0.012	0.003	0.066
t80	0.01	0.029	0.003	0.008	0.11	0.002	0.011	0.061	0.004	0.006	0.003	0.006	0.146	0.013	0.011	0.038	0.062	0.011	0.003	0.019	0.039	0.09	0.004	0.127	0.025	0.018	0.008	0.003	0.004	0.125
t4	0.01	0.028	0.003	0.008	0.104	0.002	0.011	0.055	0.004	0.006	0.003	0.005	0.162	0.012	0.012	0.038	0.062	0.01	0.003	0.018	0.039	0.09	0.004	0.121	0.03	0.018	0.011	0.002	0.004	0.127
t165	0.01	0.031	0.01	0.032	0.066	0.002	0.003	0.074	0.003	0.006	0.01	0.012	0.137	0.05	0.015	0.036	0.054	0.006	0.037	0.024	0.007	0.159	0.004	0.006	0.007	0.028	0.115	0.008	0.002	0.046
t33	0.016	0.04	0.012	0.024	0.07	0.005	0.003	0.055	0.003	0.006	0.013	0.024	0.114	0.055	0.02	0.023	0.034	0.008	0.034	0.033	0.011	0.138	0.006	0.008	0.007	0.021	0.152	0.016	0.002	0.052
t52	0.031	0.06	0.013	0.014	0.038	0.024	0.002	0.023	0.001	0.004	0.021	0.04	0.052	0.039	0.026	0.007	0.011	0.007	0.028	0.047	0.008	0.047	0.012	0.003	0.009	0.011	0.373	0.019	0.001	0.029
t85	0.035	0.07	0.016	0.021	0.055	0.028	0.003	0.045	0.002	0.006	0.029	0.057	0.066	0.059	0.027	0.011	0.019	0.009	0.035	0.06	0.01	0.06	0.013	0.006	0.009	0.016	0.174	0.022	0.002	0.036
t47	0.019	0.028	0.012	0.021	0.037	0.008	0.001	0.028	0.002	0.004	0.019	0.033	0.05	0.06	0.02	0.009	0.013	0.005	0.048	0.034	0.007	0.095	0.004	0.002	0.003	0.012	0.371	0.029	0.001	0.027
