feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t33	-2.019	1.198	0.705	-0.786	-1.941	-0.318	-1.508	0.806	-2.615	-1.283	0.231	-0.668	-0.595	0.209	-0.994	-0.676	1.267	0.368	-0.746	1.855	2.15	0.023	0.291	1.286	2.765	1.429	-0.324	-1.04	1.147	-0.24
t172	-2.262	0.91	1.065	-1.162	-2.514	-0.132	-1.326	1.077	-2.969	-1.727	0.356	-0.679	-0.519	-0.022	-0.892	-0.387	1.821	0.054	-1.227	2.551	2.649	-0.046	0.485	1.382	2.798	1.782	-0.677	-0.909	1.506	-1.039
t94	-1.754	1.514	0.309	-0.374	-1.315	-0.52	-1.709	0.509	-2.227	-0.796	0.093	-0.656	-0.679	0.461	-1.106	-0.993	0.658	0.713	-0.22	1.088	1.603	0.098	0.078	1.18	2.727	1.043	0.063	-1.185	0.752	0.635
t138	-1.76	1.507	0.317	-0.383	-1.328	-0.515	-1.704	0.517	-2.235	-0.806	0.095	-0.655	-0.678	0.455	-1.103	-0.986	0.67	0.697	-0.23	1.106	1.616	0.097	0.082	1.182	2.728	1.054	0.055	-1.182	0.761	0.617
t137	-1.944	1.288	0.594	-0.67	-1.765	-0.374	-1.565	0.723	-2.505	-1.146	0.192	-0.664	-0.619	0.28	-1.026	-0.765	1.096	0.467	-0.598	1.639	1.996	0.045	0.231	1.256	2.754	1.321	-0.214	-1.081	1.036	0.007
t152	-1.609	1.686	0.094	-0.15	-0.973	-0.631	-1.817	0.347	-2.015	-0.531	0.018	-0.649	-0.726	0.599	-1.167	-1.166	0.326	0.895	0.067	0.671	1.304	0.139	-0.039	1.122	2.707	0.832	0.274	-1.264	0.538	1.112
t79	-1.583	1.718	0.053	-0.108	-0.909	-0.653	-1.838	0.318	-1.976	-0.481	0.003	-0.647	-0.734	0.624	-1.178	-1.198	0.262	0.919	0.121	0.596	1.251	0.147	-0.061	1.111	2.703	0.796	0.313	-1.279	0.498	1.201
t180	-1.605	1.692	0.085	-0.143	-0.961	-0.634	-1.821	0.343	-2.008	-0.522	0.014	-0.649	-0.727	0.602	-1.169	-1.172	0.313	0.897	0.078	0.657	1.296	0.14	-0.043	1.119	2.706	0.828	0.281	-1.267	0.53	1.128
t73	-1.686	1.596	0.206	-0.267	-1.151	-0.574	-1.759	0.434	-2.127	-0.669	0.058	-0.65	-0.701	0.527	-1.133	-1.075	0.498	0.777	-0.083	0.892	1.463	0.118	0.022	1.152	2.718	0.947	0.163	-1.223	0.652	0.86
t56	-1.464	1.859	-0.126	0.077	-0.627	-0.739	-1.928	0.183	-1.803	-0.264	-0.058	-0.643	-0.773	0.738	-1.229	-1.341	-0.009	1.088	0.357	0.245	1.002	0.18	-0.158	1.063	2.686	0.619	0.486	-1.345	0.319	1.593
