feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t99	-0.546	1.65	1.278	-0.712	-1.477	-0.897	-0.78	0.43	1.144	-0.244	-0.301	0.189	0.996	-1.528	-1.985	-1.023	0.027	0.773	0.254	-0.356	-0.004	0.447	0.178	-0.091	1.714	0.563	1.03	-0.054	-0.371	-0.309
t41	-1.184	0.33	0.62	-1.651	-1.845	0.289	-1.652	0.734	2.565	1.085	-0.713	0.818	0.602	0.013	-1.591	-0.831	-0.78	-0.747	1.023	0.331	0.125	1.069	0.83	0.536	1.667	-0.591	0.439	-0.553	-1.2	0.249
t173	-0.631	2.479	1.124	-0.935	-1.395	-1.296	-0.936	0.531	0.95	-0.296	0.063	0.37	1.015	-1.265	-2.115	-1.049	-0.175	0.676	0.039	-0.551	0.118	0.44	-0.025	-0.186	1.825	0.598	1.513	-0.267	-0.055	-0.57
t128	-0.629	2.33	1.14	-0.929	-1.418	-1.21	-0.905	0.522	0.979	-0.268	0	0.361	1.011	-1.285	-2.083	-1.033	-0.15	0.668	0.089	-0.502	0.103	0.433	0.024	-0.158	1.81	0.565	1.41	-0.238	-0.134	-0.507
t122	-0.583	1.912	1.219	-0.798	-1.454	-1.023	-0.836	0.468	1.109	-0.243	-0.193	0.255	0.999	-1.415	-2.021	-1.027	-0.05	0.722	0.194	-0.407	0.04	0.447	0.118	-0.117	1.752	0.571	1.166	-0.134	-0.289	-0.388
t113	-0.354	2.412	1.455	-0.48	-1.324	-1.443	-0.516	0.362	0.536	-0.733	-0.015	0.048	1.144	-1.984	-2.167	-1.093	0.244	1.27	-0.089	-0.664	-0.006	0.212	-0.116	-0.339	1.772	0.956	1.409	0.05	0.028	-0.584
t8	-0.726	2.003	1.046	-1.058	-1.49	-0.954	-1.043	0.561	1.237	-0.039	-0.106	0.446	0.94	-1.061	-2.003	-1.001	-0.263	0.422	0.245	-0.368	0.107	0.547	0.159	-0.039	1.787	0.356	1.269	-0.295	-0.301	-0.383
t190	-0.716	1.88	1.066	-1.027	-1.504	-0.884	-1.029	0.547	1.263	-0.029	-0.156	0.423	0.933	-1.101	-1.986	-1	-0.238	0.43	0.276	-0.342	0.088	0.555	0.189	-0.022	1.769	0.341	1.21	-0.265	-0.334	-0.345
t37	-0.822	1.942	0.941	-1.22	-1.527	-0.874	-1.151	0.617	1.416	0.133	-0.128	0.552	0.898	-0.802	-1.958	-0.968	-0.39	0.212	0.324	-0.286	0.147	0.606	0.222	0.029	1.801	0.228	1.206	-0.392	-0.421	-0.338
t165	-0.395	1.895	1.441	-0.484	-1.397	-1.168	-0.543	0.354	0.875	-0.535	-0.263	0.024	1.091	-1.875	-2.055	-1.055	0.228	1.129	0.101	-0.477	-0.035	0.286	0.044	-0.233	1.722	0.861	1.064	0.067	-0.26	-0.414
t43	-0.886	0.901	0.931	-1.206	-1.679	-0.239	-1.243	0.589	1.919	0.475	-0.541	0.519	0.783	-0.712	-1.767	-0.919	-0.399	-0.041	0.678	0.023	0.06	0.783	0.538	0.251	1.684	-0.058	0.689	-0.313	-0.829	0.004
t54	-0.796	1.495	1	-1.121	-1.576	-0.639	-1.113	0.571	1.565	0.195	-0.324	0.471	0.873	-0.9	-1.889	-0.958	-0.318	0.219	0.446	-0.178	0.087	0.641	0.333	0.09	1.741	0.19	0.965	-0.301	-0.57	-0.202
t170	-0.246	1.996	1.611	-0.263	-1.348	-1.281	-0.336	0.272	0.523	-0.814	-0.211	-0.117	1.166	-2.29	-2.118	-1.091	0.444	1.461	-0.017	-0.597	-0.096	0.158	-0.04	-0.33	1.706	1.025	1.149	0.231	-0.098	-0.458
t68	-0.955	2.46	0.749	-1.486	-1.499	-1.062	-1.376	0.727	1.418	0.229	0.119	0.757	0.87	-0.438	-2.023	-0.973	-0.638	-0.023	0.232	-0.375	0.255	0.676	0.127	0.018	1.881	0.136	1.54	-0.613	-0.245	-0.493
t152	-0.655	2.914	1.067	-1.021	-1.346	-1.521	-0.979	0.572	0.815	-0.358	0.249	0.443	1.037	-1.178	-2.185	-1.063	-0.249	0.671	-0.082	-0.66	0.174	0.413	-0.137	-0.248	1.881	0.644	1.752	-0.356	0.105	-0.708
t17	-0.638	1.311	1.194	-0.84	-1.552	-0.636	-0.894	0.467	1.389	-0.019	-0.418	0.272	0.93	-1.318	-1.9	-0.985	-0.072	0.537	0.415	-0.212	-0.001	0.545	0.319	0.029	1.691	0.358	0.861	-0.101	-0.555	-0.171
t14	-0.715	1.175	1.115	-0.958	-1.593	-0.516	-0.989	0.505	1.555	0.136	-0.463	0.349	0.888	-1.125	-1.853	-0.959	-0.168	0.359	0.501	-0.131	0.019	0.608	0.392	0.099	1.69	0.231	0.785	-0.165	-0.664	-0.109
t71	-0.757	2.581	0.974	-1.168	-1.426	-1.252	-1.1	0.614	1.057	-0.122	0.138	0.54	0.968	-0.951	-2.098	-1.021	-0.359	0.418	0.081	-0.514	0.181	0.512	0.007	-0.122	1.86	0.422	1.587	-0.411	-0.08	-0.566
t84	-0.897	0.791	0.923	-1.207	-1.693	-0.181	-1.262	0.588	2.006	0.523	-0.593	0.514	0.768	-0.678	-1.745	-0.914	-0.41	-0.079	0.717	0.061	0.055	0.808	0.57	0.273	1.673	-0.078	0.624	-0.315	-0.883	0.035
t32	-1.277	0.535	0.498	-1.83	-1.847	0.242	-1.788	0.804	2.614	1.186	-0.605	0.951	0.576	0.261	-1.603	-0.821	-0.933	-0.925	1.012	0.32	0.186	1.118	0.814	0.558	1.708	-0.688	0.57	-0.682	-1.164	0.201
t13	-0.65	1.811	1.151	-0.921	-1.494	-0.911	-0.901	0.505	1.201	-0.117	-0.213	0.339	0.968	-1.257	-1.979	-0.997	-0.127	0.569	0.269	-0.337	0.059	0.485	0.186	-0.051	1.755	0.436	1.108	-0.184	-0.385	-0.323
t73	-0.687	1.318	1.139	-0.916	-1.561	-0.644	-0.944	0.495	1.515	0.067	-0.439	0.314	0.914	-1.165	-1.88	-0.969	-0.144	0.437	0.442	-0.172	0.028	0.568	0.333	0.048	1.704	0.341	0.81	-0.165	-0.625	-0.169
t150	-0.976	1.29	0.8	-1.404	-1.658	-0.387	-1.382	0.669	1.879	0.528	-0.35	0.671	0.771	-0.462	-1.814	-0.918	-0.563	-0.195	0.607	-0.044	0.138	0.812	0.469	0.24	1.745	-0.128	0.931	-0.464	-0.711	-0.103
t111	-0.856	1.818	0.904	-1.243	-1.548	-0.777	-1.234	0.626	1.542	0.219	-0.17	0.569	0.863	-0.726	-1.939	-0.971	-0.443	0.121	0.372	-0.251	0.145	0.677	0.26	0.068	1.786	0.165	1.186	-0.417	-0.439	-0.311
t2	-0.529	2.826	1.223	-0.807	-1.323	-1.551	-0.784	0.491	0.644	-0.545	0.189	0.29	1.091	-1.516	-2.199	-1.081	-0.052	0.937	-0.124	-0.696	0.111	0.314	-0.163	-0.307	1.85	0.796	1.673	-0.201	0.127	-0.693
t167	-0.907	1.664	0.859	-1.332	-1.591	-0.637	-1.282	0.65	1.621	0.329	-0.209	0.63	0.833	-0.622	-1.895	-0.945	-0.491	-0.004	0.454	-0.18	0.148	0.713	0.337	0.134	1.779	0.033	1.111	-0.44	-0.533	-0.232
t93	-0.563	2.233	1.223	-0.809	-1.41	-1.207	-0.806	0.477	0.928	-0.352	-0.055	0.272	1.035	-1.452	-2.08	-1.041	-0.045	0.8	0.085	-0.505	0.065	0.391	0.024	-0.181	1.788	0.641	1.338	-0.154	-0.157	-0.488
t195	-0.995	1.79	0.748	-1.483	-1.597	-0.669	-1.406	0.709	1.747	0.449	-0.162	0.734	0.803	-0.372	-1.891	-0.932	-0.635	-0.179	0.465	-0.162	0.203	0.767	0.334	0.159	1.81	-0.031	1.162	-0.561	-0.548	-0.264
t77	-0.967	1.146	0.82	-1.364	-1.671	-0.319	-1.366	0.652	1.95	0.55	-0.426	0.637	0.763	-0.49	-1.79	-0.915	-0.541	-0.19	0.646	-0.005	0.12	0.823	0.502	0.256	1.726	-0.121	0.836	-0.437	-0.766	-0.063
t69	-0.566	2.702	1.19	-0.862	-1.352	-1.453	-0.826	0.506	0.732	-0.458	0.148	0.326	1.067	-1.431	-2.166	-1.064	-0.091	0.844	-0.062	-0.641	0.113	0.349	-0.108	-0.261	1.842	0.714	1.61	-0.221	0.053	-0.64
t126	-0.977	1.945	0.757	-1.473	-1.574	-0.755	-1.392	0.709	1.641	0.382	-0.087	0.735	0.821	-0.415	-1.925	-0.944	-0.623	-0.127	0.406	-0.22	0.21	0.742	0.284	0.125	1.824	0.002	1.266	-0.562	-0.464	-0.317
t46	-0.741	0.648	1.118	-0.937	-1.665	-0.221	-1.014	0.486	1.837	0.305	-0.695	0.315	0.835	-1.078	-1.752	-0.931	-0.164	0.247	0.679	0.035	-0.023	0.684	0.547	0.202	1.632	0.125	0.482	-0.125	-0.899	0.061
t61	-0.689	2.179	1.08	-1.015	-1.455	-1.092	-0.98	0.55	1.132	-0.137	-0.054	0.416	0.974	-1.134	-2.038	-1.011	-0.222	0.523	0.173	-0.425	0.114	0.49	0.094	-0.095	1.804	0.457	1.326	-0.282	-0.243	-0.445
t147	-0.581	2.195	1.205	-0.832	-1.418	-1.191	-0.82	0.485	0.999	-0.309	-0.086	0.282	1.027	-1.395	-2.064	-1.032	-0.068	0.759	0.109	-0.476	0.073	0.401	0.04	-0.168	1.789	0.636	1.286	-0.173	-0.204	-0.473
t56	-0.913	1.473	0.865	-1.317	-1.614	-0.551	-1.277	0.642	1.743	0.388	-0.307	0.608	0.819	-0.598	-1.855	-0.932	-0.484	-0.035	0.519	-0.113	0.135	0.731	0.39	0.165	1.759	0.021	0.973	-0.425	-0.644	-0.173
t5	-0.632	1.873	1.166	-0.887	-1.476	-0.971	-0.885	0.497	1.186	-0.154	-0.203	0.314	0.979	-1.288	-1.995	-1.007	-0.112	0.614	0.239	-0.362	0.059	0.473	0.156	-0.078	1.759	0.494	1.128	-0.18	-0.356	-0.356
t89	-0.816	1.533	0.972	-1.161	-1.577	-0.643	-1.148	0.587	1.57	0.218	-0.296	0.502	0.866	-0.847	-1.892	-0.957	-0.351	0.178	0.445	-0.182	0.099	0.656	0.332	0.097	1.749	0.158	1.003	-0.328	-0.56	-0.211
t35	-1.144	1.587	0.586	-1.712	-1.669	-0.448	-1.621	0.787	2.036	0.735	-0.209	0.892	0.717	-0.005	-1.82	-0.894	-0.835	-0.525	0.61	-0.035	0.244	0.907	0.455	0.287	1.811	-0.286	1.095	-0.693	-0.689	-0.171
t192	-0.52	2.204	1.275	-0.736	-1.403	-1.207	-0.748	0.449	0.855	-0.418	-0.067	0.224	1.051	-1.577	-2.09	-1.05	0.021	0.889	0.068	-0.524	0.042	0.362	0.014	-0.2	1.776	0.683	1.331	-0.099	-0.126	-0.484
t198	-0.622	1.696	1.191	-0.86	-1.501	-0.858	-0.861	0.48	1.199	-0.138	-0.264	0.295	0.97	-1.344	-1.968	-0.999	-0.076	0.617	0.289	-0.322	0.033	0.478	0.207	-0.047	1.735	0.448	1.048	-0.135	-0.409	-0.291
t174	-1.061	1.155	0.713	-1.541	-1.704	-0.257	-1.479	0.713	2.05	0.696	-0.395	0.761	0.727	-0.25	-1.762	-0.886	-0.668	-0.39	0.702	0.046	0.163	0.875	0.549	0.317	1.747	-0.27	0.845	-0.535	-0.832	-0.034
t36	-0.79	1.664	0.995	-1.127	-1.551	-0.745	-1.109	0.578	1.502	0.149	-0.259	0.478	0.889	-0.898	-1.92	-0.967	-0.326	0.25	0.39	-0.227	0.104	0.62	0.281	0.054	1.761	0.237	1.05	-0.322	-0.506	-0.261
t166	-0.77	2.932	0.933	-1.22	-1.383	-1.433	-1.141	0.643	0.948	-0.18	0.289	0.588	0.985	-0.898	-2.16	-1.04	-0.415	0.425	-0.023	-0.611	0.222	0.499	-0.089	-0.176	1.902	0.467	1.796	-0.477	0.07	-0.685
t95	-0.868	2.108	0.874	-1.306	-1.521	-0.91	-1.248	0.653	1.404	0.167	-0.035	0.625	0.881	-0.694	-1.986	-0.977	-0.48	0.126	0.291	-0.326	0.178	0.647	0.19	0.03	1.823	0.176	1.352	-0.464	-0.322	-0.39
t139	-0.245	2.428	1.581	-0.282	-1.282	-1.564	-0.359	0.295	0.448	-0.9	-0.066	-0.101	1.197	-2.23	-2.193	-1.116	0.394	1.508	-0.155	-0.71	-0.044	0.128	-0.177	-0.42	1.758	1.168	1.349	0.152	0.054	-0.623
t74	-0.689	1.624	1.118	-0.96	-1.528	-0.786	-0.956	0.516	1.349	-0.008	-0.291	0.361	0.934	-1.165	-1.937	-0.983	-0.17	0.465	0.347	-0.265	0.056	0.539	0.252	0.002	1.739	0.361	1.008	-0.203	-0.476	-0.26
t182	-0.906	1.502	0.871	-1.312	-1.61	-0.562	-1.268	0.64	1.704	0.368	-0.289	0.608	0.824	-0.621	-1.862	-0.935	-0.476	-0.018	0.506	-0.127	0.134	0.723	0.381	0.159	1.761	0.022	0.999	-0.419	-0.621	-0.18
