V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.05	-0.084	-0.025	-0.053	0.147	-0.034	0.019	-0.068	-0.115	0.063	0.091	-0.074	0.047	0.049	-0.017	0.099	0.014	-0.036	0.082	-0.136	0.022	0.033	0.078	0.005	0.046	0.062	-0.05	-0.022	0.033	-0.071	-0.026
2	-0.084	0.158	0.051	0.106	-0.276	0.06	-0.043	0.136	0.249	-0.129	-0.182	0.145	-0.091	-0.09	0.032	-0.193	-0.028	0.067	-0.164	0.265	-0.041	-0.066	-0.14	-0.031	-0.1	-0.12	0.095	0.048	-0.065	0.113	0.064
3	-0.025	0.051	0.017	0.036	-0.089	0.018	-0.015	0.046	0.088	-0.044	-0.062	0.048	-0.03	-0.029	0.01	-0.064	-0.009	0.021	-0.055	0.088	-0.013	-0.022	-0.044	-0.015	-0.035	-0.04	0.031	0.017	-0.022	0.031	0.024
4	-0.053	0.106	0.036	0.074	-0.187	0.039	-0.031	0.095	0.179	-0.091	-0.127	0.099	-0.062	-0.061	0.021	-0.133	-0.02	0.045	-0.114	0.182	-0.028	-0.046	-0.093	-0.027	-0.072	-0.082	0.065	0.035	-0.045	0.069	0.049
5	0.147	-0.276	-0.089	-0.187	0.484	-0.106	0.075	-0.239	-0.436	0.227	0.319	-0.253	0.159	0.16	-0.055	0.338	0.049	-0.117	0.287	-0.464	0.072	0.115	0.246	0.053	0.174	0.211	-0.167	-0.084	0.115	-0.197	-0.113
6	-0.034	0.06	0.018	0.039	-0.106	0.024	-0.015	0.05	0.088	-0.047	-0.067	0.054	-0.034	-0.036	0.012	-0.072	-0.01	0.026	-0.06	0.099	-0.016	-0.024	-0.056	-0.006	-0.035	-0.045	0.036	0.017	-0.024	0.048	0.021
7	0.019	-0.043	-0.015	-0.031	0.075	-0.015	0.014	-0.04	-0.078	0.039	0.054	-0.041	0.025	0.023	-0.008	0.055	0.008	-0.018	0.048	-0.075	0.011	0.019	0.035	0.017	0.032	0.034	-0.026	-0.016	0.019	-0.023	-0.023
8	-0.068	0.136	0.046	0.095	-0.239	0.05	-0.04	0.121	0.229	-0.117	-0.163	0.127	-0.079	-0.078	0.027	-0.17	-0.025	0.057	-0.146	0.233	-0.036	-0.059	-0.118	-0.035	-0.092	-0.105	0.083	0.045	-0.058	0.088	0.062
9	-0.115	0.249	0.088	0.179	-0.436	0.088	-0.078	0.229	0.451	-0.224	-0.309	0.237	-0.147	-0.14	0.049	-0.316	-0.047	0.104	-0.276	0.433	-0.066	-0.111	-0.21	-0.085	-0.181	-0.196	0.153	0.088	-0.108	0.14	0.129
10	0.063	-0.129	-0.044	-0.091	0.227	-0.047	0.039	-0.117	-0.224	0.113	0.157	-0.122	0.076	0.073	-0.026	0.163	0.024	-0.054	0.14	-0.223	0.034	0.056	0.111	0.038	0.09	0.101	-0.079	-0.044	0.055	-0.079	-0.062
