V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t112	0.036	0.002	0.034	0.013	0.003	0.018	0	0.079	0.011	0.003	0.007	0.099	0.457	0.002	0.01	0.004	0	0	0.077	0.001	0.025	0.005	0.035	0.014	0.022	0.012	0.003	0.003	0.012	0.015
t70	0.051	0.001	0.029	0.009	0.001	0.005	0	0.176	0.004	0	0.002	0.071	0.483	0	0.006	0.003	0	0	0.057	0	0.014	0.001	0.028	0.004	0.017	0.022	0	0.003	0.006	0.006
t130	0.001	0	0.003	0.002	0.074	0.045	0.01	0	0.023	0.041	0.033	0.014	0.019	0.09	0.002	0.001	0.068	0.042	0.011	0.005	0.01	0.019	0.004	0.032	0.002	0	0.426	0	0.008	0.019
t95	0.024	0.002	0.033	0.014	0.011	0.036	0.001	0.038	0.021	0.008	0.016	0.106	0.384	0.006	0.012	0.005	0.002	0.001	0.081	0.002	0.034	0.011	0.035	0.027	0.022	0.008	0.014	0.003	0.019	0.026
t46	0.036	0.001	0.034	0.013	0.003	0.017	0	0.09	0.011	0.005	0.006	0.107	0.449	0.002	0.012	0.006	0	0	0.069	0.001	0.022	0.005	0.033	0.013	0.024	0.006	0.002	0.003	0.011	0.015
t14	0.036	0.002	0.034	0.013	0.003	0.017	0	0.083	0.01	0.003	0.006	0.1	0.457	0.002	0.01	0.005	0	0	0.076	0.001	0.024	0.005	0.034	0.013	0.022	0.01	0.003	0.003	0.012	0.014
t190	0.005	0.001	0.015	0.009	0.055	0.073	0.006	0.004	0.039	0.062	0.043	0.061	0.118	0.056	0.009	0.004	0.028	0.014	0.041	0.007	0.027	0.027	0.016	0.052	0.011	0.001	0.161	0.001	0.019	0.038
t66	0.009	0.002	0.021	0.011	0.043	0.069	0.005	0.008	0.039	0.019	0.038	0.077	0.196	0.03	0.009	0.004	0.015	0.011	0.06	0.005	0.037	0.024	0.024	0.052	0.014	0.003	0.11	0.002	0.024	0.04
t59	0.001	0.001	0.005	0.003	0.075	0.056	0.01	0.001	0.029	0.033	0.039	0.022	0.037	0.078	0.003	0.001	0.055	0.035	0.018	0.005	0.015	0.023	0.006	0.041	0.004	0	0.367	0	0.012	0.025
t196	0.047	0.001	0.031	0.01	0.001	0.008	0	0.145	0.005	0.001	0.003	0.081	0.482	0	0.007	0.003	0	0	0.065	0	0.017	0.002	0.03	0.006	0.02	0.016	0.001	0.003	0.007	0.008
t11	0.004	0.001	0.013	0.008	0.062	0.072	0.008	0.003	0.039	0.032	0.044	0.052	0.107	0.054	0.007	0.003	0.031	0.019	0.04	0.006	0.028	0.027	0.015	0.053	0.009	0.001	0.205	0.001	0.019	0.037
t42	0.003	0.001	0.01	0.006	0.068	0.069	0.008	0.002	0.036	0.042	0.043	0.041	0.076	0.066	0.005	0.003	0.039	0.025	0.031	0.006	0.023	0.026	0.011	0.05	0.007	0.001	0.253	0.001	0.016	0.034
t193	0.022	0.002	0.033	0.015	0.012	0.04	0.001	0.036	0.023	0.017	0.018	0.114	0.358	0.008	0.014	0.007	0.003	0.001	0.076	0.003	0.032	0.012	0.033	0.029	0.024	0.004	0.016	0.002	0.018	0.028
t162	0.023	0.003	0.033	0.013	0.012	0.036	0.001	0.032	0.022	0.004	0.016	0.096	0.383	0.006	0.009	0.004	0.002	0.002	0.087	0.002	0.037	0.011	0.036	0.029	0.019	0.015	0.017	0.003	0.021	0.026
t168	0.033	0.002	0.034	0.012	0.005	0.021	0.001	0.063	0.013	0.002	0.008	0.094	0.451	0.002	0.009	0.004	0.001	0.001	0.08	0.001	0.029	0.006	0.036	0.016	0.02	0.019	0.005	0.003	0.015	0.017
t145	0.003	0.001	0.012	0.007	0.063	0.071	0.008	0.002	0.038	0.048	0.044	0.049	0.093	0.062	0.007	0.003	0.034	0.019	0.035	0.006	0.025	0.027	0.013	0.052	0.008	0.001	0.212	0.001	0.018	0.036
t2	0.023	0.002	0.033	0.014	0.012	0.036	0.001	0.035	0.022	0.006	0.016	0.102	0.381	0.006	0.01	0.005	0.002	0.002	0.085	0.002	0.036	0.011	0.036	0.028	0.021	0.01	0.016	0.003	0.02	0.026
t74	0.024	0.002	0.033	0.014	0.011	0.036	0.001	0.038	0.021	0.008	0.016	0.107	0.381	0.006	0.012	0.005	0.002	0.001	0.08	0.002	0.034	0.011	0.035	0.028	0.022	0.007	0.014	0.003	0.019	0.026
t191	0.04	0.002	0.034	0.012	0.002	0.014	0	0.102	0.008	0.002	0.005	0.096	0.468	0.001	0.01	0.004	0	0	0.069	0.001	0.021	0.004	0.033	0.011	0.022	0.011	0.002	0.003	0.01	0.012
t32	0.021	0.002	0.032	0.015	0.013	0.041	0.001	0.034	0.024	0.025	0.019	0.116	0.343	0.01	0.015	0.008	0.003	0.001	0.075	0.003	0.031	0.013	0.032	0.03	0.024	0.003	0.017	0.002	0.018	0.029
t63	0.02	0.002	0.032	0.014	0.016	0.045	0.002	0.026	0.026	0.008	0.021	0.102	0.344	0.009	0.011	0.005	0.004	0.003	0.08	0.003	0.037	0.014	0.034	0.035	0.02	0.008	0.026	0.003	0.022	0.031
t185	0.019	0.002	0.032	0.014	0.016	0.045	0.002	0.028	0.026	0.018	0.021	0.11	0.334	0.011	0.013	0.006	0.004	0.002	0.077	0.003	0.034	0.014	0.033	0.034	0.022	0.004	0.023	0.002	0.02	0.031
t120	0.001	0	0.003	0.002	0.073	0.046	0.009	0	0.023	0.059	0.033	0.014	0.019	0.096	0.002	0.001	0.068	0.035	0.01	0.005	0.009	0.02	0.004	0.032	0.002	0	0.404	0	0.008	0.019
t124	0.007	0.002	0.019	0.01	0.048	0.071	0.006	0.006	0.039	0.026	0.04	0.071	0.169	0.038	0.009	0.004	0.019	0.012	0.056	0.005	0.034	0.025	0.022	0.053	0.013	0.002	0.128	0.001	0.023	0.04
t128	0.039	0.002	0.033	0.011	0.002	0.014	0	0.089	0.009	0.001	0.005	0.088	0.475	0.001	0.008	0.003	0	0	0.075	0.001	0.024	0.004	0.034	0.011	0.019	0.022	0.002	0.003	0.012	0.012
t81	0.018	0.002	0.031	0.014	0.019	0.048	0.002	0.023	0.028	0.013	0.023	0.103	0.323	0.012	0.012	0.005	0.005	0.003	0.079	0.003	0.037	0.015	0.033	0.037	0.02	0.006	0.03	0.002	0.022	0.032
t151	0.023	0.002	0.033	0.014	0.011	0.037	0.001	0.037	0.022	0.01	0.016	0.108	0.376	0.007	0.012	0.006	0.002	0.001	0.081	0.002	0.033	0.011	0.035	0.028	0.022	0.006	0.014	0.003	0.019	0.026
t4	0.008	0.002	0.021	0.011	0.042	0.07	0.005	0.008	0.039	0.041	0.038	0.081	0.185	0.036	0.011	0.005	0.016	0.009	0.056	0.006	0.033	0.025	0.023	0.051	0.015	0.002	0.099	0.001	0.022	0.04
t152	0.002	0.001	0.009	0.006	0.066	0.068	0.008	0.002	0.036	0.068	0.043	0.041	0.07	0.073	0.006	0.003	0.041	0.02	0.028	0.007	0.02	0.027	0.011	0.049	0.007	0	0.238	0	0.015	0.033
t84	0.011	0.002	0.025	0.013	0.033	0.064	0.004	0.012	0.036	0.026	0.033	0.092	0.236	0.025	0.011	0.005	0.011	0.006	0.067	0.005	0.036	0.022	0.027	0.047	0.017	0.003	0.068	0.002	0.023	0.039
t169	0.012	0.002	0.026	0.012	0.031	0.061	0.004	0.013	0.035	0.014	0.032	0.089	0.255	0.02	0.01	0.004	0.009	0.007	0.071	0.004	0.039	0.02	0.029	0.047	0.016	0.005	0.067	0.002	0.024	0.038
t150	0.018	0.002	0.03	0.014	0.019	0.049	0.002	0.023	0.028	0.013	0.023	0.103	0.322	0.012	0.012	0.005	0.005	0.003	0.079	0.003	0.037	0.015	0.033	0.037	0.02	0.006	0.031	0.002	0.022	0.032
t79	0.001	0.001	0.005	0.003	0.075	0.054	0.009	0	0.028	0.04	0.038	0.02	0.032	0.083	0.003	0.001	0.058	0.034	0.015	0.005	0.013	0.022	0.005	0.039	0.003	0	0.376	0	0.01	0.024
t68	0.008	0.002	0.021	0.011	0.044	0.07	0.005	0.007	0.039	0.024	0.039	0.076	0.187	0.033	0.009	0.004	0.017	0.011	0.06	0.005	0.036	0.024	0.023	0.052	0.014	0.003	0.112	0.001	0.023	0.04
t43	0.009	0.002	0.022	0.011	0.041	0.069	0.005	0.008	0.038	0.026	0.037	0.08	0.199	0.032	0.01	0.005	0.015	0.01	0.063	0.005	0.036	0.024	0.024	0.051	0.015	0.003	0.098	0.001	0.023	0.04
t87	0.01	0.002	0.023	0.011	0.04	0.066	0.005	0.009	0.037	0.013	0.036	0.079	0.218	0.025	0.009	0.004	0.013	0.01	0.065	0.004	0.039	0.022	0.026	0.051	0.014	0.005	0.098	0.002	0.025	0.039
t135	0.001	0	0.005	0.003	0.071	0.055	0.009	0.001	0.028	0.077	0.038	0.022	0.031	0.093	0.003	0.002	0.059	0.028	0.015	0.006	0.012	0.023	0.005	0.038	0.004	0	0.337	0	0.01	0.024
t5	0.001	0	0.003	0.002	0.074	0.045	0.009	0	0.023	0.044	0.033	0.014	0.019	0.09	0.002	0.001	0.067	0.04	0.01	0.005	0.01	0.02	0.004	0.032	0.002	0	0.423	0	0.008	0.019
t179	0.014	0.002	0.028	0.014	0.025	0.057	0.003	0.017	0.033	0.026	0.028	0.101	0.274	0.019	0.013	0.006	0.007	0.004	0.071	0.004	0.035	0.019	0.03	0.042	0.02	0.003	0.045	0.002	0.022	0.036
t25	0.008	0.002	0.02	0.011	0.046	0.071	0.005	0.007	0.039	0.03	0.04	0.075	0.175	0.037	0.009	0.004	0.018	0.011	0.056	0.005	0.034	0.025	0.022	0.053	0.013	0.002	0.119	0.001	0.022	0.04
t123	0.011	0.002	0.024	0.012	0.035	0.064	0.004	0.011	0.036	0.018	0.034	0.086	0.234	0.024	0.01	0.004	0.011	0.008	0.071	0.004	0.038	0.021	0.027	0.048	0.016	0.004	0.077	0.002	0.024	0.038
t73	0.016	0.003	0.029	0.013	0.022	0.051	0.003	0.019	0.029	0.008	0.025	0.094	0.31	0.013	0.01	0.004	0.005	0.005	0.084	0.003	0.04	0.016	0.033	0.04	0.018	0.009	0.04	0.002	0.023	0.033
t44	0.011	0.002	0.024	0.012	0.035	0.064	0.004	0.011	0.036	0.022	0.034	0.088	0.232	0.025	0.01	0.005	0.011	0.008	0.068	0.004	0.037	0.022	0.027	0.048	0.016	0.004	0.076	0.002	0.023	0.039
t76	0.003	0.001	0.01	0.006	0.067	0.069	0.008	0.002	0.037	0.047	0.043	0.042	0.077	0.066	0.006	0.003	0.039	0.023	0.031	0.006	0.023	0.027	0.012	0.05	0.007	0.001	0.245	0.001	0.016	0.034
t93	0	0	0	0	0.058	0.02	0.008	0	0.01	0.04	0.017	0.003	0.003	0.1	0	0	0.095	0.047	0.002	0.003	0.002	0.01	0.001	0.014	0	0	0.559	0	0.002	0.007
t125	0.001	0.001	0.006	0.004	0.073	0.058	0.009	0.001	0.03	0.057	0.04	0.025	0.039	0.086	0.004	0.002	0.055	0.028	0.018	0.006	0.015	0.024	0.006	0.041	0.004	0	0.33	0	0.011	0.026
t39	0.031	0.002	0.034	0.013	0.005	0.023	0.001	0.063	0.014	0.004	0.009	0.104	0.435	0.003	0.011	0.005	0.001	0.001	0.079	0.001	0.028	0.006	0.035	0.018	0.023	0.009	0.005	0.003	0.014	0.018
t60	0.008	0.002	0.021	0.011	0.044	0.07	0.005	0.008	0.039	0.024	0.038	0.077	0.189	0.033	0.009	0.004	0.016	0.011	0.06	0.005	0.035	0.024	0.023	0.052	0.014	0.003	0.109	0.001	0.023	0.04
t102	0.009	0.002	0.022	0.011	0.041	0.069	0.005	0.009	0.038	0.026	0.037	0.081	0.2	0.031	0.01	0.005	0.015	0.01	0.062	0.005	0.036	0.024	0.024	0.051	0.015	0.003	0.098	0.001	0.023	0.04
t89	0.007	0.001	0.019	0.01	0.046	0.071	0.005	0.006	0.039	0.057	0.04	0.076	0.159	0.044	0.011	0.005	0.02	0.01	0.05	0.007	0.03	0.026	0.02	0.052	0.014	0.001	0.114	0.001	0.02	0.04
t184	0.011	0.002	0.025	0.013	0.031	0.063	0.003	0.013	0.036	0.037	0.033	0.096	0.234	0.026	0.012	0.006	0.011	0.005	0.065	0.005	0.034	0.022	0.027	0.046	0.018	0.002	0.062	0.002	0.022	0.038
t100	0.015	0.002	0.029	0.014	0.024	0.055	0.003	0.019	0.032	0.022	0.027	0.102	0.285	0.017	0.012	0.006	0.007	0.004	0.073	0.004	0.036	0.018	0.031	0.041	0.02	0.004	0.042	0.002	0.022	0.035
