V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.078	0.037	0.1	-0.078	-0.054	-0.083	0.184	0.015	-0.079	0.099	0.093	0.071	-0.104	-0.014	-0.045	-0.016	-0.063	-0.006	-0.12	-0.187	0.129	0.107	0.058	0.058	-0.162	-0.048	0.044	-0.041	0.05	0.006	-0.095
2	0.037	0.017	0.047	-0.037	-0.025	-0.039	0.086	0.007	-0.037	0.047	0.044	0.033	-0.049	-0.006	-0.021	-0.008	-0.03	-0.003	-0.057	-0.087	0.061	0.05	0.027	0.027	-0.076	-0.021	0.02	-0.019	0.024	0.003	-0.044
3	0.1	0.047	0.131	-0.1	-0.07	-0.106	0.233	0.02	-0.101	0.127	0.12	0.092	-0.133	-0.017	-0.057	-0.021	-0.081	-0.008	-0.161	-0.239	0.165	0.136	0.074	0.074	-0.205	-0.07	0.061	-0.053	0.064	0.011	-0.121
4	-0.078	-0.037	-0.1	0.078	0.054	0.083	-0.182	-0.015	0.078	-0.099	-0.093	-0.071	0.103	0.013	0.044	0.016	0.063	0.006	0.124	0.186	-0.129	-0.106	-0.058	-0.058	0.16	0.043	-0.044	0.041	-0.05	-0.005	0.094
5	-0.054	-0.025	-0.07	0.054	0.038	0.058	-0.127	-0.011	0.055	-0.069	-0.065	-0.05	0.072	0.009	0.031	0.011	0.044	0.004	0.084	0.129	-0.09	-0.074	-0.04	-0.04	0.112	0.036	-0.031	0.029	-0.035	-0.005	0.066
6	-0.083	-0.039	-0.106	0.083	0.058	0.089	-0.195	-0.016	0.084	-0.105	-0.099	-0.076	0.111	0.014	0.048	0.018	0.067	0.007	0.128	0.199	-0.138	-0.113	-0.062	-0.062	0.172	0.055	-0.045	0.044	-0.053	-0.007	0.101
7	0.184	0.086	0.233	-0.182	-0.127	-0.195	0.436	0.036	-0.184	0.233	0.219	0.166	-0.243	-0.032	-0.106	-0.039	-0.148	-0.014	-0.281	-0.437	0.302	0.25	0.137	0.137	-0.38	-0.09	0.11	-0.098	0.12	0.011	-0.222
8	0.015	0.007	0.02	-0.015	-0.011	-0.016	0.036	0.003	-0.016	0.019	0.018	0.015	-0.021	-0.003	-0.009	-0.003	-0.012	-0.001	-0.023	-0.037	0.025	0.021	0.012	0.011	-0.032	-0.017	0.009	-0.008	0.01	0.003	-0.019
9	-0.079	-0.037	-0.101	0.078	0.055	0.084	-0.184	-0.016	0.079	-0.1	-0.094	-0.072	0.105	0.014	0.045	0.017	0.064	0.006	0.122	0.188	-0.13	-0.107	-0.059	-0.058	0.162	0.052	-0.045	0.042	-0.051	-0.007	0.095
10	0.099	0.047	0.127	-0.099	-0.069	-0.105	0.233	0.019	-0.1	0.126	0.118	0.089	-0.131	-0.017	-0.056	-0.021	-0.08	-0.008	-0.155	-0.235	0.164	0.135	0.074	0.074	-0.204	-0.05	0.056	-0.053	0.064	0.006	-0.119
