V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.094	0.027	0.01	0.015	0.076	-0.003	-0.006	0.002	0.03	-0.047	-0.041	0.019	-0.1	-0.023	0.006	-0.017	-0.002	0.032	0.032	0.052	0.007	-0.006	0.057	-0.048	0.028	0.02	-0.073	0.037	-0.04	0.007	0.002
2	0.027	0.124	-0.063	-0.068	0.066	0.035	0.02	-0.021	-0.023	0.025	-0.118	0.008	-0.109	0.039	-0.021	0.026	0.01	0.055	0.141	-0.081	-0.036	-0.006	0.037	0.028	0.023	0.021	-0.081	-0.026	0.034	-0.008	-0.126
3	0.01	-0.063	0.048	0.051	-0.03	-0.033	-0.023	0.017	0.02	-0.028	0.083	-0.004	0.04	-0.037	0.025	-0.026	-0.009	-0.037	-0.102	0.078	0.02	0.001	-0.005	-0.034	-0.018	-0.011	0.045	0.029	-0.058	0.008	0.096
4	0.015	-0.068	0.051	0.103	0.034	0.001	0.021	0.001	0.054	-0.071	0.025	0.018	0.014	-0.024	-0.02	-0.019	0	-0.009	-0.091	0.051	0.078	0.012	0.011	-0.016	0.06	0.015	-0.044	0.024	-0.107	0.005	0.035
5	0.076	0.066	-0.03	0.034	0.176	0.074	0.076	-0.037	0.053	-0.072	-0.189	0.049	-0.153	0.03	-0.079	0.018	0.018	0.103	0.141	-0.057	0.067	0.01	0.072	0.018	0.144	0.061	-0.218	-0.002	-0.044	-0.006	-0.166
6	-0.003	0.035	-0.033	0.001	0.074	0.053	0.053	-0.026	0.014	-0.015	-0.111	0.021	-0.049	0.036	-0.056	0.025	0.014	0.055	0.092	-0.074	0.033	0.009	0.016	0.041	0.076	0.029	-0.103	-0.024	0.011	-0.008	-0.118
7	-0.006	0.02	-0.023	0.021	0.076	0.053	0.058	-0.027	0.022	-0.026	-0.103	0.023	-0.04	0.033	-0.06	0.022	0.014	0.051	0.072	-0.067	0.048	0.012	0.014	0.041	0.087	0.031	-0.107	-0.023	-0.01	-0.008	-0.112
8	0.002	-0.021	0.017	0.001	-0.037	-0.026	-0.027	0.014	-0.006	0.007	0.056	-0.01	0.027	-0.019	0.027	-0.013	-0.007	-0.028	-0.048	0.038	-0.015	-0.005	-0.009	-0.021	-0.037	-0.015	0.052	0.013	-0.004	0.004	0.061
9	0.03	-0.023	0.02	0.054	0.053	0.014	0.022	-0.006	0.038	-0.05	-0.026	0.019	-0.027	-0.009	-0.022	-0.007	0.003	0.018	-0.012	0.02	0.048	0.007	0.021	-0.01	0.055	0.019	-0.064	0.016	-0.053	0.002	-0.01
10	-0.047	0.025	-0.028	-0.071	-0.072	-0.015	-0.026	0.007	-0.05	0.069	0.032	-0.025	0.045	0.015	0.026	0.012	-0.003	-0.024	0.016	-0.035	-0.062	-0.009	-0.034	0.017	-0.07	-0.026	0.085	-0.023	0.082	-0.004	0.009
11	-0.041	-0.118	0.083	0.025	-0.189	-0.111	-0.103	0.056	-0.026	0.032	0.269	-0.049	0.168	-0.074	0.108	-0.05	-0.028	-0.137	-0.247	0.149	-0.046	-0.012	-0.063	-0.067	-0.157	-0.068	0.247	0.042	-0.033	0.016	0.267
12	0.019	0.008	-0.004	0.018	0.049	0.021	0.023	-0.01	0.019	-0.025	-0.049	0.015	-0.037	0.007	-0.024	0.004	0.005	0.028	0.032	-0.011	0.026	0.004	0.019	0.005	0.045	0.018	-0.061	0.001	-0.017	-0.001	-0.042
13	-0.1	-0.109	0.04	0.014	-0.153	-0.049	-0.04	0.027	-0.027	0.045	0.168	-0.037	0.185	-0.021	0.041	-0.013	-0.011	-0.093	-0.16	0.035	-0.014	0.001	-0.084	0.003	-0.089	-0.049	0.18	-0.005	0.024	0.003	0.139
14	-0.023	0.039	-0.037	-0.024	0.03	0.036	0.033	-0.019	-0.009	0.015	-0.074	0.007	-0.021	0.036	-0.035	0.024	0.01	0.032	0.077	-0.075	0.004	0.004	-0.001	0.04	0.034	0.013	-0.05	-0.03	0.036	-0.008	-0.093
15	0.006	-0.021	0.025	-0.02	-0.079	-0.056	-0.06	0.027	-0.022	0.026	0.108	-0.024	0.041	-0.035	0.063	-0.023	-0.014	-0.054	-0.075	0.07	-0.049	-0.012	-0.014	-0.044	-0.089	-0.032	0.11	0.023	0.007	0.008	0.116
16	-0.017	0.026	-0.026	-0.019	0.018	0.025	0.022	-0.013	-0.007	0.012	-0.05	0.004	-0.013	0.024	-0.023	0.017	0.007	0.022	0.055	-0.051	0.001	0.003	-0.002	0.028	0.021	0.008	-0.032	-0.021	0.028	-0.006	-0.063
17	-0.002	0.01	-0.009	0	0.018	0.014	0.014	-0.007	0.003	-0.003	-0.028	0.005	-0.011	0.01	-0.014	0.007	0.004	0.013	0.023	-0.021	0.008	0.002	0.003	0.011	0.019	0.007	-0.026	-0.007	0.003	-0.002	-0.032
18	0.032	0.055	-0.037	-0.009	0.103	0.055	0.051	-0.028	0.018	-0.024	-0.137	0.028	-0.093	0.032	-0.054	0.022	0.013	0.074	0.124	-0.061	0.025	0.007	0.038	0.029	0.082	0.036	-0.129	-0.014	0.012	-0.007	-0.127
19	0.032	0.141	-0.102	-0.091	0.141	0.092	0.072	-0.048	-0.012	0.016	-0.247	0.032	-0.16	0.077	-0.075	0.055	0.023	0.124	0.288	-0.155	-0.012	0.001	0.047	0.056	0.092	0.049	-0.188	-0.051	0.11	-0.016	-0.251
20	0.052	-0.081	0.078	0.051	-0.057	-0.074	-0.067	0.038	0.02	-0.035	0.149	-0.011	0.035	-0.075	0.07	-0.051	-0.021	-0.061	-0.155	0.164	-0.006	-0.006	0.008	-0.079	-0.067	-0.026	0.101	0.066	-0.079	0.017	0.193
21	0.007	-0.036	0.02	0.078	0.067	0.033	0.048	-0.015	0.048	-0.062	-0.046	0.026	-0.014	0.004	-0.049	0.001	0.008	0.025	-0.012	-0.006	0.08	0.015	0.014	0.012	0.09	0.028	-0.093	0.002	-0.07	-0.001	-0.044
22	-0.006	-0.006	0.001	0.012	0.01	0.009	0.012	-0.005	0.007	-0.009	-0.012	0.004	0.001	0.004	-0.012	0.003	0.002	0.007	0.001	-0.006	0.015	0.005	0.001	0.011	0.017	0.005	-0.014	-0.003	-0.012	-0.001	-0.013
23	0.057	0.037	-0.005	0.011	0.072	0.016	0.014	-0.009	0.021	-0.034	-0.063	0.019	-0.084	-0.001	-0.014	-0.002	0.003	0.038	0.047	0.008	0.014	0.001	0.045	-0.012	0.042	0.023	-0.079	0.013	-0.036	0.001	-0.041
24	-0.048	0.028	-0.034	-0.016	0.018	0.041	0.041	-0.021	-0.01	0.017	-0.067	0.005	0.003	0.04	-0.044	0.028	0.011	0.029	0.056	-0.079	0.012	0.011	-0.012	0.066	0.038	0.012	-0.035	-0.036	0.021	-0.01	-0.091
25	0.028	0.023	-0.018	0.06	0.144	0.076	0.087	-0.037	0.055	-0.07	-0.157	0.045	-0.089	0.034	-0.089	0.021	0.019	0.082	0.092	-0.067	0.09	0.017	0.042	0.038	0.149	0.055	-0.191	-0.014	-0.052	-0.007	-0.152
26	0.02	0.021	-0.011	0.015	0.061	0.029	0.031	-0.015	0.019	-0.026	-0.068	0.018	-0.049	0.013	-0.032	0.008	0.007	0.036	0.049	-0.026	0.028	0.005	0.023	0.012	0.055	0.022	-0.079	-0.004	-0.017	-0.003	-0.064
27	-0.073	-0.081	0.045	-0.044	-0.218	-0.103	-0.107	0.052	-0.064	0.085	0.247	-0.061	0.18	-0.05	0.11	-0.032	-0.026	-0.129	-0.188	0.101	-0.093	-0.014	-0.079	-0.035	-0.191	-0.079	0.285	0.018	0.046	0.01	0.235
28	0.037	-0.026	0.029	0.024	-0.002	-0.024	-0.023	0.013	0.016	-0.023	0.042	0.001	-0.005	-0.03	0.023	-0.021	-0.007	-0.014	-0.051	0.066	0.002	-0.003	0.013	-0.036	-0.014	-0.004	0.018	0.032	-0.034	0.007	0.067
29	-0.04	0.034	-0.058	-0.107	-0.044	0.011	-0.01	-0.004	-0.053	0.082	-0.033	-0.017	0.024	0.036	0.007	0.028	0.003	0.012	0.11	-0.079	-0.07	-0.012	-0.036	0.021	-0.052	-0.017	0.046	-0.034	0.179	-0.007	-0.049
30	0.007	-0.008	0.008	0.005	-0.006	-0.008	-0.008	0.004	0.002	-0.004	0.016	-0.001	0.003	-0.008	0.008	-0.006	-0.002	-0.007	-0.016	0.017	-0.001	-0.001	0.001	-0.01	-0.007	-0.003	0.01	0.007	-0.007	0.002	0.02
31	0.002	-0.126	0.096	0.035	-0.166	-0.118	-0.112	0.061	-0.01	0.009	0.267	-0.042	0.139	-0.093	0.116	-0.063	-0.032	-0.127	-0.251	0.193	-0.044	-0.013	-0.041	-0.091	-0.152	-0.064	0.235	0.067	-0.049	0.02	0.295
