V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t91	-2.27	-3.107	-5.598	-5.067	-1.225	-3.85	-4.621	-7.126	-4.711	-5.559	-7.082	-4.149	-4.499	-4.167	-5.825	-2.926	-4.604	-5.688	-3.094	-6.657	-5.889	-4.57	-3.66	-4.678	-3.377	-2.791	-8.202	-3.373	-1.905	-4.109
t12	-3.498	-5.651	-4.634	-3.449	-1.76	-3.497	-3.734	-7.211	-4.029	-6.249	-6.359	-3.831	-2.579	-4.043	-6.344	-2.732	-4.463	-5.83	-3.692	-6.221	-4.156	-3.963	-4.369	-4.306	-2.388	-2.63	-7.961	-3.676	-1.686	-4.052
t156	-3.681	-3.486	-4.742	-4.384	-2.355	-3.394	-3.858	-6.824	-4.659	-4.757	-5.581	-3.964	-2.411	-3.469	-5.435	-2.183	-4.187	-5.531	-3.592	-5.97	-5.121	-3.412	-3.771	-2.619	-3.297	-2.537	-5.848	-3.593	-1.963	-3.792
t27	-4.324	-5.519	-5.56	-5.135	-2.975	-4.054	-4.532	-7.578	-5.144	-5.677	-6.592	-4.598	-2.828	-4.279	-6.581	-3.016	-4.99	-6.133	-3.787	-6.791	-5.665	-4.473	-5.186	-3.953	-3.698	-3.393	-7.212	-4.162	-0.525	-4.563
t87	-4.404	-5.748	-4.414	-4.181	-3.566	-4.04	-4.363	-6.886	-4.783	-5.2	-4.62	-4.299	-0.765	-4.229	-5.63	-2.747	-4.596	-6.456	-5.281	-5.303	-5.168	-3.688	-4.813	-3.331	-4.067	-3.197	-4.785	-3.457	-2.304	-3.988
t25	-3.99	-4.999	-3.94	-3.383	-2.956	-3.795	-4.002	-6.601	-4.333	-5.241	-4.212	-3.995	-1.113	-4.072	-5.495	-2.615	-4.337	-6.246	-5.977	-4.675	-4.667	-3.352	-4.245	-2.676	-3.457	-2.823	-4.857	-3.008	-3.648	-3.719
t116	-2.701	-4.434	-4.851	-3.657	-1.175	-3.597	-4.039	-7.075	-4.054	-6.147	-6.522	-3.843	-3.435	-4.118	-6.059	-2.843	-4.42	-5.91	-3.625	-6.392	-4.54	-4.247	-3.909	-4.584	-2.523	-2.565	-8.352	-3.443	-2.594	-3.972
t20	-4.202	-8.275	-3.581	-3.537	-5.853	-6.659	-6.792	-6.744	-5.147	-6.634	-1.587	-5.531	-0.647	-6.551	-4.784	-4.684	-5.868	-9.108	-9.759	-3.196	-5.993	-4.952	-5.824	-6.458	-6.31	-4.662	-3.948	-3.123	-3.99	-4.421
t111	-4.323	-5.828	-4.742	-3.189	-2.131	-3.333	-3.508	-7.276	-4.233	-5.854	-6.048	-3.978	-1.448	-3.803	-6.665	-2.558	-4.415	-6.006	-4.941	-6.759	-4.108	-3.754	-4.431	-3.375	-2.422	-2.755	-7.412	-3.825	-2.598	-4.118
t60	-2.509	-7.229	-3.219	-2.429	-2.465	-4.503	-4.683	-6.499	-3.491	-6.788	-3.956	-3.854	-1.745	-5.184	-5.098	-3.452	-4.669	-6.522	-6.236	-3.38	-4.064	-3.832	-4.02	-5.635	-3.292	-2.892	-6.293	-2.366	-2.639	-3.645
t168	-3.815	-4.491	-4.399	-3.475	-2.268	-3.42	-3.766	-6.649	-4.267	-5.026	-5.056	-3.87	-1.712	-3.603	-5.568	-2.333	-4.11	-6.169	-4.431	-6.107	-4.473	-3.643	-4.159	-3.264	-2.927	-2.599	-6.322	-3.49	-2.328	-3.699
t117	-3.822	-5.487	-4.348	-3.319	-2.037	-3.349	-3.565	-6.986	-4.078	-5.75	-5.636	-3.792	-1.689	-3.921	-6.283	-2.549	-4.326	-5.724	-4.715	-5.561	-4.22	-3.537	-4.265	-2.929	-2.585	-2.63	-6.679	-3.255	-2.978	-3.892
t29	-3.341	-4.413	-3.645	-3.244	-2.482	-3.649	-3.889	-6.431	-4.081	-5.288	-4.242	-3.73	-1.876	-3.946	-5.011	-2.424	-4.15	-5.882	-4.902	-4.238	-4.413	-3.091	-3.601	-2.859	-3.213	-2.456	-5.095	-2.956	-3.491	-3.499
t31	-2.976	-4.469	-4.32	-4.58	-2.839	-3.995	-4.585	-6.434	-4.597	-4.794	-4.523	-4.066	-1.994	-4.095	-4.797	-2.575	-4.375	-5.838	-4.246	-4.67	-5.534	-3.65	-4.035	-3.632	-4.152	-2.866	-4.992	-2.903	-1.321	-3.608
t142	-2.862	-4.683	-3.449	-3.391	-3.153	-4.411	-4.719	-6.088	-4.224	-5.142	-3.015	-4.002	-1.369	-4.5	-4.405	-2.865	-4.386	-6.539	-6.11	-3.423	-5.068	-3.478	-3.779	-3.714	-4.199	-2.881	-4.097	-2.393	-3.374	-3.408
t148	-3.327	-4.902	-4.841	-3.653	-1.816	-3.583	-3.927	-7.038	-4.199	-5.739	-6.096	-3.91	-2.348	-3.951	-6.118	-2.699	-4.429	-5.944	-4.269	-6.401	-4.64	-4.052	-4.12	-4.224	-2.673	-2.709	-7.395	-3.421	-1.554	-3.985
t133	-4.379	-4.842	-5.25	-5.062	-2.872	-3.593	-4.093	-7.279	-5.039	-5.094	-6.315	-4.266	-2.292	-3.759	-6.019	-2.45	-4.516	-5.869	-2.627	-6.742	-5.355	-3.927	-4.779	-3.327	-3.623	-2.996	-6.506	-4.181	-1.02	-4.2
t9	-3.448	-4.63	-3.731	-3.17	-2.426	-3.609	-3.904	-6.419	-4.047	-5.253	-4.232	-3.773	-1.682	-3.88	-5	-2.403	-4.073	-6.092	-4.634	-4.86	-4.243	-3.275	-3.796	-3.099	-3.168	-2.481	-5.64	-3.133	-3.466	-3.487
t50	-3.745	-6.082	-4.464	-2.866	-1.741	-3.458	-3.598	-7.228	-3.845	-6.462	-6.104	-3.846	-2.196	-4.094	-6.602	-2.808	-4.472	-5.931	-4.74	-6.177	-3.797	-3.888	-4.455	-4.019	-2.077	-2.645	-8.074	-3.569	-2.35	-4.076
t143	-4.891	-6.862	-3.784	-3.405	-4.693	-4.904	-4.945	-6.802	-4.823	-5.794	-2.995	-4.744	-0.48	-4.858	-5.2	-3.257	-4.895	-7.703	-6.873	-4.802	-4.818	-3.969	-5.442	-4.188	-4.66	-3.617	-4.803	-3.815	-3.759	-4.072
t187	-4.766	-6.448	-4.203	-3.744	-4.221	-4.583	-4.867	-6.735	-4.815	-5.312	-3.532	-4.666	-0.581	-4.586	-5.424	-3.124	-4.778	-7.467	-6.491	-5.486	-5.064	-4.145	-5.415	-4.031	-4.377	-3.584	-4.99	-3.668	-2.316	-4.057
t59	-2.36	-4.581	-4.701	-4.027	-1.392	-3.769	-4.257	-6.954	-4.16	-5.97	-6.294	-3.848	-3.665	-4.292	-5.787	-2.901	-4.526	-5.542	-3.695	-5.302	-5.013	-4.067	-3.623	-4.376	-2.942	-2.637	-7.592	-2.99	-1.965	-3.909
t199	-3.893	-6.263	-4.369	-2.966	-2.029	-3.456	-3.577	-7.169	-3.923	-6.287	-5.864	-3.859	-1.761	-4.04	-6.457	-2.702	-4.438	-5.899	-4.739	-6.027	-3.844	-3.736	-4.504	-3.886	-2.309	-2.664	-7.616	-3.586	-2.299	-4.018
t63	-3.464	-5.651	-3.787	-2.9	-2.641	-3.915	-4.056	-6.592	-3.97	-5.746	-4.248	-3.874	-1.272	-4.231	-5.524	-2.771	-4.389	-6.338	-5.406	-4.606	-4.274	-3.616	-4.343	-3.772	-3.122	-2.755	-5.771	-2.987	-2.696	-3.685
t162	-2.439	-5.263	-3.817	-4.071	-2.583	-4.108	-4.579	-6.372	-4.181	-5.402	-4.374	-3.838	-2.102	-4.477	-4.759	-2.794	-4.444	-5.78	-4.2	-3.622	-5.141	-3.581	-3.814	-4.089	-3.945	-2.772	-5.104	-2.518	-1.714	-3.519
t177	-4.423	-6.111	-4.364	-3.038	-2.429	-3.5	-3.652	-7.2	-4.114	-6.099	-5.511	-4.022	-1.134	-4.112	-6.607	-2.762	-4.513	-6.137	-5.74	-5.956	-4.014	-3.634	-4.714	-3.04	-2.582	-2.823	-6.658	-3.58	-3.324	-4.104
t97	-1.248	-4.118	-4.247	-4.434	-1.916	-4.687	-5.376	-6.463	-4.319	-5.828	-4.927	-4.103	-4.057	-5.111	-4.643	-3.455	-4.798	-5.916	-5.157	-3.429	-6.036	-4.203	-3.081	-4.988	-4.295	-2.956	-5.993	-2.057	-2.757	-3.703
