V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t91	0.103	0.045	0.004	0.006	0.294	0.021	0.01	0.001	0.009	0.004	0.001	0.016	0.011	0.016	0.003	0.054	0.01	0.003	0.045	0.001	0.003	0.01	0.026	0.009	0.034	0.061	0	0.034	0.149	0.016
t12	0.03	0.004	0.01	0.032	0.172	0.03	0.024	0.001	0.018	0.002	0.002	0.022	0.076	0.018	0.002	0.065	0.012	0.003	0.025	0.002	0.016	0.019	0.013	0.013	0.092	0.072	0	0.025	0.185	0.017
t156	0.025	0.031	0.009	0.012	0.095	0.034	0.021	0.001	0.009	0.009	0.004	0.019	0.09	0.031	0.004	0.113	0.015	0.004	0.028	0.003	0.006	0.033	0.023	0.073	0.037	0.079	0.003	0.028	0.14	0.023
t27	0.013	0.004	0.004	0.006	0.051	0.017	0.011	0.001	0.006	0.003	0.001	0.01	0.059	0.014	0.001	0.049	0.007	0.002	0.023	0.001	0.003	0.011	0.006	0.019	0.025	0.034	0.001	0.016	0.592	0.01
t87	0.012	0.003	0.012	0.015	0.028	0.018	0.013	0.001	0.008	0.006	0.01	0.014	0.465	0.015	0.004	0.064	0.01	0.002	0.005	0.005	0.006	0.025	0.008	0.036	0.017	0.041	0.008	0.032	0.1	0.019
t25	0.018	0.007	0.019	0.034	0.052	0.022	0.018	0.001	0.013	0.005	0.015	0.018	0.328	0.017	0.004	0.073	0.013	0.002	0.003	0.009	0.009	0.035	0.014	0.069	0.032	0.059	0.008	0.049	0.026	0.024
t116	0.067	0.012	0.008	0.026	0.309	0.027	0.018	0.001	0.017	0.002	0.001	0.021	0.032	0.016	0.002	0.058	0.012	0.003	0.027	0.002	0.011	0.014	0.02	0.01	0.08	0.077	0	0.032	0.075	0.019
t20	0.015	0	0.028	0.029	0.003	0.001	0.001	0.001	0.006	0.001	0.204	0.004	0.524	0.001	0.008	0.009	0.003	0	0	0.041	0.002	0.007	0.003	0.002	0.002	0.009	0.019	0.044	0.018	0.012
t111	0.013	0.003	0.009	0.041	0.119	0.036	0.03	0.001	0.015	0.003	0.002	0.019	0.235	0.022	0.001	0.077	0.012	0.002	0.007	0.001	0.016	0.023	0.012	0.034	0.089	0.064	0.001	0.022	0.074	0.016
t60	0.081	0.001	0.04	0.088	0.085	0.011	0.009	0.002	0.03	0.001	0.019	0.021	0.175	0.006	0.006	0.032	0.009	0.001	0.002	0.034	0.017	0.022	0.018	0.004	0.037	0.055	0.002	0.094	0.071	0.026
t168	0.022	0.011	0.012	0.031	0.104	0.033	0.023	0.001	0.014	0.007	0.006	0.021	0.18	0.027	0.004	0.097	0.016	0.002	0.012	0.002	0.011	0.026	0.016	0.038	0.054	0.074	0.002	0.031	0.097	0.025
t117	0.022	0.004	0.013	0.036	0.13	0.035	0.028	0.001	0.017	0.003	0.004	0.023	0.185	0.02	0.002	0.078	0.013	0.003	0.009	0.004	0.015	0.029	0.014	0.053	0.075	0.072	0.001	0.039	0.051	0.02
t29	0.035	0.012	0.026	0.039	0.084	0.026	0.02	0.002	0.017	0.005	0.014	0.024	0.153	0.019	0.007	0.089	0.016	0.003	0.007	0.014	0.012	0.045	0.027	0.057	0.04	0.086	0.006	0.052	0.03	0.03
t31	0.051	0.011	0.013	0.01	0.058	0.018	0.01	0.002	0.01	0.008	0.011	0.017	0.136	0.017	0.008	0.076	0.013	0.003	0.014	0.009	0.004	0.026	0.018	0.026	0.016	0.057	0.007	0.055	0.267	0.027
t142	0.057	0.009	0.032	0.034	0.043	0.012	0.009	0.002	0.015	0.006	0.049	0.018	0.254	0.011	0.012	0.057	0.012	0.001	0.002	0.033	0.006	0.031	0.023	0.024	0.015	0.056	0.017	0.091	0.034	0.033
t148	0.036	0.007	0.008	0.026	0.163	0.028	0.02	0.001	0.015	0.003	0.002	0.02	0.096	0.019	0.002	0.067	0.012	0.003	0.014	0.002	0.01	0.017	0.016	0.015	0.069	0.067	0.001	0.033	0.211	0.019
t133	0.013	0.008	0.005	0.006	0.057	0.028	0.017	0.001	0.006	0.006	0.002	0.014	0.101	0.023	0.002	0.086	0.011	0.003	0.072	0.001	0.005	0.02	0.008	0.036	0.027	0.05	0.001	0.015	0.361	0.015
t9	0.032	0.01	0.024	0.042	0.088	0.027	0.02	0.002	0.017	0.005	0.015	0.023	0.186	0.021	0.007	0.09	0.017	0.002	0.01	0.008	0.014	0.038	0.022	0.045	0.042	0.084	0.004	0.044	0.031	0.031
t50	0.024	0.002	0.012	0.057	0.175	0.031	0.027	0.001	0.021	0.002	0.002	0.021	0.111	0.017	0.001	0.06	0.011	0.003	0.009	0.002	0.022	0.02	0.012	0.018	0.125	0.071	0	0.028	0.095	0.017
t143	0.008	0.001	0.023	0.033	0.009	0.007	0.007	0.001	0.008	0.003	0.05	0.009	0.618	0.008	0.006	0.039	0.007	0	0.001	0.008	0.008	0.019	0.004	0.015	0.009	0.027	0.008	0.022	0.023	0.017
t187	0.009	0.002	0.015	0.024	0.015	0.01	0.008	0.001	0.008	0.005	0.029	0.009	0.56	0.01	0.004	0.044	0.008	0.001	0.002	0.004	0.006	0.016	0.004	0.018	0.013	0.028	0.007	0.026	0.099	0.017
t59	0.094	0.01	0.009	0.018	0.249	0.023	0.014	0.001	0.016	0.003	0.002	0.021	0.026	0.014	0.003	0.055	0.011	0.004	0.025	0.005	0.007	0.017	0.027	0.013	0.053	0.072	0.001	0.05	0.14	0.02
t199	0.02	0.002	0.013	0.051	0.131	0.032	0.028	0.001	0.02	0.002	0.003	0.021	0.172	0.018	0.002	0.067	0.012	0.003	0.009	0.002	0.021	0.024	0.011	0.021	0.099	0.07	0	0.028	0.1	0.018
t63	0.031	0.004	0.023	0.055	0.071	0.02	0.017	0.001	0.019	0.003	0.014	0.021	0.28	0.015	0.004	0.063	0.012	0.002	0.004	0.01	0.014	0.027	0.013	0.023	0.044	0.064	0.003	0.05	0.067	0.025
t162	0.087	0.005	0.022	0.017	0.076	0.016	0.01	0.002	0.015	0.005	0.013	0.022	0.122	0.011	0.009	0.061	0.012	0.003	0.015	0.027	0.006	0.028	0.022	0.017	0.019	0.063	0.006	0.081	0.18	0.03
t177	0.012	0.002	0.013	0.048	0.088	0.03	0.026	0.001	0.016	0.002	0.004	0.018	0.322	0.016	0.001	0.063	0.011	0.002	0.003	0.003	0.018	0.026	0.009	0.048	0.076	0.059	0.001	0.028	0.036	0.017
t97	0.287	0.016	0.014	0.012	0.147	0.009	0.005	0.002	0.013	0.003	0.007	0.017	0.017	0.006	0.01	0.032	0.008	0.003	0.006	0.032	0.002	0.015	0.046	0.007	0.014	0.052	0.002	0.128	0.064	0.025
t102	0.067	0.033	0.011	0.01	0.089	0.021	0.011	0.002	0.01	0.012	0.008	0.019	0.083	0.02	0.009	0.084	0.015	0.003	0.016	0.008	0.003	0.025	0.03	0.033	0.018	0.066	0.007	0.067	0.19	0.029
t120	0.029	0.003	0.006	0.021	0.226	0.034	0.026	0	0.016	0.001	0.001	0.021	0.065	0.017	0.001	0.062	0.01	0.004	0.037	0.001	0.014	0.017	0.013	0.013	0.102	0.069	0	0.022	0.157	0.014
t134	0.042	0.014	0.009	0.007	0.075	0.024	0.013	0.001	0.009	0.008	0.005	0.018	0.107	0.02	0.005	0.085	0.012	0.004	0.029	0.006	0.004	0.025	0.018	0.042	0.02	0.059	0.005	0.044	0.27	0.023
t67	0.008	0.001	0.019	0.103	0.055	0.022	0.023	0.001	0.02	0.001	0.008	0.015	0.35	0.012	0.001	0.046	0.009	0.001	0.001	0.003	0.033	0.023	0.005	0.032	0.091	0.049	0.001	0.021	0.031	0.015
t22	0.02	0.002	0.026	0.071	0.064	0.021	0.02	0.001	0.021	0.002	0.013	0.019	0.316	0.013	0.003	0.057	0.011	0.002	0.004	0.008	0.023	0.029	0.01	0.026	0.056	0.062	0.002	0.035	0.042	0.022
t13	0.01	0.006	0.005	0.009	0.047	0.024	0.015	0.001	0.006	0.007	0.003	0.012	0.199	0.023	0.002	0.081	0.011	0.002	0.018	0.001	0.005	0.017	0.007	0.027	0.025	0.042	0.001	0.015	0.365	0.015
t126	0.008	0.002	0.005	0.023	0.096	0.034	0.026	0	0.011	0.002	0.001	0.015	0.197	0.021	0.001	0.069	0.01	0.002	0.013	0	0.014	0.016	0.006	0.019	0.082	0.05	0	0.013	0.25	0.012
t81	0.026	0.019	0.014	0.018	0.055	0.024	0.017	0.002	0.01	0.01	0.013	0.019	0.207	0.026	0.007	0.104	0.016	0.002	0.012	0.005	0.006	0.032	0.018	0.047	0.024	0.067	0.007	0.039	0.124	0.028
t175	0.006	0.004	0.012	0.023	0.02	0.017	0.015	0.001	0.008	0.005	0.014	0.012	0.511	0.018	0.003	0.069	0.011	0.001	0.004	0.002	0.008	0.023	0.005	0.034	0.021	0.04	0.005	0.017	0.074	0.017
t49	0.088	0.005	0.022	0.069	0.237	0.02	0.017	0.001	0.026	0.001	0.006	0.024	0.038	0.011	0.003	0.048	0.011	0.003	0.007	0.012	0.018	0.024	0.028	0.013	0.08	0.084	0	0.057	0.024	0.023
t194	0.025	0.007	0.009	0.026	0.238	0.043	0.032	0.001	0.016	0.002	0.001	0.023	0.047	0.02	0.001	0.077	0.013	0.004	0.037	0.002	0.016	0.026	0.017	0.04	0.109	0.085	0	0.023	0.041	0.017
t169	0.134	0.008	0.016	0.034	0.281	0.019	0.013	0.001	0.022	0.002	0.004	0.023	0.028	0.009	0.003	0.042	0.01	0.003	0.008	0.012	0.009	0.019	0.032	0.013	0.057	0.074	0.001	0.073	0.028	0.022
t24	0.04	0.001	0.05	0.113	0.028	0.006	0.005	0.002	0.023	0.001	0.062	0.013	0.351	0.003	0.007	0.02	0.007	0	0	0.045	0.014	0.017	0.01	0.003	0.018	0.034	0.005	0.081	0.016	0.022
t64	0.007	0	0.017	0.014	0.002	0.002	0.002	0.001	0.004	0.002	0.082	0.004	0.698	0.002	0.006	0.013	0.003	0	0	0.017	0.002	0.009	0.003	0.004	0.002	0.01	0.03	0.03	0.025	0.01
t131	0.059	0.003	0.015	0.045	0.162	0.022	0.018	0.001	0.023	0.002	0.004	0.024	0.104	0.014	0.004	0.059	0.013	0.002	0.025	0.003	0.018	0.019	0.018	0.004	0.066	0.078	0	0.033	0.141	0.023
t107	0.05	0.005	0.004	0.014	0.362	0.024	0.017	0	0.013	0.001	0	0.017	0.012	0.012	0.001	0.042	0.008	0.003	0.082	0.001	0.009	0.009	0.017	0.003	0.092	0.063	0	0.015	0.114	0.01
t128	0.031	0.009	0.009	0.029	0.239	0.038	0.027	0.001	0.017	0.002	0.002	0.022	0.048	0.02	0.002	0.072	0.012	0.004	0.016	0.003	0.013	0.025	0.018	0.053	0.103	0.081	0	0.032	0.054	0.018
t139	0.05	0.005	0.021	0.013	0.016	0.006	0.004	0.002	0.008	0.007	0.061	0.011	0.373	0.008	0.017	0.041	0.009	0.001	0.003	0.021	0.003	0.017	0.011	0.006	0.005	0.032	0.023	0.065	0.135	0.027
