V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t100	0.005	0.007	0.001	0.003	0.046	0.005	0.009	0.033	0.008	0.007	0.083	0.013	0.001	0.044	0	0.006	0.07	0.002	0.006	0.012	0.015	0.001	0.015	0.062	0.02	0.047	0.01	0.429	0.002	0.037
t197	0.007	0.01	0.008	0.001	0.023	0.013	0.016	0.022	0.022	0.008	0.01	0.009	0.002	0.034	0.093	0.014	0.365	0.012	0.008	0.028	0.047	0.01	0.01	0.04	0.023	0.031	0.042	0.016	0.052	0.025
t10	0.001	0.001	0.001	0	0	0.148	0.004	0.001	0.006	0.001	0	0.001	0.003	0.001	0	0.004	0.051	0.756	0	0.009	0.001	0	0.001	0.005	0.001	0	0.005	0	0	0
t125	0.008	0.021	0.008	0.003	0.024	0.091	0.021	0.022	0.018	0.007	0.002	0.005	0.005	0.168	0.013	0.024	0.1	0.042	0.008	0.024	0.087	0.007	0.02	0.15	0.013	0.027	0.037	0.007	0.013	0.023
t165	0.011	0.035	0.007	0.002	0.041	0.199	0.042	0.053	0.008	0.008	0.005	0.009	0.01	0.033	0.011	0.033	0.012	0.041	0.007	0.047	0.073	0.01	0.025	0.057	0.024	0.076	0.059	0.038	0.004	0.019
t140	0.009	0.007	0.002	0.007	0.021	0.184	0.046	0.057	0.049	0.008	0.004	0.04	0.018	0.008	0.003	0.039	0.085	0.091	0.007	0.064	0.006	0.003	0.025	0.018	0.028	0.01	0.063	0.089	0.004	0.01
t176	0.007	0.005	0.004	0.004	0.016	0.096	0.041	0.038	0.035	0.006	0.006	0.041	0.011	0.002	0.004	0.062	0.208	0.047	0.006	0.045	0.014	0.002	0.017	0.01	0.05	0.009	0.033	0.164	0.003	0.013
t179	0.011	0.028	0.006	0.036	0.056	0.096	0.03	0.042	0.022	0.005	0.003	0.014	0.018	0.012	0.001	0.053	0.213	0.022	0.008	0.039	0.006	0.037	0.024	0.101	0.008	0.013	0.042	0.033	0.002	0.02
t120	0.003	0.004	0.002	0.002	0.01	0.013	0.01	0.011	0.023	0.004	0.004	0.009	0.002	0.011	0.001	0.014	0.725	0.01	0.004	0.014	0.017	0.001	0.009	0.026	0.011	0.005	0.01	0.027	0.003	0.016
t59	0.006	0.004	0.004	0.014	0.023	0.114	0.019	0.032	0.049	0.003	0.001	0.022	0.011	0.005	0.002	0.015	0.425	0.05	0.004	0.065	0.002	0.001	0.017	0.021	0.013	0.003	0.048	0.017	0.006	0.006
